source,target,horizon,corr_mean,corr_min,corr_max,edge_mean,edge_min,same_sign_all_days,score
UV_VISOR_AMBER,UV_VISOR_RED,20,-0.007622641889272717,-0.019839658776801754,0.002282435035582877,-0.07798931195724783,-0.1901302605210421,False,0.007622641889272717
UV_VISOR_MAGENTA,UV_VISOR_YELLOW,50,-0.006649400687731948,-0.021352139247550382,0.003112347469942749,-0.12194304857621441,-0.23015075376884422,False,0.006649400687731948
UV_VISOR_RED,UV_VISOR_YELLOW,50,-0.006649400687731948,-0.021352139247550382,0.003112347469942749,-0.12194304857621441,-0.23015075376884422,False,0.006649400687731948
UV_VISOR_AMBER,UV_VISOR_YELLOW,50,-0.006649400687731948,-0.021352139247550382,0.003112347469942749,-0.12194304857621441,-0.23015075376884422,False,0.006649400687731948
UV_VISOR_YELLOW,UV_VISOR_YELLOW,50,-0.006649400687731948,-0.021352139247550382,0.003112347469942749,-0.12194304857621441,-0.23015075376884422,False,0.006649400687731948
UV_VISOR_ORANGE,UV_VISOR_YELLOW,50,-0.006649400687731948,-0.021352139247550382,0.003112347469942749,-0.12194304857621441,-0.23015075376884422,False,0.006649400687731948
UV_VISOR_RED,UV_VISOR_YELLOW,100,-0.002214843056031142,-0.01567776274102996,0.006324022045953696,-0.057592592592592584,-0.2147979797979798,False,0.002214843056031142
UV_VISOR_AMBER,UV_VISOR_YELLOW,100,-0.002214843056031142,-0.01567776274102996,0.006324022045953696,-0.057592592592592584,-0.2147979797979798,False,0.002214843056031142
UV_VISOR_ORANGE,UV_VISOR_YELLOW,100,-0.002214843056031142,-0.01567776274102996,0.006324022045953696,-0.057592592592592584,-0.2147979797979798,False,0.002214843056031142
UV_VISOR_MAGENTA,UV_VISOR_YELLOW,100,-0.002214843056031142,-0.01567776274102996,0.006324022045953696,-0.057592592592592584,-0.2147979797979798,False,0.002214843056031142
UV_VISOR_YELLOW,UV_VISOR_YELLOW,100,-0.002214843056031142,-0.01567776274102996,0.006324022045953696,-0.057592592592592584,-0.2147979797979798,False,0.002214843056031142
UV_VISOR_AMBER,UV_VISOR_RED,50,0.0017064110140092468,-0.004474329642228886,0.007607589256998204,0.0028810720268006664,-0.07869346733668342,False,0.0017064110140092468
UV_VISOR_YELLOW,UV_VISOR_RED,50,0.0017064110140092468,-0.004474329642228886,0.007607589256998204,0.0028810720268006664,-0.07869346733668342,False,0.0017064110140092468
UV_VISOR_RED,UV_VISOR_RED,50,0.0017064110140092468,-0.004474329642228886,0.007607589256998204,0.0028810720268006664,-0.07869346733668342,False,0.0017064110140092468
UV_VISOR_MAGENTA,UV_VISOR_RED,50,0.0017064110140092468,-0.004474329642228886,0.007607589256998204,0.0028810720268006664,-0.07869346733668342,False,0.0017064110140092468
UV_VISOR_ORANGE,UV_VISOR_RED,50,0.0017064110140092468,-0.004474329642228886,0.007607589256998204,0.0028810720268006664,-0.07869346733668342,False,0.0017064110140092468
UV_VISOR_AMBER,UV_VISOR_RED,100,-8.487364820200458e-05,-0.006021071005514415,0.005433790714622824,0.020808080808080803,-0.07424242424242425,False,8.487364820200458e-05
UV_VISOR_RED,UV_VISOR_RED,100,-8.487364820200458e-05,-0.006021071005514415,0.005433790714622824,0.020808080808080803,-0.07424242424242425,False,8.487364820200458e-05
UV_VISOR_YELLOW,UV_VISOR_RED,100,-8.487364820200458e-05,-0.006021071005514415,0.005433790714622824,0.020808080808080803,-0.07424242424242425,False,8.487364820200458e-05
UV_VISOR_MAGENTA,UV_VISOR_RED,100,-8.487364820200458e-05,-0.006021071005514415,0.005433790714622824,0.020808080808080803,-0.07424242424242425,False,8.487364820200458e-05
UV_VISOR_ORANGE,UV_VISOR_RED,100,-8.487364820200458e-05,-0.006021071005514415,0.005433790714622824,0.020808080808080803,-0.07424242424242425,False,8.487364820200458e-05
