product_a,product_b,category_a,category_b,same_category,return_corr_mean,return_corr_day1,return_corr_day2,return_corr_day3,return_corr_min,return_corr_max,return_corr_std,return_corr_stable_days,rolling_return_corr_mean,rolling_return_corr_std,price_level_corr_mean,spread_corr_mean,relationship_score
UV_VISOR_MAGENTA,TRANSLATOR_ASTRO_BLACK,uv_visors,translators,False,0.01349565820074214,0.012640000682648686,0.031055579676682505,-0.0032086057571047645,-0.0032086057571047645,0.031055579676682505,0.014001374056414185,2,0.015367275035259071,0.06602232251981242,-0.26335886090437993,0.7760602086547514,0.05666067354272953
ROBOT_MOPPING,SNACKPACK_VANILLA,robotics,snackpacks,False,0.00413554932589731,0.022643335621719222,-0.006348538262511548,-0.0038881493815157444,-0.006348538262511548,0.022643335621719222,0.013125471256055076,1,0.003947280322152756,0.07299375630388573,0.3695574471371057,0.7812330273131064,0.05655021516957389
SLEEP_POD_LAMB_WOOL,SNACKPACK_CHOCOLATE,sleep_pods,snackpacks,False,0.00894916547521381,0.01722519916488517,0.005355493365562298,0.004266803895193961,0.004266803895193961,0.01722519916488517,0.005868893218495531,3,0.010703570779674427,0.07098648550975967,-0.272651051302726,0.8100419066057883,0.0564122678014172
SLEEP_POD_SUEDE,ROBOT_LAUNDRY,sleep_pods,robotics,False,-0.0026758539408960774,-0.0014609492321214247,0.004745775221932013,-0.011312387812498822,-0.011312387812498822,0.004745775221932013,0.006611764519835954,2,-0.0027120366487305234,0.07398301637936673,-0.3610456186912021,0.6812395941500774,0.05636453990291329
PANEL_1X2,OXYGEN_SHAKE_EVENING_BREATH,panels,oxygen_shakes,False,0.0050800538817425125,0.01624917431782884,-0.004046646028415954,0.003037633355814651,-0.004046646028415954,0.01624917431782884,0.008410655625863721,2,0.006561495140024023,0.06813149933783008,0.3360471493813028,0.8557235798943639,0.056264229925130006
PEBBLES_XS,OXYGEN_SHAKE_MORNING_BREATH,pebbles,oxygen_shakes,False,-0.0048017946367742,-0.00946803388093002,-0.0025045783174096285,-0.0024327717119829494,-0.00946803388093002,-0.0024327717119829494,0.0032996596349644555,3,-0.005351574633946902,0.06698920712204957,0.31928369221058195,0.1120157763870724,0.05604367170207728
PEBBLES_S,UV_VISOR_AMBER,pebbles,uv_visors,False,0.00019989630251597267,-0.014366838565285112,0.0006965384418121341,0.014269989031020896,-0.014366838565285112,0.014269989031020896,0.0116962091795029,2,0.002828785223130247,0.06817808934889179,0.38619721626986253,0.058443291309323485,0.05588467535699041
MICROCHIP_OVAL,MICROCHIP_TRIANGLE,microchips,microchips,True,0.001474430013368712,0.002102266738150363,0.0037127644709436776,-0.0013917411689879046,-0.0013917411689879046,0.0037127644709436776,0.0021306694834819324,2,0.0019359996523051887,0.06614714943751891,0.3601207797849377,0.6666057430303943,0.055821202531155634
MICROCHIP_SQUARE,PANEL_1X4,microchips,panels,False,-0.003261621072285815,-0.008188343608459313,-0.004030135116733047,0.0024336155083349137,-0.008188343608459313,0.0024336155083349137,0.004370313813835072,2,-0.002901620007779345,0.06994289581765435,-0.3473410518463858,-0.08838417729620385,0.055704713959450494
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_RED,galaxy_sounds,uv_visors,False,0.01589430874603715,-0.0007178035175807222,0.015877228599228712,0.032523501156463464,-0.0007178035175807222,0.032523501156463464,0.01357071118025186,2,0.015528206576612039,0.0677196406407782,-0.23540733620333745,0.8313395984126394,0.055521969850992496
SLEEP_POD_COTTON,PANEL_1X4,sleep_pods,panels,False,0.0010736649909799008,-0.010914088317657954,0.00015518172301112713,0.01397990156758653,-0.010914088317657954,0.01397990156758653,0.010183659844306716,2,-0.000160728240944205,0.06855375014372189,-0.3800554567851075,0.6233908532234123,0.05549164250107567
PEBBLES_S,SNACKPACK_PISTACHIO,pebbles,snackpacks,False,0.0005960629590882041,0.003585283377578064,-0.0016232544961801568,-0.0001738400041332949,-0.0016232544961801568,0.003585283377578064,0.002194960838705539,1,0.0007249462209935137,0.06994213628379324,0.3688919821028069,0.02382277149532962,0.055475415799389444
PEBBLES_S,PANEL_1X4,pebbles,panels,False,-0.009225952112108747,-0.008807352404085223,-0.0058949693953514815,-0.012975534536889537,-0.012975534536889537,-0.0058949693953514815,0.0029057437335455664,3,-0.008008132192124066,0.06599186963779381,-0.2639939967421841,-0.03321710223224934,0.05543546763327635
GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT_VACUUMING,galaxy_sounds,robotics,False,0.007124389502961658,0.004206670470276735,0.016114962180249992,0.0010515358583582457,0.0010515358583582457,0.016114962180249992,0.006486473947327323,3,0.006547026551219502,0.06905043704616431,0.29489489348344283,0.7377262545915163,0.055415036613468464
MICROCHIP_OVAL,PEBBLES_M,microchips,pebbles,False,0.004686309721401368,0.0015892192888778424,0.01429524394709761,-0.001825534071771348,-0.001825534071771348,0.01429524394709761,0.006936081883591711,2,0.004521715874556871,0.0685570084357701,-0.3352145409639131,-0.0818476220122109,0.055410484745302184
MICROCHIP_CIRCLE,ROBOT_MOPPING,microchips,robotics,False,0.0008083306070232957,0.015955746371348715,-0.0016840232096092722,-0.011846731340669556,-0.011846731340669556,0.015955746371348715,0.011486319758515065,1,0.002610485977039097,0.0652023963789581,-0.37996662983245627,-0.04158837943644193,0.05540053226412959
MICROCHIP_OVAL,ROBOT_VACUUMING,microchips,robotics,False,-0.0024394675019280524,-0.0010116645059777437,-0.0034563272488787973,-0.0028504107509276164,-0.0034563272488787973,-0.0010116645059777437,0.0010394709382039384,3,-0.003192689798489854,0.0671353792929396,0.3384668153121644,0.058745175265853634,0.05525946195537121
SLEEP_POD_LAMB_WOOL,UV_VISOR_YELLOW,sleep_pods,uv_visors,False,-0.00042100240686410796,0.0003752310556379739,-0.005354101095679476,0.003715862819449178,-0.005354101095679476,0.003715862819449178,0.0037453573172253327,1,0.0009708933630548862,0.06749899049042413,-0.3699901221225077,0.6583491852800064,0.05515626669913657
ROBOT_MOPPING,OXYGEN_SHAKE_MINT,robotics,oxygen_shakes,False,0.0036829569094701375,0.012238156070388672,0.0029912428063691844,-0.004180528148347445,-0.004180528148347445,0.012238156070388672,0.0067207216462205,2,0.0035393456910512394,0.07103232482464196,-0.34306564059097316,0.6746710997516159,0.05514241599746705
PEBBLES_M,TRANSLATOR_GRAPHITE_MIST,pebbles,translators,False,0.00010973572903588329,-0.0008400757597987401,-0.0015715215750447843,0.0027408045219511745,-0.0015715215750447843,0.0027408045219511745,0.0018842585615125088,1,0.00164928903080793,0.07023995331133608,0.3666174746996019,0.05498930719777467,0.05514181165306332
SLEEP_POD_POLYESTER,PEBBLES_XS,sleep_pods,pebbles,False,0.004029914930858501,0.011050756088078343,0.004403713968839561,-0.0033647252643424015,-0.0033647252643424015,0.011050756088078343,0.005891028203751545,2,0.005324712870895441,0.07600903233256147,-0.3346613993581539,-0.08873681424714575,0.055140262616685594
UV_VISOR_AMBER,OXYGEN_SHAKE_EVENING_BREATH,uv_visors,oxygen_shakes,False,0.015820512835574924,0.011057709213229494,0.020218739645873462,0.016185089647621814,0.011057709213229494,0.020218739645873462,0.0037488493199797487,3,0.018553599593817693,0.06859297133292765,0.1729394060176611,0.8663427021555906,0.05513203161765303
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_LAUNDRY,galaxy_sounds,robotics,False,0.007019806771400151,0.018163336858629673,0.011157019604429127,-0.008260936148858344,-0.008260936148858344,0.018163336858629673,0.011177296885887323,2,0.006337051754900819,0.0691329335634288,-0.31838420987906485,0.7021976291569229,0.05508676834152206
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_VANILLA,galaxy_sounds,snackpacks,False,0.007243523069465929,0.015399441663353152,0.006369026006379814,-3.789846133518027e-05,-3.789846133518027e-05,0.015399441663353152,0.006332531161462361,2,0.006597319844262856,0.07038321388096509,0.3061039991765302,0.8631988758347399,0.05493601849143018
ROBOT_LAUNDRY,TRANSLATOR_GRAPHITE_MIST,robotics,translators,False,0.0055147620522273825,-0.006832261743047429,0.014489239619701456,0.00888730828002812,-0.006832261743047429,0.014489239619701456,0.009025229678865624,2,0.004672376884982679,0.0737432928330679,-0.32868483832418377,0.6788634157196055,0.054894757735653645
SLEEP_POD_SUEDE,SNACKPACK_CHOCOLATE,sleep_pods,snackpacks,False,0.011075161130374605,0.008421609074959046,0.006465523652566401,0.01833835066359837,0.006465523652566401,0.01833835066359837,0.00519756412123812,3,0.011378520471571951,0.07028489572450977,-0.237189259094317,0.8187115827197992,0.05475075980099866
TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,translators,translators,True,0.0029730678135037685,-0.0018612903155965565,0.012890523402793244,-0.0021100296466853826,-0.0021100296466853826,0.012890523402793244,0.007013435289397744,1,0.0017095830273685306,0.06926250217544937,-0.35717011673386895,0.7094304455945483,0.05473212692858866
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC,oxygen_shakes,oxygen_shakes,True,0.00681566352012401,0.006128457254893064,0.007661660099057319,0.006656873206421649,0.006128457254893064,0.007661660099057319,0.0006359185027095904,3,0.006905006417575354,0.07410748619487269,0.28122939079284665,0.8651486898488076,0.054650888589047895
ROBOT_VACUUMING,TRANSLATOR_ASTRO_BLACK,robotics,translators,False,0.0005476303875034406,0.002487626345498452,-0.00402170005555002,0.0031769648725618895,-0.00402170005555002,0.0031769648725618895,0.0032432373152540906,2,-0.0006756990302546497,0.06866202874769443,0.36418951496392676,0.7210438103635237,0.05461812629744646
SLEEP_POD_COTTON,PANEL_4X4,sleep_pods,panels,False,0.003499830892510859,0.0009374817703916364,-0.0009079263837959535,0.010469937290936893,-0.0009079263837959535,0.010469937290936893,0.004985858014953907,2,0.0023968209842094848,0.0694217535003333,0.33987124607182917,0.7672278193577687,0.05454299222186558
SLEEP_POD_SUEDE,TRANSLATOR_ASTRO_BLACK,sleep_pods,translators,False,0.0032907706380873127,-0.014253730750422921,0.016671685880471496,0.007454356784213362,-0.014253730750422921,0.016671685880471496,0.012963974072939205,2,0.00350837804264355,0.07225553693425496,-0.35337955701618745,0.7225625419604524,0.05453889422495948
MICROCHIP_RECTANGLE,OXYGEN_SHAKE_MORNING_BREATH,microchips,oxygen_shakes,False,-0.005224191307607054,0.010908998848847535,-0.02178764712975895,-0.004793925641909746,-0.02178764712975895,0.010908998848847535,0.013351816629704723,2,-0.004452803284820146,0.06148922131377055,0.3366087454420262,0.09197778056985668,0.05450591773097699
SLEEP_POD_LAMB_WOOL,PEBBLES_M,sleep_pods,pebbles,False,0.0006547346887015231,0.007816978483922966,-0.0024631490935834916,-0.0033896253242349057,-0.0033896253242349057,0.007816978483922966,0.005078575370326575,1,0.0015398486126366902,0.06929966777396922,0.36531938888314236,0.046893086326815686,0.05449859156332387
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_LAMB_WOOL,galaxy_sounds,sleep_pods,False,0.005512490190571991,0.017566339791908244,-0.004383252820855917,0.0033543836006636432,-0.004383252820855917,0.017566339791908244,0.009089892628871995,2,0.004203180706697436,0.07041714759827204,0.32684330597722433,0.8083558306263572,0.054453945127459595
PEBBLES_M,SNACKPACK_STRAWBERRY,pebbles,snackpacks,False,-0.009114685664452797,-0.0004314616943285212,-0.01959268594763447,-0.0073199093513954035,-0.01959268594763447,-0.0004314616943285212,0.007924815254704846,3,-0.009983868850656089,0.0714816423045761,-0.26211189987241007,-0.014574409631834151,0.0543303765893256
ROBOT_MOPPING,SNACKPACK_RASPBERRY,robotics,snackpacks,False,0.02438222736958116,0.019229023206075748,0.02112651772928034,0.032791141173387384,0.019229023206075748,0.032791141173387384,0.005996248543118719,3,0.024343061555897688,0.06726564172314858,-0.07198352920748612,0.7591515961585231,0.05426403866608266
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_MAGENTA,galaxy_sounds,uv_visors,False,0.007728876506267809,0.009601078320289159,0.00740400633460478,0.00618154486390949,0.00618154486390949,0.009601078320289159,0.0014147927377422334,3,0.007848351070813346,0.07362491296132107,-0.267455295921491,0.8076453785868413,0.05407600035943664
SLEEP_POD_COTTON,SNACKPACK_STRAWBERRY,sleep_pods,snackpacks,False,0.007872313489840221,-5.1620332638887996e-05,0.016099597580015883,0.007568963222143665,-5.1620332638887996e-05,0.016099597580015883,0.006597195164320402,2,0.008157346220856367,0.06873041122571703,0.2918529965561944,0.8302040516568839,0.054034989540376444
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_VANILLA,galaxy_sounds,snackpacks,False,0.009136777704197442,4.347870388758055e-05,0.011457885890680667,0.01590896851802408,4.347870388758055e-05,0.01590896851802408,0.0066817711808889345,3,0.01064213930590839,0.06872239913622381,0.2560622447174399,0.8631141047520466,0.05403403667574465
ROBOT_VACUUMING,SNACKPACK_VANILLA,robotics,snackpacks,False,0.007723814345643411,0.017289579627559545,0.0028537414095901343,0.0030281219997805565,0.0028537414095901343,0.017289579627559545,0.006764392124406194,3,0.008668820407538929,0.07495658677513328,-0.2746955117471274,0.7467881380946325,0.05399782317410295
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_CHOCOLATE,oxygen_shakes,snackpacks,False,0.021810499075361495,0.02286664907882988,0.011242570919673048,0.03132227722758156,0.011242570919673048,0.03132227722758156,0.008231453536094942,3,0.022419955417253154,0.07038594769059484,0.10364817900311303,0.8404339726360708,0.053891915852973364
UV_VISOR_RED,UV_VISOR_MAGENTA,uv_visors,uv_visors,True,0.0053489700699866334,0.016669141962719864,0.012159192828656164,-0.012781424581416127,-0.012781424581416127,0.016669141962719864,0.012951661874309692,2,0.0061231549159519545,0.06892062959049265,-0.32647093898108237,0.8252739625690907,0.053865942763338226
PEBBLES_S,ROBOT_DISHES,pebbles,robotics,False,-0.004917412381505191,0.0009703499673892493,-0.00985257238205219,-0.00587001472985263,-0.00985257238205219,0.0009703499673892493,0.004469489193115737,2,-0.0029984552775819523,0.07800096317800796,-0.3196941169234943,-0.021490503705480057,0.0535439866490134
TRANSLATOR_ECLIPSE_CHARCOAL,PANEL_1X4,translators,panels,False,0.0031464135324559273,0.01015073238451369,-0.0034033112588660952,0.0026918194717201857,-0.0034033112588660952,0.01015073238451369,0.005542744001046362,2,0.004579327806065574,0.0683776286341184,0.33151839997099514,0.7581527813739123,0.05351815339719068
UV_VISOR_ORANGE,OXYGEN_SHAKE_EVENING_BREATH,uv_visors,oxygen_shakes,False,-0.0028583781894059787,-0.014924723013959864,0.004754562037854045,0.001595026407887882,-0.014924723013959864,0.004754562037854045,0.00862914342670755,1,-0.0011706687470388498,0.06799203818598988,0.35356969752342965,0.8666980134536019,0.053518093970505505
SLEEP_POD_NYLON,MICROCHIP_TRIANGLE,sleep_pods,microchips,False,-0.0007044799021867828,0.009396530560876797,-0.005691807548725986,-0.005818162718711159,-0.005818162718711159,0.009396530560876797,0.0071426792680074624,2,0.00019533292611361897,0.0683341293909122,-0.36287892899893476,-0.030018010418245474,0.053414486371126335
ROBOT_IRONING,PANEL_1X2,robotics,panels,False,-0.001828045630928567,-0.004799777266937656,-0.007750596365673863,0.007066236739825818,-0.007750596365673863,0.007066236739825818,0.006403542119087986,2,-0.0008701002087906756,0.07038239677198246,-0.35121376480193245,0.5788116096923147,0.05340927692443822
SLEEP_POD_COTTON,SNACKPACK_PISTACHIO,sleep_pods,snackpacks,False,0.017053237116814546,0.007502248699251057,0.024032620394332502,0.019624842256860082,0.007502248699251057,0.024032620394332502,0.0069891898358164,3,0.017384405539765696,0.065265948148598,-0.15700276920439307,0.801999845199445,0.053350431526008775
SLEEP_POD_LAMB_WOOL,PANEL_1X4,sleep_pods,panels,False,0.005793346824104615,0.007729198738522543,0.0018045435577235067,0.007846298176067794,0.0018045435577235067,0.007846298176067794,0.002820914945307379,3,0.0053148071850000105,0.07311284894774096,-0.28999504187058806,0.6503698344326504,0.053297717393760984
TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK_RASPBERRY,translators,snackpacks,False,0.0007222174447913503,0.0067543770274109596,-0.01440226794464249,0.009814543251605582,-0.01440226794464249,0.009814543251605582,0.01076734873127468,2,-0.0002646922951422247,0.06879502411870277,-0.3651096817905967,0.8086866316980664,0.052856082240547955
SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,snackpacks,snackpacks,True,0.030814580154882854,0.011146278780281424,0.0327371353129869,0.04856032637138024,0.011146278780281424,0.04856032637138024,0.015334599289172099,3,0.030345420431448777,0.06964228808969437,0.00035146141420159226,0.9138026870218247,0.05284379452561345
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_PISTACHIO,oxygen_shakes,snackpacks,False,0.008832325571824009,-0.012443762842263853,0.019281899836254973,0.019658839721480907,-0.012443762842263853,0.019658839721480907,0.015045253394838105,2,0.00999576783407717,0.07215811532631534,0.2856195218936736,0.9261758255822908,0.05268270372447331
TRANSLATOR_VOID_BLUE,OXYGEN_SHAKE_GARLIC,translators,oxygen_shakes,False,-0.004981707302989341,0.003473448530512381,-0.019389145265932856,0.0009705748264524508,-0.019389145265932856,0.003473448530512381,0.010238710715927343,1,-0.006102518020654529,0.06634691623551721,0.3268455498972587,0.8140656583415805,0.05262031559834761
PANEL_1X2,SNACKPACK_STRAWBERRY,panels,snackpacks,False,0.013830170386549809,0.021455039293062993,0.0018144281716182778,0.018221043694968152,0.0018144281716182778,0.021455039293062993,0.008598380762829318,3,0.013989010832200574,0.06776959451286772,-0.19493791578154165,0.8028207955649922,0.05261986841664472
SLEEP_POD_LAMB_WOOL,MICROCHIP_TRIANGLE,sleep_pods,microchips,False,0.0005192892518846222,0.00038740334321359186,0.003756146821724289,-0.0025856824092840144,-0.0025856824092840144,0.003756146821724289,0.0025907199666627204,2,0.0011821445081522158,0.06576768770172783,-0.3484185858407154,-0.02465988145706746,0.05260100356350035
SLEEP_POD_POLYESTER,OXYGEN_SHAKE_GARLIC,sleep_pods,oxygen_shakes,False,0.017305193676973897,0.02197991184225734,0.016650998766050217,0.01328467042261413,0.01328467042261413,0.02197991184225734,0.003579830915241534,3,0.017932051783353907,0.07139883122244714,0.14178611433215146,0.7792783888882339,0.052561126069244485
PEBBLES_L,PANEL_2X2,pebbles,panels,False,0.0024935192574756008,0.008172582551218912,-0.02253938277863726,0.02184735799984515,-0.02253938277863726,0.02184735799984515,0.018560432989827316,2,0.001867743459246596,0.06649270555700497,-0.3589442417567212,-0.048380475971816495,0.052529592378053644
SLEEP_POD_SUEDE,PANEL_4X4,sleep_pods,panels,False,0.008416369068381571,0.011962398429518373,-0.0019620111941183204,0.015248719969744659,-0.0019620111941183204,0.015248719969744659,0.007460252898806415,2,0.007008008910171129,0.06998618875299042,0.2813432007343241,0.7620646973519638,0.05251452238586092
TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,translators,translators,True,-0.003274108933802259,-0.006532934203287441,0.0011224143905088557,-0.0044118069886281905,-0.006532934203287441,0.0011224143905088557,0.0032271616188327443,2,-0.003480592415311937,0.070763548648595,0.3221149682050058,0.7695338930857405,0.052507987522144604
PEBBLES_XL,PANEL_2X2,pebbles,panels,False,-0.0076831343702942504,0.004353085063389393,-0.0044133034345183704,-0.022989184739753775,-0.022989184739753775,0.004353085063389393,0.0113993793766265,2,-0.006716178308936331,0.06506899945924773,0.2944649440745111,0.04157753103006033,0.05249216998484935
MICROCHIP_OVAL,UV_VISOR_YELLOW,microchips,uv_visors,False,-0.012692487344698808,0.0002976371360281031,-0.027419522220817737,-0.010955576949306793,-0.027419522220817737,0.0002976371360281031,0.01138194107623746,2,-0.013006208484438614,0.07702458222911888,0.24055057840200958,0.08856232034878746,0.05245733041310987
PEBBLES_XS,SNACKPACK_STRAWBERRY,pebbles,snackpacks,False,5.827179584046218e-05,0.005485013353585512,0.007559480740191325,-0.01286967870625545,-0.01286967870625545,0.007559480740191325,0.009180587558284936,2,0.0009438514358900332,0.07716924396000764,-0.3625558043854988,-0.048219569503641035,0.052377424752128234
TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK_CHOCOLATE,translators,snackpacks,False,0.013267491042431712,0.012833073721825298,0.0189658181565183,0.008003581248951537,0.008003581248951537,0.0189658181565183,0.004485844276591038,3,0.012736504335940571,0.07326828312975708,0.19395500152054357,0.8299665055785556,0.052279670994739236
GALAXY_SOUNDS_DARK_MATTER,PANEL_2X4,galaxy_sounds,panels,False,0.017871918190580077,0.013604278672587133,0.008993263446819288,0.031018212452333806,0.008993263446819288,0.031018212452333806,0.009484519139648217,3,0.017508513198856518,0.07219502644022495,0.14499823633634482,0.7978660446737792,0.05220967409001395
SLEEP_POD_LAMB_WOOL,PEBBLES_S,sleep_pods,pebbles,False,0.0036492021659848346,0.010667819169888342,-0.0022981084682137908,0.002577895796279953,-0.0022981084682137908,0.010667819169888342,0.005347248069954793,2,0.004204406476271795,0.07061376431822257,-0.3190561132781062,-0.031335127280847884,0.05219194538914686
GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_VOID_BLUE,galaxy_sounds,translators,False,0.010268414009296142,0.013072857825458153,0.016032306369359,0.0017000778330712723,0.0017000778330712723,0.016032306369359,0.006178018697640967,3,0.011311736927389057,0.0742793988284061,0.22945925199655792,0.8215339549850899,0.05216910811126096
SLEEP_POD_POLYESTER,ROBOT_LAUNDRY,sleep_pods,robotics,False,0.0006123751713704717,-0.0032143295543942208,-0.011812331560662654,0.01686378662916829,-0.011812331560662654,0.01686378662916829,0.012015620122793792,1,0.0008729957083759016,0.06583974645171549,-0.3622135333224266,0.6810180797515427,0.05202247938823007
SLEEP_POD_COTTON,PANEL_1X2,sleep_pods,panels,False,0.015218510941131603,0.00747880453603482,0.02108949030395554,0.017087237983404453,0.00747880453603482,0.02108949030395554,0.005711497021339868,3,0.014376733582697634,0.06592532158954797,-0.17070547133721167,0.6939482654210952,0.05198099730971963
SLEEP_POD_SUEDE,SNACKPACK_RASPBERRY,sleep_pods,snackpacks,False,0.01939313254715453,0.013054868171946312,0.0169325545219427,0.02819197494757458,0.013054868171946312,0.02819197494757458,0.006419960204851185,3,0.018494190759858847,0.07503532256266217,0.12005338331756749,0.8359328126798506,0.051904547439263114
MICROCHIP_CIRCLE,PEBBLES_M,microchips,pebbles,False,-0.008567185703781049,-0.011710542985680127,-0.011901121328669134,-0.0020898927969938857,-0.011901121328669134,-0.0020898927969938857,0.004580798516739237,3,-0.008008375699538215,0.06654002901015688,-0.24929838216247932,-0.037830710023811075,0.05186065139983439
PEBBLES_XS,PEBBLES_M,pebbles,pebbles,True,0.014621064679769744,0.004305062424005028,0.013570721677314677,0.025987409937989522,0.004305062424005028,0.025987409937989522,0.008882884807178434,3,0.015342775181560464,0.07357670071300641,-0.17801689233880377,0.5027014465559277,0.05170754150956215
SLEEP_POD_LAMB_WOOL,SNACKPACK_VANILLA,sleep_pods,snackpacks,False,0.007353359131588303,-0.0005319528506750309,0.0067304630144107485,0.015861567231029192,-0.0005319528506750309,0.015861567231029192,0.006707104434697389,2,0.0056807842008104814,0.06820881830650938,0.285531198436374,0.833962695888545,0.05166428446532842
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_MAGENTA,galaxy_sounds,uv_visors,False,0.0020039350175067483,0.005399561137955569,-0.008079953411631603,0.008692197326196279,-0.008079953411631603,0.008692197326196279,0.0072559845486564085,2,0.0017885483775540178,0.07486021194420078,0.3370082693946292,0.8626582170564951,0.05164160315560492
ROBOT_VACUUMING,PANEL_2X4,robotics,panels,False,0.0017434235454878485,-0.01159816452792104,0.01742786327057255,-0.0005994281061879634,-0.01159816452792104,0.01742786327057255,0.011965068263798881,1,0.0023509790276070664,0.06853675493413025,-0.34936086448237313,0.65966627230989,0.0515932419756452
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_RASPBERRY,galaxy_sounds,snackpacks,False,0.01340631403181211,0.015078050571751064,0.00845622804230859,0.01668466348137667,0.00845622804230859,0.01668466348137667,0.003561162238928295,3,0.014381193672761366,0.07053187500649105,0.18196713938886835,0.8638644907167393,0.051520593776101804
PEBBLES_L,SNACKPACK_PISTACHIO,pebbles,snackpacks,False,0.010550641179020728,0.0168220869025239,0.007580766072457332,0.007249070562080952,0.007249070562080952,0.0168220869025239,0.004436648816019859,3,0.009800516997072795,0.07019261966859301,0.22250729108570977,0.021448261660965844,0.051490020683843965
SLEEP_POD_SUEDE,SNACKPACK_VANILLA,sleep_pods,snackpacks,False,0.01004254682283874,0.008987295764240845,0.015578662703877958,0.005561682000397417,0.005561682000397417,0.015578662703877958,0.004156933300802356,3,0.009792305180868044,0.07018989419251859,0.22613054117115503,0.8435263050455335,0.05134354966628919
MICROCHIP_OVAL,UV_VISOR_RED,microchips,uv_visors,False,-0.001357874249443584,0.002289213537155526,-0.007767619541602487,0.0014047832561162087,-0.007767619541602487,0.002289213537155526,0.00454673364539642,1,-0.0012635947269841639,0.07446282064273799,-0.3391448034892592,-0.02624661278961773,0.05127976342393186
SLEEP_POD_NYLON,MICROCHIP_SQUARE,sleep_pods,microchips,False,-0.01179494140652395,-0.0088769709785643,-0.009708777450910784,-0.016799075790096762,-0.016799075790096762,-0.0088769709785643,0.0035547148219888768,3,-0.011557448340586753,0.06696138224906842,-0.2026649521629338,-0.009083511186257396,0.051226778902199385
UV_VISOR_YELLOW,OXYGEN_SHAKE_CHOCOLATE,uv_visors,oxygen_shakes,False,0.007733007926230228,0.011994296998131695,0.003636948354288335,0.007567778426270654,0.003636948354288335,0.011994296998131695,0.003413873135646205,3,0.007635788488263226,0.07341558277844056,-0.2516948073676027,0.6834909588597767,0.05115310786170838
ROBOT_LAUNDRY,OXYGEN_SHAKE_MORNING_BREATH,robotics,oxygen_shakes,False,0.012768165059208728,0.006269587797829725,0.01696375424990031,0.015071153129896146,0.006269587797829725,0.01696375424990031,0.004659693449605486,3,0.012973068995610322,0.07092135747457978,0.1898883067505497,0.7272764868298426,0.05098812264439043
UV_VISOR_MAGENTA,TRANSLATOR_VOID_BLUE,uv_visors,translators,False,0.005490662790857362,0.005179265587791832,0.01743849579736297,-0.006145773012582718,-0.006145773012582718,0.01743849579736297,0.009630754902515934,2,0.006347391669333853,0.07294352100418121,0.2986476324293842,0.8486761768279716,0.05097010238742745
PEBBLES_XL,UV_VISOR_AMBER,pebbles,uv_visors,False,-0.005529717179888043,0.007020972200370396,-0.008989938985828573,-0.014620184754205953,-0.014620184754205953,0.007020972200370396,0.009167506741853055,2,-0.005593710103169152,0.0652635226404202,-0.2980091142796681,-0.096399516624171,0.05078274653192272
UV_VISOR_YELLOW,TRANSLATOR_ASTRO_BLACK,uv_visors,translators,False,0.014018484932410806,0.011018309547379436,0.020219074982286537,0.010818070267566446,0.010818070267566446,0.020219074982286537,0.004385241283157135,3,0.01311525687455854,0.06982950617142225,0.17497053670667365,0.7508282172188503,0.050750873678653136
ROBOT_DISHES,PANEL_2X2,robotics,panels,False,0.001323429459045254,0.00023414034319848152,-0.005464427406536314,0.009200575440473594,-0.005464427406536314,0.009200575440473594,0.006036306277248742,2,0.002322753955798507,0.07651964694947576,0.33127223603946176,0.7620991400894215,0.0505229406083066
SLEEP_POD_COTTON,PANEL_2X2,sleep_pods,panels,False,0.004931089615335927,0.0014942201958141818,0.000205770481878023,0.013093278168315577,0.000205770481878023,0.013093278168315577,0.0057954589779199575,3,0.006084205505944001,0.06811576523778856,-0.2828693097223395,0.7084598548301534,0.05049334233755826
ROBOT_VACUUMING,SNACKPACK_PISTACHIO,robotics,snackpacks,False,0.013708131592406617,0.007241093214274993,0.013226960121893587,0.02065634144105127,0.007241093214274993,0.02065634144105127,0.00548731055767351,3,0.013028467538405827,0.07473163406092598,0.17823729115769316,0.7635414580221855,0.05047295091844727
