name,q,expected_pnl,mc_mean_path,std_path,std_100,p01_path,p05_path,prob_gt_0_norm,prob_gt_250k_norm,prob_gt_500k_norm,prob_gt_1m_norm,objective_lambda_0,objective_lambda_0.25,objective_lambda_0.5,objective_lambda_1,objective_lambda_2
ac_hedge_+94,"(94, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",156403.4119964356,170446.70722885316,7180704.946020263,718070.4946020263,-12221255.27161881,-10598223.44132926,0.5862116827321058,0.4481469105488833,0.3161472583246612,0.1200353162355049,156403.4119964356,-23114.21165407097,-202631.83530457754,-561667.0826055907,-1279737.577207617
ac_hedge_-95,"(-95, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",156328.4119964356,145615.8011107885,14150860.613428345,1415086.0613428345,-58017531.99192969,-27437050.057115775,0.5439827597592638,0.47361129824947085,0.40405589002373965,0.27552145519622695,156328.4119964356,-197443.10333927302,-551214.6186749816,-1258757.649346399,-2673843.7106892336
ac_hedge_+95,"(95, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",156328.4119964356,170502.6908591075,7260524.309456449,726052.4309456449,-12336208.405216578,-10701821.096499637,0.585238290832254,0.448672926039044,0.317984366160418,0.12261810639836968,156328.4119964356,-25184.695739975607,-206697.80347638682,-569724.0189492092,-1295776.449894854
ac_hedge_+96,"(96, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",156253.4119964356,170558.67448936185,7340866.2631695,734086.62631695,-12451547.942315726,-10803692.99154548,0.5842796515110161,0.44919118667655916,0.3197977839077286,0.12519907169761324,156253.4119964356,-27268.244582801883,-210789.90116203937,-577833.2143205144,-1311919.8406374643
ac_hedge_-96,"(-96, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",156253.4119964356,145409.81748053414,14246856.671133278,1424685.667113328,-58373196.57766587,-27622682.661073472,0.5436667175827684,0.47376789353582416,0.4046694823261075,0.2768471176745495,156253.4119964356,-199918.00478189636,-556089.4215602283,-1268432.2551168923,-2693117.9222302204
ac_hedge_+97,"(97, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",156178.41199643564,170614.65811961622,7421713.83565792,742171.383565792,-12568516.666360587,-10907045.140143035,0.5833356884879689,0.4497017185342893,0.3215874265208458,0.12777682458255185,156178.41199643564,-29364.433895012364,-214907.27978646036,-585992.9715693564,-1328164.3551351484
ac_hedge_-97,"(-97, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",156178.41199643564,145203.83385027986,14342921.893187445,1434292.1893187445,-58754323.95073375,-27808367.158910245,0.5433546706012602,0.47392252219661635,0.4052755390739522,0.2781590409101601,156178.41199643564,-202394.63533325048,-560967.6826629366,-1278113.7773223089,-2712405.966641053
ac_hedge_+98,"(98, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",156103.41199643564,170670.6417498705,7503050.6823675465,750305.0682367546,-12686038.002494344,-11008247.195315462,0.5824063073877359,0.4502045584697156,0.3233532514335983,0.13035004655657023,156103.41199643564,-31472.85506275302,-219049.12212194168,-594201.656240319,-1344506.7244770736
ac_hedge_-98,"(-98, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",156103.41199643564,144997.85022002558,14439054.899108201,1443905.48991082,-59121794.83282847,-27996181.36489301,0.5430465483276958,0.4740752186953552,0.4058741877049608,0.27945739457972296,156103.41199643564,-204872.96048126937,-565849.3329589744,-1287802.0779143844,-2731707.567825204
ac_hedge_+99,"(99, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",156028.41199643564,170726.62538012475,7584861.063004384,758486.1063004384,-12802723.9481076,-11109605.628458131,0.5814913976757929,0.45069975300963555,0.32509525495183667,0.13291748730836456,156028.41199643564,-33593.114578673965,-223214.64115378357,-602457.6943040028,-1360943.8006044412
ac_hedge_-99,"(-99, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",156028.41199643564,144791.86658977123,14535254.343972431,1453525.4343972432,-59493513.49127447,-28183267.292936906,0.5427422817876371,0.47422601676210674,0.40646555309960863,0.2807423469046462,156028.41199643564,-207352.94660287516,-570734.305202186,-1297497.0224008076,-2751022.4567980506
ac_hedge_+100,"(100, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155953.41199643564,170782.60901037903,7667129.819372292,766712.9819372292,-12919800.493193112,-11212890.064646078,0.5805908344479569,0.4511873573186764,0.3268134688676151,0.13547796361604864,155953.41199643564,-35724.833487871656,-227403.07897217895,-610759.5699407936,-1377472.5518780227
ac_hedge_-100,"(-100, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155953.41199643564,144585.88295951692,14631518.91731006,1463151.8917310059,-59859634.56891623,-28373371.554719567,0.542441803483893,0.4743749494104106,0.4070497576337241,0.2820140646041528,155953.41199643564,-209834.56093631583,-575622.5338690673,-1307198.4797345703,-2770350.371465576
ac_hedge_+101,"(101, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155878.41199643564,170838.59264063346,7749842.353768205,774984.2353768206,-13036375.056450715,-11315811.988277845,0.5797044800817415,0.45166743424691536,0.3285079572874017,0.13803035805432667,155878.41199643564,-37867.6468477695,-231613.70569197464,-619105.823380385,-1394090.0587572055
ac_hedge_-101,"(-101, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155878.41199643564,144379.89932926264,14727847.342037424,1472784.7342037424,-60229773.894094214,-28563353.051320896,0.5421450473619147,0.4745220489538471,0.4076269212303157,0.28327271285320665,155878.41199643564,-212317.77155449995,-580513.9551054356,-1316906.3222073067,-2789691.056411049
ac_hedge_+102,"(102, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155803.41199643564,170894.57627088774,7832984.607959802,783298.4607959802,-13151351.61834453,-11419062.49220957,0.5788321857576706,0.4521400534519602,0.3301788136660284,0.14057361753301073,155803.41199643564,-40021.20320255941,-235845.81840155445,-627495.0487995446,-1410793.5095955248
ac_hedge_-102,"(-102, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155803.41199643564,144173.9156990084,14824238.373428814,1482423.8373428814,-60595483.9817069,-28752015.516847726,0.5418519487759378,0.4746673470222589,0.40819716141063317,0.28451845524498465,155803.41199643564,-214802.5473392847,-585408.5066750051,-1326620.4253464458,-2809044.262689327
ac_hedge_-103,"(-103, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155728.41199643564,143967.93206875393,14920690.798124725,1492069.0798124725,-60966200.848050945,-28944594.50707248,0.5415624444558672,0.47481087457762644,0.4087605933444439,0.28575145375760763,155728.41199643564,-217288.85795668248,-590306.1279098006,-1336340.6678160368,-2828409.747628509
ac_hedge_+103,"(103, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155728.41199643564,170950.55990114209,7916543.0427639745,791654.3042763975,-13266007.0310687,-11522020.784988565,0.5779737928584684,0.4526052905909374,0.3318261580376959,0.1431067516931907,155728.41199643564,-42185.16407266373,-240098.7401417631,-635925.8922799618,-1427580.1965563593
ac_hedge_+104,"(104, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155653.41199643567,171006.5435313964,8000504.618238666,800050.4618238666,-13381369.661561811,-11624484.779644556,0.5771291342538376,0.45306322657796794,0.33345013443508587,0.14562883118536735,155653.41199643567,-44359.20345953098,-244371.81891549763,-644397.0498274309,-1444447.5116512976
ac_hedge_-104,"(-104, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155653.41199643567,143761.94843849968,15017203.43317531,1501720.343317531,-61329934.79707252,-29133540.77315482,0.5412764724748983,0.4749526619296015,0.409317329899505,0.28697186872485214,155653.41199643567,-219776.6738329471,-595206.7596623299,-1346066.9313210954,-2847787.2746386263
ac_hedge_+105,"(105, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155578.41199643567,171062.5271616507,8084856.774495491,808485.6774495491,-13498428.933964036,-11726250.953361297,0.5762980354782697,0.45351394690285796,0.3350509084875092,0.14813898585187907,155578.41199643567,-46543.007365951606,-248664.42672833888,-652907.2654531135,-1461392.9429026626
ac_hedge_-105,"(-105, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155578.41199643567,143555.96480824542,15113775.125117637,1511377.5125117637,-61704487.364294745,-29327387.185881034,0.540993972217866,0.47509273875070024,0.40986748169021653,0.2881798588105876,155578.41199643567,-222265.96613150527,-600110.3442594463,-1355799.100515328,-2867176.6130270916
ac_hedge_+106,"(106, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155503.41199643567,171118.51079190496,8169587.413136414,816958.7413136414,-13613858.617305351,-11829211.08834088,0.575480315809051,0.45395754100690283,0.3366286651889937,0.15063640283400714,155503.41199643567,-48736.27333197469,-252975.95866038505,-661455.3293172058,-1478414.0706308472
ac_hedge_-106,"(-106, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155503.41199643567,143349.9811779911,15210404.74908544,1521040.474908544,-62071232.23422599,-29509613.80375179,0.5407148843503141,0.4752311340911599,0.4104111571254462,0.28937558098669325,155503.41199643567,-224756.70673070033,-605016.8254578363,-1365537.0629121084,-2886577.537820652
ac_hedge_-107,"(-107, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155428.41199643567,143143.99754773683,15307091.20795003,1530709.120795003,-62425614.553337656,-29699042.843066793,0.540439150788275,0.4753678763934618,0.4109484624555152,0.2905591905142254,155428.41199643567,-227248.86820231506,-609926.1484010657,-1375280.7087985673,-2905989.82959357
ac_hedge_+107,"(107, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155428.41199643567,171174.49442215927,8254684.879313817,825468.4879313817,-13729619.956844514,-11932071.286738712,0.5746757892513121,0.4543941017118821,0.3381836068272767,0.153120324622258,155428.41199643567,-50938.709986409754,-257305.83196925517,-670040.0759349461,-1495508.5638663277
ac_hedge_-108,"(-108, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155353.41199643567,142938.01391748246,15403833.431491176,1540383.3431491177,-62787021.85524003,-29887174.51395861,0.54016671466875,0.4755029935065258,0.4114795018183396,0.29173084092761814,155353.41199643567,-229742.42379084375,-614838.2595781232,-1385029.931152682,-2925413.2743017995
ac_hedge_+108,"(108, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155353.41199643567,171230.47805241364,8340137.944410235,834013.7944410235,-13846568.250933345,-12034574.01889761,0.5738842654366512,0.45482372469850885,0.339715951064805,0.15559004706650703,155353.41199643567,-53150.03661382021,-261653.48522407608,-678660.3824445878,-1512674.1768856114
ac_hedge_+109,"(109, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155278.41199643567,171286.46168266793,8425935.789331323,842593.5789331322,-13962556.448209018,-12137216.18166887,0.5731055504415251,0.4552465080307909,0.34122592916303823,0.15804491736096377,155278.41199643567,-55369.98273684739,-266018.37747013045,-687315.1669366965,-1529908.7458698289
ac_hedge_-109,"(-109, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155278.41199643567,142732.0302872282,15500630.375596773,1550063.0375596774,-63149452.95029562,-30080095.888085213,0.5398975203208807,0.4756365126995799,0.4120043772847243,0.29289068402171314,155278.41199643567,-232237.34739348368,-619753.1067834031,-1394784.6255632418,-2944847.663122919
ac_hedge_+110,"(110, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155203.4119964357,171342.44531292218,8512067.988403374,851206.7988403374,-14079450.015232883,-12240699.846502585,0.572339447531274,0.4556625517229516,0.3427137843415904,0.16048433201728368,155203.4119964357,-57598.287713648664,-270399.987423733,-696003.3868439017,-1547210.1856842393
ac_hedge_-110,"(-110, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155203.4119964357,142526.04665697383,15597481.021490147,1559748.1021490148,-63512844.38487895,-30264654.867948152,0.5396315132377995,0.47576846067570955,0.41252318890280687,0.2940388698414257,155203.4119964357,-234733.613540818,-624670.6390780717,-1404544.6901525792,-2964292.792301594
ac_hedge_+111,"(111, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155128.4119964357,171398.4289431765,8598524.49386477,859852.4493864769,-14193754.45403484,-12344736.486277873,0.571585757835309,0.4560719573457498,0.34417977026401725,0.1629077348376164,155128.4119964357,-59834.70035018353,-274797.8126968028,-704724.0373900412,-1564576.4867765182
ac_hedge_-111,"(-111, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155128.4119964357,142320.06302671958,15694384.374983974,1569438.4374983974,-63885560.02440863,-30460035.209175907,0.539368640049148,0.4758988635850917,0.41303603474165174,0.2951755466738666,155128.4119964357,-237231.19737816366,-629590.806752763,-1414310.0255019618,-2983748.463000359
ac_hedge_+112,"(112, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155053.4119964357,171454.4125734309,8685295.620939294,868529.5620939294,-14309598.803087514,-12448986.061315814,0.5708442809586708,0.4564748276692267,0.3456241496423624,0.1653146148979529,155053.4119964357,-62078.97852704665,-279211.36905052897,-713476.1500974937,-1582005.7121914232
ac_hedge_-112,"(-112, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",155053.4119964357,142114.07939646527,15791339.465759734,1579133.9465759734,-64254475.48588636,-30649441.626859978,0.5391088484942524,0.47602774703791917,0.41354301093399753,0.2963008610427482,155053.4119964357,-239730.07464755766,-634513.561291551,-1424080.5345795378,-3003214.481155511
ac_hedge_+113,"(113, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154978.4119964357,171510.39620368517,8772372.033477949,877237.203347795,-14424581.761087133,-12552440.391708389,0.5701148155348433,0.4568712663390901,0.34704719295289055,0.1677045045508025,154978.4119964357,-64330.88884051304,-283640.18967746175,-722258.7913513592,-1599495.9946991543
ac_hedge_-113,"(-113, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154978.4119964357,141908.09576621087,15888345.346671712,1588834.534667171,-64620399.009710945,-30836153.7555751,0.5388520873959439,0.47615513611701965,0.41404421171815875,0.29741495770491355,154978.4119964357,-242230.22167035707,-639438.8553371498,-1433856.1226707355,-3022690.6573379063
ac_hedge_-114,"(-114, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154903.4119964357,141702.1121359566,15985401.093074651,1598540.1093074651,-64996863.461452015,-31024378.095593415,0.5385983066350107,0.47628105539017485,0.4145397294790889,0.29851797964883864,154903.4119964357,-244731.6153304306,-644366.6426572968,-1443636.6973110295,-3042176.8066184944
ac_hedge_+114,"(114, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154903.4119964357,171566.3798339395,8859744.73015497,885974.4730154971,-14540825.625599237,-12655868.369217351,0.569397159724401,0.45726137758412444,0.3484491772557735,0.17007697745500833,154903.4119964357,-66590.20625743858,-288083.8245113129,-731071.0610190614,-1617045.5340345586
ac_hedge_+115,"(115, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154828.4119964357,171622.36346419383,8947405.031202924,894740.5031202923,-14656875.586955113,-12758915.629830409,0.5686911116637661,0.4576452659521863,0.3498303851118302,0.17243164663938076,154828.4119964357,-68856.71378363739,-292541.8395637105,-739912.0911238566,-1634652.594244149
ac_hedge_-115,"(-115, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154828.4119964357,141496.12850570228,16082505.802174108,1608250.5802174108,-65357465.55935006,-31212885.94204857,0.5383474571252713,0.4764055289221463,0.4150296547886095,0.29961006809496493,154828.4119964357,-247234.233057917,-649296.8781122697,-1453422.1682209752,-3061672.748438386
ac_hedge_+116,"(116, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154753.4119964357,171678.34709444814,9035344.565671304,903534.4565671304,-14773080.04772908,-12862399.065360889,0.5679964698680727,0.4580230360725072,0.3511911035897679,0.1747681626058067,154753.4119964357,-71130.2021453469,-297013.81628712954,-748781.0445706947,-1652315.5011378252
ac_hedge_-116,"(-116, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154753.4119964357,141290.14487544805,16179658.592398645,1617965.8592398646,-65714405.723668896,-31406819.58430266,0.5380994907892551,0.476528580286412,0.415514076444812,0.30069136249772654,154753.4119964357,-249738.05281353046,-654229.5176234966,-1463212.447243429,-3081178.3064832934
ac_hedge_+117,"(117, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154678.41199643572,171734.33072470245,9123555.259192571,912355.5259192571,-14888315.551391752,-12966395.593420245,0.5673130335918535,0.45839479244218456,0.35253162335771043,0.17708621147655262,154678.41199643572,-73410.46948337855,-301499.3509631928,-757677.1139228214,-1670032.6398420786
ac_hedge_-117,"(-117, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154678.41199643572,141084.16124519374,16276858.60279307,1627685.860279307,-66073730.30672465,-31599398.886356674,0.5378543605344799,0.47665023257662,0.4159930815106413,0.3017620005491496,154678.41199643572,-252243.05307339103,-659164.5181432178,-1473007.4482828714,-3100693.308562178
ac_hedge_-118,"(-118, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154603.41199643572,140878.17761493943,16374104.992431866,1637410.4992431866,-66431808.12151708,-31785004.16571311,0.5376120202303103,0.47677050841776536,0.41646675535166894,0.30282211818390153,154603.41199643572,-254749.21281436092,-664101.8376251576,-1482807.087246751,-3120217.5864899373
ac_hedge_+118,"(118, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154603.41199643572,171790.31435495673,9212029.32223942,921202.9322239419,-15005882.089201879,-13069688.613812638,0.5666406031510105,0.4587606392348869,0.3538522378531376,0.1793855131896398,154603.41199643572,-75697.32105954975,-305998.0541155352,-766599.5202275062,-1687802.452451448
ac_hedge_-119,"(-119, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154528.41199643572,140672.1939846851,16471396.939852107,1647139.6939852107,-66802526.4363845,-31970897.901958566,0.537372424685389,0.4768894299770947,0.41693518167306565,0.3038718495856822,154528.41199643572,-257256.51149986696,-669041.4349961696,-1492611.281988775,-3139750.9759739856
ac_hedge_+119,"(119, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154528.41199643572,171846.29798521113,9300759.238856854,930075.9238856854,-15123400.309840454,-13173254.549317185,0.5659789802092858,0.459120680129943,0.3551532425256894,0.1816658197454027,154528.41199643572,-77990.56897498562,-310509.549946407,-775547.5118892497,-1705623.435774935
ac_hedge_+120,"(120, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154453.41199643572,171902.2816154654,9389737.755852789,938973.7755852789,-15241336.877402205,-13276318.981535785,0.565327968032211,0.4594750181601141,0.35643493414761296,0.18392691350666862,154453.41199643572,-80290.031899884,-315033.4757962037,-784520.3635888431,-1723494.139174122
ac_hedge_-120,"(-120, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154453.41199643572,140466.21035443075,16568733.642505106,1656873.3642505105,-67178253.98222184,-32161668.58154569,0.5371355296256255,0.4770070189747454,0.4173984425557832,0.30491132719485026,154453.41199643572,-259764.9290661919,-673983.2701288195,-1502419.9522540746,-3159293.316504585
partial_AC_50_CO_-40,"(0, 0, 0, 0, 0, 0, -50, 50, 50, -40, -50, 500)",154383.16771423732,155986.7773992468,5217744.214540467,521774.4214540467,-20838349.287260137,-8436633.928727288,0.6163395412633867,0.4272996768352343,0.25386147000606024,0.05254572047915547,154383.16771423732,23939.562350725653,-106504.04301278602,-367391.2537398094,-889165.675193856
ac_hedge_+121,"(121, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154378.41199643572,171958.26524571967,9478957.872430785,947895.7872430785,-15359357.55679158,-13379227.497332057,0.5646873717112995,0.45982375557647703,0.35769761018693624,0.18616860555437864,154378.41199643572,-82595.53481433389,-319569.4816251035,-793517.3752466427,-1741413.162489721
ac_hedge_-121,"(-121, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154378.41199643572,140260.2267241765,16666114.31622607,1666611.4316226072,-67538097.75656481,-32349960.576380335,0.5369012916727296,0.47712329669412407,0.4178566184919567,0.3059406817171876,154378.41199643572,-262274.44590921607,-678927.3038148679,-1512233.0196261713,-3178844.4512487785
ac_hedge_+122,"(122, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154303.41199643572,172014.24887597395,9568412.83024889,956841.2830248891,-15476737.10056401,-13483243.916594721,0.5640569983610404,0.4601669937289591,0.35894156823876033,0.18839073409993773,154303.41199643572,-84906.90875978654,-324117.2295160088,-802537.8710284533,-1759379.1540533425
ac_hedge_-122,"(-122, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154303.41199643572,140054.24309392215,16763538.194721146,1676353.8194721146,-67894369.80262773,-32547173.10333203,0.5366696683232804,0.47723828399203083,0.4183097884195381,0.30696004213370925,154303.41199643572,-264785.0428715929,-683873.4977396216,-1522050.4074756787,-3198404.2269477933
grid_ko_400_ac_+0,"(0, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 400)",154283.4243643888,155979.72816327945,5755900.197602913,575590.0197602913,-23644250.7211731,-9540377.12000748,0.6056672568173849,0.43396319788040333,0.2740432594624935,0.07087520980726662,154283.4243643888,10385.919424315973,-133511.58551575686,-421306.5953959025,-996896.6151561938
ac_hedge_-123,"(-123, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154228.41199643572,139848.25946366787,16861004.52907115,1686100.4529071148,-68258732.39722653,-32728081.221127834,0.5364406179283159,0.4773520013085343,0.4187580297561724,0.3079695357114325,154228.41199643572,-267296.70123034297,-688821.8144571217,-1531872.040910679,-3217972.4938177937
ac_hedge_+123,"(123, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154228.41199643572,172070.23250622835,9658096.103888676,965809.6103888676,-15593022.97357914,-13585742.938605847,0.563436657291054,0.4605048329611796,0.36016710551034525,0.1905931629551031,154228.41199643572,-87223.99060078117,-328676.39319799806,-811581.1983924318,-1777390.8087812993
ac_hedge_+124,"(124, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154153.41199643575,172126.2161364826,9748001.391718792,974800.1391718792,-15710219.814520266,-13689510.478595102,0.562826160155596,0.4608373725183529,0.3613745183559418,0.192775780059799,154153.41199643575,-89546.62279653404,-333246.6575895038,-820646.7271754434,-1795446.8663473225
ac_hedge_-124,"(-124, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154153.41199643575,139642.27583341356,16958512.58725141,1695851.258725141,-68618869.64003755,-32920909.784468785,0.5362140996734308,0.4774644686766033,0.4192014184323288,0.3089692880150232,154153.41199643575,-269809.40268484945,-693772.2173661347,-1541697.846728705,-3237549.105453846
ac_hedge_+125,"(125, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154078.41199643575,172182.19976673694,9838122.607137877,983812.2607137877,-15827543.544277472,-13792673.438558359,0.562225321082423,0.4611647104671044,0.36256410185758703,0.1949384960678875,154078.41199643575,-91874.65318201118,-337827.71836045815,-829733.848717352,-1813546.1094311397
ac_hedge_-125,"(-125, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154078.41199643575,139436.29220315925,17056061.653667163,1705606.1653667162,-68979023.87346928,-33113356.285396088,0.5359900735593738,0.47757570573150093,0.41964002892369895,0.30995942291924516,154078.41199643575,-272323.12934524333,-698724.6706869224,-1551527.7533702804,-3257133.9187369966
ac_hedge_+126,"(126, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154003.41199643575,172238.18339699134,9928453.870181762,992845.3870181761,-15945797.456735665,-13897493.640396921,0.561633956782878,0.46148694362614245,0.36373614944832716,0.19708124299060176,154003.41199643575,-94207.93475810828,-342419.2815126523,-838841.9750217404,-1831687.3620399165
ac_hedge_-126,"(-126, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",154003.41199643575,139230.3085729049,17153651.02870377,1715365.1028703772,-69339037.14661336,-33308894.39838474,0.5357685003831291,0.4776857317199459,0.42007393428287443,0.31094006262213747,154003.41199643575,-274837.8637211586,-703679.1394387529,-1561361.6908739414,-3276726.7937443187
ac_hedge_+127,"(127, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",153928.41199643575,172294.16702724548,10018989.499480518,1001898.9499480517,-16061711.492286364,-14000616.19210118,0.5610518866449062,0.461804167506809,0.3648909525745738,0.19920397289708208,153928.41199643575,-96546.32549057718,-347021.06297759013,-847970.537951616,-1849869.4878996676
ac_hedge_-127,"(-127, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",153928.41199643575,139024.32494265062,17251280.028291486,1725128.0028291487,-69699350.54236425,-33496262.85552828,0.5355493417194721,0.47779456550904703,0.4205032061703161,0.3119113276588572,153928.41199643575,-277353.5887108514,-708635.5894181386,-1571199.5908327128,-3296327.5936618615
grid_ko_400_ac_+5,"(5, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 400)",153908.42436438883,156259.64631455106,5433549.79995731,543354.979995731,-21897722.866860975,-8620033.57122891,0.6115096038459791,0.42981365081541956,0.26207773460479467,0.059716047084093,153908.42436438883,18069.679365456075,-117769.06563347668,-389446.5556313422,-932801.5356270733
grid_ko_400_ac_-5,"(-5, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 400)",153908.42436438883,154949.81001200798,6103087.22852725,610308.722852725,-25418557.59462769,-10467293.478378076,0.599549519829357,0.43744609485272057,0.28533119248537253,0.0828225090719727,153908.42436438883,1331.2436512075947,-151245.93706197364,-456400.29848833615,-1066709.021341061
ac_hedge_+128,"(128, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",153853.41199643575,172350.15065749988,10109724.004551185,1010972.4004551185,-16176985.842000728,-14103797.590320792,0.560478932810576,0.46211647626261226,0.36602880039452046,0.20130665667121883,153853.41199643575,-98889.68811734387,-351632.7882311235,-857118.9884586828,-1868091.3889138012
ac_hedge_-128,"(-128, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",153853.41199643575,138818.34131239637,17348947.983483933,1734894.7983483933,-70068338.65747993,-33690758.66713444,0.5353325599029878,0.47790222559501655,0.4209279148846286,0.31287333691612135,153853.41199643575,-279870.2875906626,-713593.9871777609,-1581041.3863519575,-3315936.1847003507
ac_hedge_+129,"(129, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",153778.41199643575,172406.13428775416,10200652.078412442,1020065.2078412442,-16292847.367421167,-14207574.58543152,0.5599149202395535,0.46242396264691465,0.3671499795097586,0.20338928282381352,153778.41199643575,-101237.88996387529,-356254.1919241863,-866286.7958448085,-1886352.0036860525
ac_hedge_-129,"(-129, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",153778.41199643575,138612.35768214203,17446654.24005009,1744665.4240050088,-70421084.0551933,-33884069.3001017,0.5351181180105408,0.4780087301116665,0.421348129392152,0.3138262076471906,153778.41199643575,-282387.94400481647,-718554.3000060687,-1590887.012008573,-3335552.4360135817
ac_hedge_-130,"(-130, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",153703.41199643575,138406.3740518877,17544398.158079065,1754439.8158079064,-70808242.98286785,-34074781.77406966,0.5349059798441848,0.4781140968386945,0.42176391735588425,0.31477005548734016,153703.41199643575,-284906.5419555409,-723516.4959075175,-1600736.4038114706,-3355176.219619377
ac_hedge_+130,"(130, 0, 0, 0, 0, 0, -50, 50, 50, -50, -50, 500)",153703.41199643575,172462.11791800853,10291768.590507925,1029176.8590507924,-16410361.825132193,-14310201.07770071,0.5593596767598619,0.46272671797801734,0.3682547737274341,0.20545185635890212,153703.41199643575,-103590.80276626235,-360885.0175289605,-875473.4470543567,-1904650.306105149
