symbol,trader,horizon,signal,edge_per_unit,quantity
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-7.5,8
VELVETFRUIT_EXTRACT,Mark 67,5000,1,-10.0,8
VELVETFRUIT_EXTRACT,Mark 22,100,1,-2.5,8
VELVETFRUIT_EXTRACT,Mark 22,500,1,-2.5,8
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-3.0,8
VELVETFRUIT_EXTRACT,Mark 22,2000,1,-7.5,8
VELVETFRUIT_EXTRACT,Mark 22,5000,1,-10.0,8
VELVETFRUIT_EXTRACT,Mark 67,100,1,-3.0,12
VELVETFRUIT_EXTRACT,Mark 67,500,1,-4.0,12
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-3.0,12
VELVETFRUIT_EXTRACT,Mark 67,2000,1,0.5,12
VELVETFRUIT_EXTRACT,Mark 67,5000,1,3.0,12
VELVETFRUIT_EXTRACT,Mark 49,100,1,-3.0,12
VELVETFRUIT_EXTRACT,Mark 49,500,1,-4.0,12
VELVETFRUIT_EXTRACT,Mark 49,1000,1,-3.0,12
VELVETFRUIT_EXTRACT,Mark 49,2000,1,0.5,12
VELVETFRUIT_EXTRACT,Mark 49,5000,1,3.0,12
VELVETFRUIT_EXTRACT,Mark 67,100,1,-4.5,7
VELVETFRUIT_EXTRACT,Mark 67,500,1,-0.5,7
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-1.5,7
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-2.5,7
VELVETFRUIT_EXTRACT,Mark 67,5000,1,-6.5,7
VELVETFRUIT_EXTRACT,Mark 22,100,1,-4.5,7
VELVETFRUIT_EXTRACT,Mark 22,500,1,-0.5,7
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-1.5,7
VELVETFRUIT_EXTRACT,Mark 22,2000,1,-2.5,7
VELVETFRUIT_EXTRACT,Mark 22,5000,1,-6.5,7
VELVETFRUIT_EXTRACT,Mark 67,100,1,-0.5,8
VELVETFRUIT_EXTRACT,Mark 67,500,1,-1.5,8
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-2.5,8
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-0.5,8
VELVETFRUIT_EXTRACT,Mark 67,5000,1,0.0,8
VELVETFRUIT_EXTRACT,Mark 22,100,1,-0.5,8
VELVETFRUIT_EXTRACT,Mark 22,500,1,-1.5,8
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-2.5,8
VELVETFRUIT_EXTRACT,Mark 22,2000,1,-0.5,8
VELVETFRUIT_EXTRACT,Mark 22,5000,1,0.0,8
VELVETFRUIT_EXTRACT,Mark 67,100,1,-3.5,5
VELVETFRUIT_EXTRACT,Mark 67,500,1,-4.0,5
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-3.5,5
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-4.5,5
VELVETFRUIT_EXTRACT,Mark 67,5000,1,-1.0,5
VELVETFRUIT_EXTRACT,Mark 22,100,1,-3.5,5
VELVETFRUIT_EXTRACT,Mark 22,500,1,-4.0,5
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-3.5,5
VELVETFRUIT_EXTRACT,Mark 22,2000,1,-4.5,5
VELVETFRUIT_EXTRACT,Mark 22,5000,1,-1.0,5
VELVETFRUIT_EXTRACT,Mark 49,100,-1,-2.5,9
VELVETFRUIT_EXTRACT,Mark 49,500,-1,-4.0,9
VELVETFRUIT_EXTRACT,Mark 49,1000,-1,-5.5,9
VELVETFRUIT_EXTRACT,Mark 49,2000,-1,-3.5,9
VELVETFRUIT_EXTRACT,Mark 49,5000,-1,-13.5,9
VELVETFRUIT_EXTRACT,Mark 22,100,1,-2.5,9
VELVETFRUIT_EXTRACT,Mark 22,500,1,-1.0,9
VELVETFRUIT_EXTRACT,Mark 22,1000,1,0.5,9
VELVETFRUIT_EXTRACT,Mark 22,2000,1,-1.5,9
VELVETFRUIT_EXTRACT,Mark 22,5000,1,8.5,9
VELVETFRUIT_EXTRACT,Mark 49,100,-1,-1.5,5
VELVETFRUIT_EXTRACT,Mark 49,500,-1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 49,1000,-1,-0.5,5
VELVETFRUIT_EXTRACT,Mark 49,2000,-1,3.5,5
VELVETFRUIT_EXTRACT,Mark 49,5000,-1,7.0,5
VELVETFRUIT_EXTRACT,Mark 22,100,1,-3.5,5
VELVETFRUIT_EXTRACT,Mark 22,500,1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-4.5,5
VELVETFRUIT_EXTRACT,Mark 22,2000,1,-8.5,5
VELVETFRUIT_EXTRACT,Mark 22,5000,1,-12.0,5
VELVETFRUIT_EXTRACT,Mark 22,100,-1,-3.5,4
VELVETFRUIT_EXTRACT,Mark 22,500,-1,-5.5,4
VELVETFRUIT_EXTRACT,Mark 22,1000,-1,-6.5,4
VELVETFRUIT_EXTRACT,Mark 22,2000,-1,-3.5,4
VELVETFRUIT_EXTRACT,Mark 22,5000,-1,1.5,4
VELVETFRUIT_EXTRACT,Mark 67,100,1,-1.0,10
VELVETFRUIT_EXTRACT,Mark 67,500,1,1.5,10
VELVETFRUIT_EXTRACT,Mark 67,1000,1,4.5,10
VELVETFRUIT_EXTRACT,Mark 67,2000,1,2.5,10
VELVETFRUIT_EXTRACT,Mark 67,5000,1,7.5,10
VELVETFRUIT_EXTRACT,Mark 22,100,1,-1.0,10
VELVETFRUIT_EXTRACT,Mark 22,500,1,1.5,10
VELVETFRUIT_EXTRACT,Mark 22,1000,1,4.5,10
VELVETFRUIT_EXTRACT,Mark 22,2000,1,2.5,10
VELVETFRUIT_EXTRACT,Mark 22,5000,1,7.5,10
VELVETFRUIT_EXTRACT,Mark 22,100,-1,-1.5,10
VELVETFRUIT_EXTRACT,Mark 22,500,-1,-3.0,10
VELVETFRUIT_EXTRACT,Mark 22,1000,-1,-6.5,10
VELVETFRUIT_EXTRACT,Mark 22,2000,-1,-8.5,10
VELVETFRUIT_EXTRACT,Mark 22,5000,-1,-9.5,10
VELVETFRUIT_EXTRACT,Mark 49,100,1,-2.5,10
VELVETFRUIT_EXTRACT,Mark 49,500,1,-1.0,10
VELVETFRUIT_EXTRACT,Mark 49,1000,1,2.5,10
VELVETFRUIT_EXTRACT,Mark 49,2000,1,4.5,10
VELVETFRUIT_EXTRACT,Mark 49,5000,1,5.5,10
VELVETFRUIT_EXTRACT,Mark 22,100,1,-2.5,3
VELVETFRUIT_EXTRACT,Mark 22,500,1,-3.0,3
VELVETFRUIT_EXTRACT,Mark 22,1000,1,0.5,3
VELVETFRUIT_EXTRACT,Mark 22,2000,1,-3.5,3
VELVETFRUIT_EXTRACT,Mark 22,5000,1,5.5,3
VELVETFRUIT_EXTRACT,Mark 67,100,1,-3.5,13
VELVETFRUIT_EXTRACT,Mark 67,500,1,-3.5,13
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-0.5,13
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-1.0,13
VELVETFRUIT_EXTRACT,Mark 67,5000,1,-12.5,13
VELVETFRUIT_EXTRACT,Mark 49,100,1,-3.5,13
VELVETFRUIT_EXTRACT,Mark 49,500,1,-3.5,13
VELVETFRUIT_EXTRACT,Mark 49,1000,1,-0.5,13
VELVETFRUIT_EXTRACT,Mark 49,2000,1,-1.0,13
VELVETFRUIT_EXTRACT,Mark 49,5000,1,-12.5,13
VELVETFRUIT_EXTRACT,Mark 67,100,1,-3.5,7
VELVETFRUIT_EXTRACT,Mark 67,500,1,-3.5,7
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-0.5,7
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-2.5,7
VELVETFRUIT_EXTRACT,Mark 67,5000,1,-5.5,7
VELVETFRUIT_EXTRACT,Mark 22,100,1,-3.5,7
VELVETFRUIT_EXTRACT,Mark 22,500,1,-3.5,7
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-0.5,7
VELVETFRUIT_EXTRACT,Mark 22,2000,1,-2.5,7
VELVETFRUIT_EXTRACT,Mark 22,5000,1,-5.5,7
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.0,8
VELVETFRUIT_EXTRACT,Mark 67,500,1,-2.0,8
VELVETFRUIT_EXTRACT,Mark 67,1000,1,4.5,8
VELVETFRUIT_EXTRACT,Mark 67,2000,1,0.0,8
VELVETFRUIT_EXTRACT,Mark 67,5000,1,-4.5,8
VELVETFRUIT_EXTRACT,Mark 22,100,1,-2.0,8
VELVETFRUIT_EXTRACT,Mark 22,500,1,-2.0,8
VELVETFRUIT_EXTRACT,Mark 22,1000,1,4.5,8
VELVETFRUIT_EXTRACT,Mark 22,2000,1,0.0,8
VELVETFRUIT_EXTRACT,Mark 22,5000,1,-4.5,8
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.0,5
VELVETFRUIT_EXTRACT,Mark 67,500,1,0.5,5
VELVETFRUIT_EXTRACT,Mark 67,1000,1,1.5,5
VELVETFRUIT_EXTRACT,Mark 67,2000,1,2.5,5
VELVETFRUIT_EXTRACT,Mark 67,5000,1,-1.0,5
VELVETFRUIT_EXTRACT,Mark 22,100,1,-2.0,5
VELVETFRUIT_EXTRACT,Mark 22,500,1,0.5,5
VELVETFRUIT_EXTRACT,Mark 22,1000,1,1.5,5
VELVETFRUIT_EXTRACT,Mark 22,2000,1,2.5,5
VELVETFRUIT_EXTRACT,Mark 22,5000,1,-1.0,5
VELVETFRUIT_EXTRACT,Mark 67,100,1,-1.5,7
VELVETFRUIT_EXTRACT,Mark 67,500,1,0.5,7
VELVETFRUIT_EXTRACT,Mark 67,1000,1,3.5,7
VELVETFRUIT_EXTRACT,Mark 67,2000,1,1.0,7
VELVETFRUIT_EXTRACT,Mark 67,5000,1,0.0,7
VELVETFRUIT_EXTRACT,Mark 22,100,1,-1.5,7
VELVETFRUIT_EXTRACT,Mark 22,500,1,0.5,7
VELVETFRUIT_EXTRACT,Mark 22,1000,1,3.5,7
VELVETFRUIT_EXTRACT,Mark 22,2000,1,1.0,7
VELVETFRUIT_EXTRACT,Mark 22,5000,1,0.0,7
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.5,13
VELVETFRUIT_EXTRACT,Mark 67,500,1,-1.5,13
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-2.5,13
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-2.0,13
VELVETFRUIT_EXTRACT,Mark 67,5000,1,-8.5,13
VELVETFRUIT_EXTRACT,Mark 49,100,1,-2.5,13
VELVETFRUIT_EXTRACT,Mark 49,500,1,-1.5,13
VELVETFRUIT_EXTRACT,Mark 49,1000,1,-2.5,13
VELVETFRUIT_EXTRACT,Mark 49,2000,1,-2.0,13
VELVETFRUIT_EXTRACT,Mark 49,5000,1,-8.5,13
VELVETFRUIT_EXTRACT,Mark 22,100,-1,-0.5,6
VELVETFRUIT_EXTRACT,Mark 22,500,-1,-0.5,6
VELVETFRUIT_EXTRACT,Mark 22,1000,-1,1.5,6
VELVETFRUIT_EXTRACT,Mark 22,2000,-1,1.5,6
VELVETFRUIT_EXTRACT,Mark 22,5000,-1,1.0,6
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 67,500,1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-3.5,5
VELVETFRUIT_EXTRACT,Mark 67,2000,1,0.0,5
VELVETFRUIT_EXTRACT,Mark 67,5000,1,7.5,5
VELVETFRUIT_EXTRACT,Mark 22,100,1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 22,500,1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-3.5,5
VELVETFRUIT_EXTRACT,Mark 22,2000,1,0.0,5
VELVETFRUIT_EXTRACT,Mark 22,5000,1,7.5,5
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.5,7
VELVETFRUIT_EXTRACT,Mark 67,500,1,-2.5,7
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-5.5,7
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-6.5,7
VELVETFRUIT_EXTRACT,Mark 67,5000,1,-4.0,7
VELVETFRUIT_EXTRACT,Mark 22,100,1,-2.5,7
VELVETFRUIT_EXTRACT,Mark 22,500,1,-2.5,7
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-5.5,7
VELVETFRUIT_EXTRACT,Mark 22,2000,1,-6.5,7
VELVETFRUIT_EXTRACT,Mark 22,5000,1,-4.0,7
VELVETFRUIT_EXTRACT,Mark 22,100,1,-1.5,3
VELVETFRUIT_EXTRACT,Mark 22,500,1,2.5,3
VELVETFRUIT_EXTRACT,Mark 22,1000,1,4.5,3
VELVETFRUIT_EXTRACT,Mark 22,2000,1,2.5,3
VELVETFRUIT_EXTRACT,Mark 22,5000,1,10.5,3
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.5,11
VELVETFRUIT_EXTRACT,Mark 67,500,1,-2.5,11
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-1.5,11
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-0.5,11
VELVETFRUIT_EXTRACT,Mark 67,5000,1,2.5,11
VELVETFRUIT_EXTRACT,Mark 49,100,1,-2.5,11
VELVETFRUIT_EXTRACT,Mark 49,500,1,-2.5,11
VELVETFRUIT_EXTRACT,Mark 49,1000,1,-1.5,11
VELVETFRUIT_EXTRACT,Mark 49,2000,1,-0.5,11
VELVETFRUIT_EXTRACT,Mark 49,5000,1,2.5,11
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.5,8
VELVETFRUIT_EXTRACT,Mark 67,500,1,-2.5,8
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-1.0,8
VELVETFRUIT_EXTRACT,Mark 67,2000,1,2.0,8
VELVETFRUIT_EXTRACT,Mark 67,5000,1,1.5,8
VELVETFRUIT_EXTRACT,Mark 49,100,1,-2.5,8
VELVETFRUIT_EXTRACT,Mark 49,500,1,-2.5,8
VELVETFRUIT_EXTRACT,Mark 49,1000,1,-1.0,8
VELVETFRUIT_EXTRACT,Mark 49,2000,1,2.0,8
VELVETFRUIT_EXTRACT,Mark 49,5000,1,1.5,8
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.0,8
VELVETFRUIT_EXTRACT,Mark 67,500,1,1.5,8
VELVETFRUIT_EXTRACT,Mark 67,1000,1,2.0,8
VELVETFRUIT_EXTRACT,Mark 67,2000,1,0.5,8
VELVETFRUIT_EXTRACT,Mark 67,5000,1,0.5,8
VELVETFRUIT_EXTRACT,Mark 49,100,1,-2.0,8
VELVETFRUIT_EXTRACT,Mark 49,500,1,1.5,8
VELVETFRUIT_EXTRACT,Mark 49,1000,1,2.0,8
VELVETFRUIT_EXTRACT,Mark 49,2000,1,0.5,8
VELVETFRUIT_EXTRACT,Mark 49,5000,1,0.5,8
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 67,500,1,-4.5,5
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 67,2000,1,1.0,5
VELVETFRUIT_EXTRACT,Mark 67,5000,1,8.5,5
VELVETFRUIT_EXTRACT,Mark 22,100,1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 22,500,1,-4.5,5
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 22,2000,1,1.0,5
VELVETFRUIT_EXTRACT,Mark 22,5000,1,8.5,5
VELVETFRUIT_EXTRACT,Mark 67,100,1,-3.5,12
VELVETFRUIT_EXTRACT,Mark 67,500,1,-3.0,12
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-3.5,12
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-4.0,12
VELVETFRUIT_EXTRACT,Mark 67,5000,1,-8.0,12
VELVETFRUIT_EXTRACT,Mark 49,100,1,-3.5,12
VELVETFRUIT_EXTRACT,Mark 49,500,1,-3.0,12
VELVETFRUIT_EXTRACT,Mark 49,1000,1,-3.5,12
VELVETFRUIT_EXTRACT,Mark 49,2000,1,-4.0,12
VELVETFRUIT_EXTRACT,Mark 49,5000,1,-8.0,12
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.5,11
VELVETFRUIT_EXTRACT,Mark 67,500,1,-4.5,11
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-4.5,11
VELVETFRUIT_EXTRACT,Mark 67,2000,1,4.5,11
VELVETFRUIT_EXTRACT,Mark 67,5000,1,14.5,11
VELVETFRUIT_EXTRACT,Mark 49,100,1,-2.5,11
VELVETFRUIT_EXTRACT,Mark 49,500,1,-4.5,11
VELVETFRUIT_EXTRACT,Mark 49,1000,1,-4.5,11
VELVETFRUIT_EXTRACT,Mark 49,2000,1,4.5,11
VELVETFRUIT_EXTRACT,Mark 49,5000,1,14.5,11
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.5,10
VELVETFRUIT_EXTRACT,Mark 67,500,1,-3.5,10
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-1.5,10
VELVETFRUIT_EXTRACT,Mark 67,2000,1,4.5,10
VELVETFRUIT_EXTRACT,Mark 67,5000,1,2.5,10
VELVETFRUIT_EXTRACT,Mark 22,100,1,-2.5,10
VELVETFRUIT_EXTRACT,Mark 22,500,1,-3.5,10
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-1.5,10
VELVETFRUIT_EXTRACT,Mark 22,2000,1,4.5,10
VELVETFRUIT_EXTRACT,Mark 22,5000,1,2.5,10
VELVETFRUIT_EXTRACT,Mark 49,100,-1,-1.5,8
VELVETFRUIT_EXTRACT,Mark 49,500,-1,-1.5,8
VELVETFRUIT_EXTRACT,Mark 49,1000,-1,-1.5,8
VELVETFRUIT_EXTRACT,Mark 49,2000,-1,2.5,8
VELVETFRUIT_EXTRACT,Mark 49,5000,-1,-2.5,8
VELVETFRUIT_EXTRACT,Mark 22,100,1,-3.5,8
VELVETFRUIT_EXTRACT,Mark 22,500,1,-3.5,8
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-3.5,8
VELVETFRUIT_EXTRACT,Mark 22,2000,1,-7.5,8
VELVETFRUIT_EXTRACT,Mark 22,5000,1,-2.5,8
VELVETFRUIT_EXTRACT,Mark 67,100,1,-1.5,11
VELVETFRUIT_EXTRACT,Mark 67,500,1,-3.5,11
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-3.0,11
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-2.5,11
VELVETFRUIT_EXTRACT,Mark 67,5000,1,4.5,11
VELVETFRUIT_EXTRACT,Mark 49,100,1,-1.5,11
VELVETFRUIT_EXTRACT,Mark 49,500,1,-3.5,11
VELVETFRUIT_EXTRACT,Mark 49,1000,1,-3.0,11
VELVETFRUIT_EXTRACT,Mark 49,2000,1,-2.5,11
VELVETFRUIT_EXTRACT,Mark 49,5000,1,4.5,11
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.5,8
VELVETFRUIT_EXTRACT,Mark 67,500,1,-3.5,8
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-0.5,8
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-8.0,8
VELVETFRUIT_EXTRACT,Mark 67,5000,1,1.5,8
VELVETFRUIT_EXTRACT,Mark 49,100,1,-2.5,8
VELVETFRUIT_EXTRACT,Mark 49,500,1,-3.5,8
VELVETFRUIT_EXTRACT,Mark 49,1000,1,-0.5,8
VELVETFRUIT_EXTRACT,Mark 49,2000,1,-8.0,8
VELVETFRUIT_EXTRACT,Mark 49,5000,1,1.5,8
VELVETFRUIT_EXTRACT,Mark 67,100,1,-4.5,6
VELVETFRUIT_EXTRACT,Mark 67,500,1,-3.0,6
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-3.5,6
VELVETFRUIT_EXTRACT,Mark 67,2000,1,3.5,6
VELVETFRUIT_EXTRACT,Mark 67,5000,1,8.0,6
VELVETFRUIT_EXTRACT,Mark 22,100,1,-4.5,6
VELVETFRUIT_EXTRACT,Mark 22,500,1,-3.0,6
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-3.5,6
VELVETFRUIT_EXTRACT,Mark 22,2000,1,3.5,6
VELVETFRUIT_EXTRACT,Mark 22,5000,1,8.0,6
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.5,9
VELVETFRUIT_EXTRACT,Mark 67,500,1,-1.0,9
VELVETFRUIT_EXTRACT,Mark 67,1000,1,0.5,9
VELVETFRUIT_EXTRACT,Mark 67,2000,1,6.5,9
VELVETFRUIT_EXTRACT,Mark 67,5000,1,11.0,9
VELVETFRUIT_EXTRACT,Mark 22,100,1,-2.5,9
VELVETFRUIT_EXTRACT,Mark 22,500,1,-1.0,9
VELVETFRUIT_EXTRACT,Mark 22,1000,1,0.5,9
VELVETFRUIT_EXTRACT,Mark 22,2000,1,6.5,9
VELVETFRUIT_EXTRACT,Mark 22,5000,1,11.0,9
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.5,9
VELVETFRUIT_EXTRACT,Mark 67,500,1,-0.5,9
VELVETFRUIT_EXTRACT,Mark 67,1000,1,0.5,9
VELVETFRUIT_EXTRACT,Mark 67,2000,1,2.5,9
VELVETFRUIT_EXTRACT,Mark 67,5000,1,3.5,9
VELVETFRUIT_EXTRACT,Mark 22,100,1,-2.5,9
VELVETFRUIT_EXTRACT,Mark 22,500,1,-0.5,9
VELVETFRUIT_EXTRACT,Mark 22,1000,1,0.5,9
VELVETFRUIT_EXTRACT,Mark 22,2000,1,2.5,9
VELVETFRUIT_EXTRACT,Mark 22,5000,1,3.5,9
VELVETFRUIT_EXTRACT,Mark 67,100,1,-1.5,14
VELVETFRUIT_EXTRACT,Mark 67,500,1,-2.0,14
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-0.5,14
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-2.0,14
VELVETFRUIT_EXTRACT,Mark 67,5000,1,4.5,14
VELVETFRUIT_EXTRACT,Mark 49,100,1,-1.5,14
VELVETFRUIT_EXTRACT,Mark 49,500,1,-2.0,14
VELVETFRUIT_EXTRACT,Mark 49,1000,1,-0.5,14
VELVETFRUIT_EXTRACT,Mark 49,2000,1,-2.0,14
VELVETFRUIT_EXTRACT,Mark 49,5000,1,4.5,14
VELVETFRUIT_EXTRACT,Mark 67,100,1,-3.5,10
VELVETFRUIT_EXTRACT,Mark 67,500,1,-1.5,10
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-2.5,10
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-5.5,10
VELVETFRUIT_EXTRACT,Mark 67,5000,1,2.5,10
VELVETFRUIT_EXTRACT,Mark 22,100,1,-3.5,10
VELVETFRUIT_EXTRACT,Mark 22,500,1,-1.5,10
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-2.5,10
VELVETFRUIT_EXTRACT,Mark 22,2000,1,-5.5,10
VELVETFRUIT_EXTRACT,Mark 22,5000,1,2.5,10
VELVETFRUIT_EXTRACT,Mark 67,100,1,-1.5,8
VELVETFRUIT_EXTRACT,Mark 67,500,1,-0.5,8
VELVETFRUIT_EXTRACT,Mark 67,1000,1,3.5,8
VELVETFRUIT_EXTRACT,Mark 67,2000,1,5.5,8
VELVETFRUIT_EXTRACT,Mark 67,5000,1,10.5,8
VELVETFRUIT_EXTRACT,Mark 49,100,1,-1.5,8
VELVETFRUIT_EXTRACT,Mark 49,500,1,-0.5,8
VELVETFRUIT_EXTRACT,Mark 49,1000,1,3.5,8
VELVETFRUIT_EXTRACT,Mark 49,2000,1,5.5,8
VELVETFRUIT_EXTRACT,Mark 49,5000,1,10.5,8
VELVETFRUIT_EXTRACT,Mark 22,100,-1,-3.0,5
VELVETFRUIT_EXTRACT,Mark 22,500,-1,-1.5,5
VELVETFRUIT_EXTRACT,Mark 22,1000,-1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 22,2000,-1,-8.5,5
VELVETFRUIT_EXTRACT,Mark 22,5000,-1,-6.5,5
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 67,500,1,-6.0,5
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-3.5,5
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-4.5,5
VELVETFRUIT_EXTRACT,Mark 67,5000,1,3.5,5
VELVETFRUIT_EXTRACT,Mark 22,100,1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 22,500,1,-6.0,5
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-3.5,5
VELVETFRUIT_EXTRACT,Mark 22,2000,1,-4.5,5
VELVETFRUIT_EXTRACT,Mark 22,5000,1,3.5,5
VELVETFRUIT_EXTRACT,Mark 22,100,1,-2.5,4
VELVETFRUIT_EXTRACT,Mark 22,500,1,-1.0,4
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-0.5,4
VELVETFRUIT_EXTRACT,Mark 22,2000,1,1.5,4
VELVETFRUIT_EXTRACT,Mark 22,5000,1,-3.5,4
VELVETFRUIT_EXTRACT,Mark 67,100,1,-3.0,14
VELVETFRUIT_EXTRACT,Mark 67,500,1,-4.5,14
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-5.5,14
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-2.5,14
VELVETFRUIT_EXTRACT,Mark 67,5000,1,-0.5,14
VELVETFRUIT_EXTRACT,Mark 49,100,1,-3.0,14
VELVETFRUIT_EXTRACT,Mark 49,500,1,-4.5,14
VELVETFRUIT_EXTRACT,Mark 49,1000,1,-5.5,14
VELVETFRUIT_EXTRACT,Mark 49,2000,1,-2.5,14
VELVETFRUIT_EXTRACT,Mark 49,5000,1,-0.5,14
VELVETFRUIT_EXTRACT,Mark 67,100,1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 67,500,1,-6.0,5
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-3.5,5
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 67,5000,1,-1.5,5
VELVETFRUIT_EXTRACT,Mark 22,100,1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 22,500,1,-6.0,5
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-3.5,5
VELVETFRUIT_EXTRACT,Mark 22,2000,1,-2.5,5
VELVETFRUIT_EXTRACT,Mark 22,5000,1,-1.5,5
VELVETFRUIT_EXTRACT,Mark 22,100,-1,-2.5,4
VELVETFRUIT_EXTRACT,Mark 22,500,-1,-5.5,4
VELVETFRUIT_EXTRACT,Mark 22,1000,-1,-9.0,4
VELVETFRUIT_EXTRACT,Mark 22,2000,-1,-5.5,4
VELVETFRUIT_EXTRACT,Mark 22,5000,-1,-5.0,4
VELVETFRUIT_EXTRACT,Mark 22,100,1,-3.0,5
VELVETFRUIT_EXTRACT,Mark 22,500,1,-4.5,5
VELVETFRUIT_EXTRACT,Mark 22,1000,1,-8.5,5
VELVETFRUIT_EXTRACT,Mark 22,2000,1,-4.5,5
VELVETFRUIT_EXTRACT,Mark 22,5000,1,-5.5,5
VELVETFRUIT_EXTRACT,Mark 67,100,1,-3.5,10
VELVETFRUIT_EXTRACT,Mark 67,500,1,-3.5,10
VELVETFRUIT_EXTRACT,Mark 67,1000,1,-4.5,10
VELVETFRUIT_EXTRACT,Mark 67,2000,1,-2.5,10
VELVETFRUIT_EXTRACT,Mark 67,5000,1,-1.5,10
VELVETFRUIT_EXTRACT,Mark 49,100,1,-3.5,10
VELVETFRUIT_EXTRACT,Mark 49,500,1,-3.5,10
VELVETFRUIT_EXTRACT,Mark 49,1000,1,-4.5,10
