day,product,trader,events,qty,notional,mean_edge,median_edge,edge_std,q_edge_sum,aggressive_rate,hit_rate,horizon,q_mean_edge,score,t_stat
3,VELVETFRUIT_EXTRACT,Mark 22,30,216,1131161.0,-0.7333333333333333,-0.75,2.01174711054387,-167.0,0.2,0.26666666666666666,2,-0.7731481481481481,-11.362910751244186,-1.99658896852365
3,VELVETFRUIT_EXTRACT,Mark 49,39,366,1918555.0,-2.076923076923077,-2.5,1.4579115449417683,-761.0,0.0,0.02564102564102564,2,-2.079234972677596,-39.778107222536995,-8.896548287317472
3,VELVETFRUIT_EXTRACT,Mark 55,403,2153,11276653.0,0.04838709677419355,0.0,1.4948555660050165,132.5,1.0,0.40198511166253104,2,0.061542034370645614,2.8555769214136997,0.6498047107655083
3,VELVETFRUIT_EXTRACT,Mark 67,46,424,2221932.0,1.9565217391304348,2.25,1.4975019456730885,853.0,0.9782608695652174,0.8478260869565217,2,2.0117924528301887,41.42534202953731,8.861274666308578
3,VEV_4000,Mark 14,148,282,349485.0,-0.19932432432432431,0.0,1.7887972100615626,-67.5,0.0,0.34459459459459457,2,-0.2393617021276596,-4.019566505684042,-1.355595284426101
3,VEV_4000,Mark 22,2,5,6156.0,-4.0,-4.0,0.7071067811865476,-19.5,0.0,0.0,2,-3.9,-8.72066511224918,-8.0
3,VEV_4000,Mark 38,150,287,355641.0,0.25,0.0,1.8307129941949105,87.0,1.0,0.4533333333333333,2,0.30313588850174217,5.135447624078311,1.6724971025977136
3,VEV_4500,Mark 22,2,5,3656.0,-2.75,-2.75,1.0606601717798212,-13.0,0.0,0.0,2,-2.6,-5.813776741499453,-3.6666666666666674
3,VEV_4500,Mark 38,2,5,3656.0,2.75,2.75,1.0606601717798212,13.0,1.0,1.0,2,2.6,5.813776741499453,3.6666666666666674
3,VEV_5000,Mark 22,2,5,1171.0,-0.25,-0.25,1.0606601717798212,-0.5,0.0,0.5,2,-0.1,-0.22360679774997896,-0.33333333333333337
3,VEV_5000,Mark 38,2,5,1171.0,0.25,0.25,1.0606601717798212,0.5,1.0,0.5,2,0.1,0.22360679774997896,0.33333333333333337
3,VEV_5100,Mark 22,2,5,719.0,0.0,0.0,0.7071067811865476,0.5,0.0,0.5,2,0.1,0.22360679774997896,0.0
3,VEV_5100,Mark 38,2,5,719.0,0.0,0.0,0.7071067811865476,-0.5,1.0,0.5,2,-0.1,-0.22360679774997896,0.0
3,VEV_5200,Mark 01,11,34,2225.0,0.09090909090909091,0.0,0.6640098575390962,7.0,0.0,0.36363636363636365,2,0.20588235294117646,1.2004900959975617,0.45407660918649984
3,VEV_5200,Mark 14,19,75,5555.0,-0.10526315789473684,0.0,0.7919551644229238,-10.0,0.0,0.3684210526315789,2,-0.13333333333333333,-1.1547005383792515,-0.5793654595023212
3,VEV_5200,Mark 22,32,114,8145.0,0.046875,-0.0,0.7224440485088146,4.5,0.9375,0.3125,2,0.039473684210526314,0.4214636152117623,0.36703886410619385
3,VEV_5200,Mark 38,2,5,365.0,-0.25,-0.25,0.3535533905932738,-1.5,1.0,0.0,2,-0.3,-0.6708203932499369,-1.0
3,VEV_5300,Mark 01,69,222,6512.0,-0.09420289855072464,0.0,0.4795475986836338,-14.0,0.0,0.18840579710144928,2,-0.06306306306306306,-0.9396184772996341,-1.631763035005279
3,VEV_5300,Mark 14,10,31,965.0,-0.1,-0.25,0.5676462121975466,-3.5,0.0,0.4,2,-0.11290322580645161,-0.6286185570937122,-0.5570860145311558
3,VEV_5300,Mark 22,80,256,7561.0,0.1,-0.0,0.4865273484188671,19.0,0.9875,0.3125,2,0.07421875,1.1875,1.8383903677905373
3,VEV_5300,Mark 38,1,3,84.0,-0.5,-0.5,,-1.5,1.0,0.0,2,-0.5,-0.8660254037844387,
3,VEV_5400,Mark 01,109,368,2778.0,-0.013761467889908258,0.0,0.28430157758979735,-0.5,0.0,0.11009174311926606,2,-0.001358695652173913,-0.026064301757134346,-0.5053575291462916
3,VEV_5400,Mark 14,6,22,201.0,-0.16666666666666666,0.0,0.2581988897471611,-3.5,0.0,0.0,2,-0.1590909090909091,-0.7462025072446364,-1.5811388300841895
3,VEV_5400,Mark 22,115,390,2979.0,0.021739130434782608,-0.0,0.28401340736071023,4.0,0.991304347826087,0.1391304347826087,2,0.010256410256410256,0.20254787341673333,0.8208281581721151
3,VEV_5500,Mark 01,119,408,667.0,0.008403361344537815,0.0,0.06454512536934602,2.5,0.0,0.01680672268907563,2,0.006127450980392157,0.1237684428720843,1.4202443511924336
3,VEV_5500,Mark 14,1,5,5.0,-0.5,-0.5,,-2.5,0.0,0.0,2,-0.5,-1.118033988749895,
3,VEV_5500,Mark 22,120,413,672.0,-0.004166666666666667,-0.0,0.07927808023408642,0.0,1.0,0.008333333333333333,2,0.0,0.0,-0.5757398050506644
3,VEV_6000,Mark 01,124,423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,
3,VEV_6000,Mark 22,124,423,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,
3,VEV_6500,Mark 01,124,423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,
3,VEV_6500,Mark 22,124,423,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,
1,HYDROGEL_PACK,Mark 14,370,1467,14661555.0,0.3081081081081081,0.0,3.3418086058194083,598.5,0.0,0.4891891891891892,3,0.40797546012269936,15.626045977259748,1.7734641599922574
1,HYDROGEL_PACK,Mark 22,5,18,179969.0,-1.7,-0.5,2.4135036772294343,-30.5,0.0,0.2,3,-1.6944444444444444,-7.188918942063234,-1.57501958568107
1,HYDROGEL_PACK,Mark 38,375,1485,14841524.0,-0.2813333333333333,-0.0,3.3367462029372854,-568.0,1.0,0.4186666666666667,3,-0.3824915824915825,-14.73958000945817,-1.632727286501237
1,VELVETFRUIT_EXTRACT,Mark 01,157,884,4638275.0,0.4012738853503185,0.5,1.7581672881064245,390.0,0.0,0.5286624203821656,3,0.4411764705882353,13.117119482928093,2.8597661929890656
1,VELVETFRUIT_EXTRACT,Mark 14,211,1143,5996996.0,0.011848341232227487,-0.0,1.674344760463057,55.0,0.0,0.4075829383886256,3,0.048118985126859144,1.6268202672628753,0.10279071656531512
1,VELVETFRUIT_EXTRACT,Mark 22,50,335,1756459.0,-1.38,-1.5,2.061701298660395,-462.5,0.14,0.18,3,-1.3805970149253732,-25.26907436775208,-4.733020048401159
1,VELVETFRUIT_EXTRACT,Mark 49,40,380,1995074.0,-1.45,-1.5,1.6938803881120914,-584.0,0.025,0.175,3,-1.5368421052631578,-29.958567880886502,-5.413962685233854
1,VELVETFRUIT_EXTRACT,Mark 55,384,2109,11065594.0,-0.11458333333333333,0.0,1.7459078102266077,-331.5,1.0,0.3854166666666667,3,-0.15718349928876243,-7.218471445827347,-1.2860734022719174
1,VELVETFRUIT_EXTRACT,Mark 67,58,519,2723756.0,1.8189655172413792,1.75,1.491785330560094,933.0,1.0,0.896551724137931,3,1.7976878612716762,40.954154545863524,9.286073795550498
1,VEV_4000,Mark 14,163,332,414380.0,0.0736196319018405,0.0,1.6510687979047627,25.0,0.0,0.4662576687116564,3,0.07530120481927711,1.3720532498711293,0.5692752120192178
1,VEV_4000,Mark 22,1,1,1233.0,-4.5,-4.5,,-4.5,0.0,0.0,3,-4.5,-4.5,
1,VEV_4000,Mark 38,164,333,415613.0,-0.04573170731707317,-0.0,1.6842959465464777,-20.5,1.0,0.3780487804878049,3,-0.06156156156156156,-1.1233930799199414,-0.34771300630575486
1,VEV_4500,Mark 22,1,1,733.0,-2.5,-2.5,,-2.5,0.0,0.0,3,-2.5,-2.5,
1,VEV_4500,Mark 38,1,1,733.0,2.5,2.5,,2.5,1.0,1.0,3,2.5,2.5,
1,VEV_5000,Mark 22,1,1,238.0,-1.0,-1.0,,-1.0,0.0,0.0,3,-1.0,-1.0,
1,VEV_5000,Mark 38,1,1,238.0,1.0,1.0,,1.0,1.0,1.0,3,1.0,1.0,
1,VEV_5100,Mark 22,1,1,152.0,-1.0,-1.0,,-1.0,0.0,0.0,3,-1.0,-1.0,
1,VEV_5100,Mark 38,1,1,152.0,1.0,1.0,,1.0,1.0,1.0,3,1.0,1.0,
1,VEV_5200,Mark 14,6,21,1818.0,-0.25,-0.25,0.5244044240850758,-6.5,0.0,0.16666666666666666,3,-0.30952380952380953,-1.4184162865339505,-1.1677484162422842
1,VEV_5200,Mark 22,7,22,1905.0,0.21428571428571427,-0.0,0.48795003647426655,6.5,0.8571428571428571,0.42857142857142855,3,0.29545454545454547,1.3858046563114679,1.161895003862225
1,VEV_5200,Mark 38,1,1,87.0,0.0,0.0,,0.0,1.0,0.0,3,0.0,0.0,
1,VEV_5300,Mark 01,32,110,4784.0,-0.171875,0.0,0.5903713292933634,-17.0,0.0,0.125,3,-0.15454545454545454,-1.6208864017175069,-1.646881845185893
1,VEV_5300,Mark 14,6,19,922.0,0.16666666666666666,0.0,0.25819888974716115,5.0,0.0,0.3333333333333333,3,0.2631578947368421,1.1470786693528088,1.581138830084189
1,VEV_5300,Mark 22,39,130,5747.0,0.10256410256410256,-0.0,0.5640488871529803,11.5,0.9743589743589743,0.2564102564102564,3,0.08846153846153847,1.0086167222030837,1.1355622354886943
1,VEV_5300,Mark 38,1,1,41.0,0.5,0.5,,0.5,1.0,1.0,3,0.5,0.5,
1,VEV_5400,Mark 01,76,267,3890.0,-0.05263157894736842,0.0,0.32227263166891323,-12.5,0.0,0.15789473684210525,3,-0.04681647940074907,-0.7649875767026307,-1.4237369936287485
1,VEV_5400,Mark 14,5,19,360.0,-0.4,-0.5,0.4183300132670378,-8.0,0.0,0.0,3,-0.42105263157894735,-1.835325870964494,-2.138089935299395
1,VEV_5400,Mark 22,81,286,4250.0,0.07407407407407407,-0.0,0.3364438206364392,20.5,1.0,0.2839506172839506,3,0.07167832167832168,1.2121904117776194,1.9815096184722794
1,VEV_5500,Mark 01,89,310,1846.0,-0.033707865168539325,0.0,0.19652886685069446,-10.5,0.0,0.033707865168539325,3,-0.03387096774193549,-0.596359925959418,-1.6180796699117808
1,VEV_5500,Mark 14,3,11,77.0,-0.16666666666666666,0.0,0.2886751345948129,-2.0,0.0,0.0,3,-0.18181818181818182,-0.6030226891555273,-0.9999999999999999
1,VEV_5500,Mark 22,92,321,1923.0,0.03804347826086957,-0.0,0.19936293664181934,12.5,1.0,0.09782608695652174,3,0.03894080996884735,0.6976819652324345,1.830331308047845
1,VEV_6000,Mark 01,98,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,
1,VEV_6000,Mark 22,98,345,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,
1,VEV_6500,Mark 01,98,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,
1,VEV_6500,Mark 22,98,345,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,
2,HYDROGEL_PACK,Mark 14,303,1212,12104367.0,0.2986798679867987,-0.0,3.0583289121552117,489.5,0.0,0.47854785478547857,3,0.40387788778877887,14.060520120984402,1.6999771134524888
2,HYDROGEL_PACK,Mark 22,8,32,319409.0,-4.0625,-3.0,3.8953956336753706,-148.5,0.0,0.125,3,-4.640625,-26.251339251550576,-2.949760762410655
2,HYDROGEL_PACK,Mark 38,311,1244,12423776.0,-0.1864951768488746,-0.0,3.1516423162365355,-341.0,1.0,0.40514469453376206,3,-0.2741157556270096,-9.668168009959814,-1.0435442659130967
2,VELVETFRUIT_EXTRACT,Mark 01,183,1033,5431283.0,0.040983606557377046,-0.0,1.6664805036244938,33.5,0.0,0.41530054644808745,3,0.032429816069699906,1.0423045804058173,0.3326867323140646
2,VELVETFRUIT_EXTRACT,Mark 14,210,1169,6145978.0,-0.35,0.0,1.9025606014277865,-396.5,0.0,0.3476190476190476,3,-0.3391787852865697,-11.596740419881998,-2.6658713826828997
2,VELVETFRUIT_EXTRACT,Mark 22,46,292,1535973.0,-1.4456521739130435,-1.5,1.955698968171298,-396.5,0.08695652173913043,0.17391304347826086,3,-1.3578767123287672,-23.203407431632886,-5.013496577885323
2,VELVETFRUIT_EXTRACT,Mark 49,43,440,2312807.0,-2.0,-2.0,1.6726084561603314,-932.5,0.023255813953488372,0.046511627906976744,3,-2.1193181818181817,-44.45519322357574,-7.840972584050386
2,VELVETFRUIT_EXTRACT,Mark 55,411,2289,12034517.0,0.22871046228710462,0.0,1.8125586392835658,503.5,1.0,0.45742092457420924,3,0.2199650502402796,10.523896749587616,2.5580844459202745
2,VELVETFRUIT_EXTRACT,Mark 67,61,567,2980762.0,2.040983606557377,2.0,1.4812581419388415,1188.5,1.0,0.9016393442622951,3,2.0961199294532626,49.91230846349628,10.761521641852825
2,VEV_4000,Mark 14,128,256,321203.0,-0.29296875,0.0,1.7405847326729524,-109.0,0.0,0.34375,3,-0.42578125,-6.8125,-1.9042813455693641
2,VEV_4000,Mark 38,128,256,321203.0,0.29296875,0.0,1.7405847326729524,109.0,1.0,0.46875,3,0.42578125,6.8125,1.9042813455693641
2,VEV_5200,Mark 14,8,26,2150.0,0.3125,0.25,0.9613049166924837,3.5,0.0,0.5,3,0.1346153846153846,0.6864064729836442,0.9194621406122839
2,VEV_5200,Mark 22,8,26,2150.0,-0.3125,-0.25,0.9613049166924837,-3.5,1.0,0.125,3,-0.1346153846153846,-0.6864064729836442,-0.9194621406122839
2,VEV_5300,Mark 01,31,107,4647.0,-0.12903225806451613,0.0,0.7524154651906515,-11.0,0.0,0.25806451612903225,3,-0.102803738317757,-1.0634101379502299,-0.954819832052577
2,VEV_5300,Mark 14,14,55,2355.0,-0.32142857142857145,0.0,0.932472784860499,-22.0,0.0,0.21428571428571427,3,-0.4,-2.9664793948382653,-1.2897701768162961
2,VEV_5300,Mark 22,45,162,7002.0,0.18888888888888888,-0.0,0.806851969700825,33.0,0.9777777777777777,0.37777777777777777,3,0.2037037037037037,2.592724864350674,1.5704308037070474
2,VEV_5400,Mark 01,78,276,3533.0,-0.00641025641025641,0.0,0.4376263434904445,-5.5,0.0,0.23076923076923078,3,-0.019927536231884056,-0.3310610959858653,-0.12936573071832444
2,VEV_5400,Mark 14,2,7,107.0,-0.75,-0.75,0.3535533905932738,-6.0,0.0,0.0,3,-0.8571428571428571,-2.2677868380553634,-3.0
2,VEV_5400,Mark 22,80,283,3640.0,0.025,-0.0,0.44933143021295,11.5,1.0,0.275,3,0.04063604240282685,0.6836040430194286,0.4976433490174632
2,VEV_5500,Mark 01,91,324,1545.0,-0.038461538461538464,0.0,0.24978623339400113,-13.0,0.0,0.054945054945054944,3,-0.040123456790123455,-0.7222222222222222,-1.4688547397803986
2,VEV_5500,Mark 14,3,11,62.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,
2,VEV_5500,Mark 22,94,335,1607.0,0.03723404255319149,-0.0,0.24581837973977996,13.0,1.0,0.1276595744680851,3,0.03880597014925373,0.7102658741205989,1.468553476646965
2,VEV_6000,Mark 01,95,337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,
2,VEV_6000,Mark 22,95,337,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,
2,VEV_6500,Mark 01,95,337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,
2,VEV_6500,Mark 22,95,337,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,
3,HYDROGEL_PACK,Mark 14,330,1343,13433705.0,-0.06363636363636363,0.0,3.370109824932761,-139.5,0.0,0.43333333333333335,3,-0.10387192851824274,-3.8065908669431314,-0.34301907458037895
3,HYDROGEL_PACK,Mark 22,6,24,240205.0,-4.333333333333333,-4.5,2.442676128074835,-89.0,0.0,0.0,3,-3.7083333333333335,-18.167048925641907,-4.345420758021691
3,HYDROGEL_PACK,Mark 38,336,1367,13673910.0,0.13988095238095238,0.0,3.400581862080478,228.5,1.0,0.47023809523809523,3,0.16715435259692757,6.180191709680044,0.7540063184081729
3,VELVETFRUIT_EXTRACT,Mark 01,164,875,4583445.0,0.09451219512195122,0.0,1.6949673992478274,56.5,0.0,0.4146341463414634,3,0.06457142857142857,1.9100486156864476,0.7140825570885968
3,VELVETFRUIT_EXTRACT,Mark 14,226,1212,6347536.0,-0.033185840707964605,-0.0,1.6485698936346684,-47.5,0.0,0.3805309734513274,3,-0.039191419141914194,-1.3644018503508868,-0.30262143015870313
3,VELVETFRUIT_EXTRACT,Mark 22,30,216,1131161.0,-0.6833333333333333,-1.5,2.614559148351761,-160.5,0.2,0.26666666666666666,3,-0.7430555555555556,-10.920641769908336,-1.431511240423881
3,VELVETFRUIT_EXTRACT,Mark 49,39,366,1918555.0,-2.08974358974359,-2.0,1.9121212898925786,-780.0,0.0,0.10256410256410256,3,-2.1311475409836067,-40.7712531321667,-6.825113346155863
3,VELVETFRUIT_EXTRACT,Mark 55,403,2153,11276653.0,-0.004962779156327543,0.0,1.6650415518112234,36.0,1.0,0.4218362282878412,3,0.01672085462145843,0.7758548616671184,-0.05983460062541368
3,VELVETFRUIT_EXTRACT,Mark 67,46,424,2221932.0,2.0869565217391304,2.0,1.7553231669096876,895.5,0.9782608695652174,0.9130434782608695,3,2.1120283018867925,43.4893244870465,8.063716162186548
3,VEV_4000,Mark 14,148,282,349485.0,-0.1858108108108108,0.0,1.84545811782447,-56.5,0.0,0.3581081081081081,3,-0.20035460992907803,-3.3645260380910873,-1.2248915614045206
3,VEV_4000,Mark 22,2,5,6156.0,-4.0,-4.0,1.4142135623730951,-19.0,0.0,0.0,3,-3.8,-8.497058314499201,-4.0
3,VEV_4000,Mark 38,150,287,355641.0,0.23666666666666666,0.25,1.8884110243450734,75.5,1.0,0.5,3,0.26306620209059234,4.456624087562212,1.5349215954183961
3,VEV_4500,Mark 22,2,5,3656.0,-2.5,-2.5,1.4142135623730951,-11.5,0.0,0.0,3,-2.3,-5.142956348249516,-2.5
3,VEV_4500,Mark 38,2,5,3656.0,2.5,2.5,1.4142135623730951,11.5,1.0,1.0,3,2.3,5.142956348249516,2.5
3,VEV_5000,Mark 22,2,5,1171.0,0.25,0.25,1.7677669529663689,2.5,0.0,0.5,3,0.5,1.118033988749895,0.2
3,VEV_5000,Mark 38,2,5,1171.0,-0.25,-0.25,1.7677669529663689,-2.5,1.0,0.5,3,-0.5,-1.118033988749895,-0.2
3,VEV_5100,Mark 22,2,5,719.0,0.5,0.5,1.4142135623730951,3.5,0.0,0.5,3,0.7,1.5652475842498528,0.5
3,VEV_5100,Mark 38,2,5,719.0,-0.5,-0.5,1.4142135623730951,-3.5,1.0,0.5,3,-0.7,-1.5652475842498528,-0.5
3,VEV_5200,Mark 01,11,34,2225.0,0.3181818181818182,0.0,1.0787197799411874,18.5,0.0,0.36363636363636365,3,0.5441176470588235,3.1727238251364134,0.9782797401561579
3,VEV_5200,Mark 14,19,75,5555.0,-0.18421052631578946,0.0,0.9160683853019421,-21.0,0.0,0.3157894736842105,3,-0.28,-2.424871130596428,-0.8765230646861664
3,VEV_5200,Mark 22,32,114,8145.0,0.015625,-0.0,0.9795026305354195,4.5,0.9375,0.375,3,0.039473684210526314,0.4214636152117623,0.09023798904960906
3,VEV_5200,Mark 38,2,5,365.0,-0.25,-0.25,1.0606601717798212,-2.0,1.0,0.5,3,-0.4,-0.8944271909999159,-0.33333333333333337
3,VEV_5300,Mark 01,69,222,6512.0,-0.13768115942028986,0.0,0.541539594249407,-27.5,0.0,0.2318840579710145,3,-0.12387387387387387,-1.845679151838567,-2.111878090649989
3,VEV_5300,Mark 14,10,31,965.0,-0.1,-0.5,0.5676462121975466,-3.5,0.0,0.3,3,-0.11290322580645161,-0.6286185570937122,-0.5570860145311558
3,VEV_5300,Mark 22,80,256,7561.0,0.1375,-0.0,0.5394265590960717,32.5,0.9875,0.375,3,0.126953125,2.03125,2.2798977300742265
3,VEV_5300,Mark 38,1,3,84.0,-0.5,-0.5,,-1.5,1.0,0.0,3,-0.5,-0.8660254037844387,
3,VEV_5400,Mark 01,109,368,2778.0,-0.03669724770642202,0.0,0.3020487299594761,-12.0,0.0,0.10091743119266056,3,-0.03260869565217391,-0.6255432421712244,-1.268439414196056
3,VEV_5400,Mark 14,6,22,201.0,-0.25,0.0,0.4183300132670378,-5.0,0.0,0.0,3,-0.22727272727272727,-1.0660035817780522,-1.4638501094227996
3,VEV_5400,Mark 22,115,390,2979.0,0.04782608695652174,-0.0,0.3104461492661858,17.0,0.991304347826087,0.16521739130434782,3,0.04358974358974359,0.8608284620211167,1.652066375261804
3,VEV_5500,Mark 01,119,408,667.0,-0.012605042016806723,0.0,0.1375047745542317,-6.0,0.0,0.01680672268907563,3,-0.014705882352941176,-0.2970442628930023,-0.9999999999999999
3,VEV_5500,Mark 14,1,5,5.0,-1.0,-1.0,,-5.0,0.0,0.0,3,-1.0,-2.23606797749979,
3,VEV_5500,Mark 22,120,413,672.0,0.020833333333333332,-0.0,0.16393062343479295,11.0,1.0,0.041666666666666664,3,0.026634382566585957,0.5412746144356352,1.392160461005005
3,VEV_6000,Mark 01,124,423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,
3,VEV_6000,Mark 22,124,423,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,
3,VEV_6500,Mark 01,124,423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,
3,VEV_6500,Mark 22,124,423,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,
1,HYDROGEL_PACK,Mark 14,370,1467,14661555.0,0.32432432432432434,0.0,4.461695170780686,592.5,0.0,0.4756756756756757,5,0.40388548057259716,15.469393887262157,1.3982360291612779
1,HYDROGEL_PACK,Mark 22,5,18,179969.0,-0.2,-1.0,2.752271788904577,-2.5,0.0,0.4,5,-0.1388888888888889,-0.5892556509887896,-0.1624888927404775
1,HYDROGEL_PACK,Mark 38,375,1485,14841524.0,-0.31733333333333336,0.0,4.441309886912468,-590.0,1.0,0.456,5,-0.39730639730639733,-15.310479235176619,-1.3836308954911587
1,VELVETFRUIT_EXTRACT,Mark 01,157,884,4638275.0,0.4140127388535032,0.5,2.2029833675689425,440.5,0.0,0.554140127388535,5,0.4983031674208145,14.815618287768782,2.354790701286218
1,VELVETFRUIT_EXTRACT,Mark 14,211,1143,5996996.0,0.018957345971563982,0.0,2.086720108796981,0.0,0.0,0.43601895734597157,5,0.0,0.0,0.13196372391664954
1,VELVETFRUIT_EXTRACT,Mark 22,50,335,1756459.0,-1.68,-2.0,2.498489339499338,-572.5,0.14,0.18,5,-1.708955223880597,-31.279016379541762,-4.7546306226443456
1,VELVETFRUIT_EXTRACT,Mark 49,40,380,1995074.0,-1.725,-2.0,1.8534444718567669,-723.0,0.025,0.125,5,-1.9026315789473685,-37.08911742787832,-5.886261009293413
1,VELVETFRUIT_EXTRACT,Mark 55,384,2109,11065594.0,-0.11328125,0.0,2.176795657804267,-308.5,1.0,0.4166666666666667,5,-0.1462778568041726,-6.717642356071603,-1.0197788071832232
1,VELVETFRUIT_EXTRACT,Mark 67,58,519,2723756.0,2.1982758620689653,2.0,1.739478786556715,1163.5,1.0,0.896551724137931,5,2.2418111753371868,51.07198157997021,9.6244750548263
1,VEV_4000,Mark 14,163,332,414380.0,0.018404907975460124,-0.0,2.211703975900211,8.0,0.0,0.4233128834355828,5,0.024096385542168676,0.4390570399587614,0.10624303141687218
1,VEV_4000,Mark 22,1,1,1233.0,-4.0,-4.0,,-4.0,0.0,0.0,5,-4.0,-4.0,
1,VEV_4000,Mark 38,164,333,415613.0,0.006097560975609756,0.0,2.2271248934527583,-4.0,1.0,0.4451219512195122,5,-0.012012012012012012,-0.2191986497404764,0.035061743135223686
1,VEV_4500,Mark 22,1,1,733.0,-2.5,-2.5,,-2.5,0.0,0.0,5,-2.5,-2.5,
1,VEV_4500,Mark 38,1,1,733.0,2.5,2.5,,2.5,1.0,1.0,5,2.5,2.5,
1,VEV_5000,Mark 22,1,1,238.0,-0.5,-0.5,,-0.5,0.0,0.0,5,-0.5,-0.5,
1,VEV_5000,Mark 38,1,1,238.0,0.5,0.5,,0.5,1.0,1.0,5,0.5,0.5,
1,VEV_5100,Mark 22,1,1,152.0,0.0,-0.0,,0.0,0.0,0.0,5,0.0,0.0,
1,VEV_5100,Mark 38,1,1,152.0,0.0,0.0,,0.0,1.0,0.0,5,0.0,0.0,
1,VEV_5200,Mark 14,6,21,1818.0,-0.5,-0.5,1.0954451150103321,-12.5,0.0,0.3333333333333333,5,-0.5952380952380952,-2.727723627949905,-1.118033988749895
1,VEV_5200,Mark 22,7,22,1905.0,0.42857142857142855,0.5,1.0177004891982149,12.5,0.8571428571428571,0.5714285714285714,5,0.5681818181818182,2.6650089544451303,1.114172029062311
1,VEV_5200,Mark 38,1,1,87.0,0.0,0.0,,0.0,1.0,0.0,5,0.0,0.0,
1,VEV_5300,Mark 01,32,110,4784.0,-0.28125,0.0,0.7822372794046079,-31.5,0.0,0.15625,5,-0.2863636363636364,-3.003407156123616,-2.033897257978677
1,VEV_5300,Mark 14,6,19,922.0,-0.16666666666666666,0.0,0.752772652709081,0.0,0.0,0.16666666666666666,5,0.0,0.0,-0.5423261445466404
1,VEV_5300,Mark 22,39,130,5747.0,0.24358974358974358,-0.0,0.7683868515118204,31.0,0.9743589743589743,0.358974358974359,5,0.23846153846153847,2.718879859851791,1.979754674556565
1,VEV_5300,Mark 38,1,1,41.0,0.5,0.5,,0.5,1.0,1.0,5,0.5,0.5,
1,VEV_5400,Mark 01,76,267,3890.0,0.013157894736842105,0.0,0.3739312254994343,4.0,0.0,0.21052631578947367,5,0.0149812734082397,0.24479602454484184,0.30676193672265123
1,VEV_5400,Mark 14,5,19,360.0,-0.4,-0.5,0.4183300132670378,-8.5,0.0,0.0,5,-0.4473684210526316,-1.9500337378997747,-2.138089935299395
1,VEV_5400,Mark 22,81,286,4250.0,0.012345679012345678,-0.0,0.3870990558143299,4.5,1.0,0.24691358024691357,5,0.015734265734265736,0.2660905781950872,0.2870353451970314
1,VEV_5500,Mark 01,89,310,1846.0,-0.02247191011235955,0.0,0.23729192272042354,-4.0,0.0,0.06741573033707865,5,-0.012903225806451613,-0.2271847336988259,-0.8934125256806532
1,VEV_5500,Mark 14,3,11,77.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,
1,VEV_5500,Mark 22,92,321,1923.0,0.021739130434782608,-0.0,0.2333822440944817,4.0,1.0,0.11956521739130435,5,0.012461059190031152,0.22325822887437904,0.8934459211586828
1,VEV_6000,Mark 01,98,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,
1,VEV_6000,Mark 22,98,345,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,5,0.0,0.0,
1,VEV_6500,Mark 01,98,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,
1,VEV_6500,Mark 22,98,345,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,5,0.0,0.0,
2,HYDROGEL_PACK,Mark 14,303,1212,12104367.0,0.13366336633663367,0.0,4.06358266619224,313.0,0.0,0.45544554455445546,5,0.25825082508250824,8.990690087575317,0.5725647535914324
2,HYDROGEL_PACK,Mark 22,8,32,319409.0,-3.5,-3.5,4.949747468305833,-117.0,0.0,0.25,5,-3.65625,-20.682873349706515,-2.0000000000000004
2,HYDROGEL_PACK,Mark 38,311,1244,12423776.0,-0.04019292604501608,-0.0,4.11968037768373,-196.0,1.0,0.4533762057877814,5,-0.15755627009646303,-5.557070175812679,-0.17205460288722768
