signal,x_product,y_product,beta,horizon,threshold,day,count,mean_edge,total_edge,hit_rate,t_stat
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,20,1.5,2,7037,-10.49485638455964,-73852.30437814619,0.0,-791.895241983734
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,20,1.5,3,9834,-10.314278424353565,-101430.61402509296,0.0,-899.5169650463686
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,20,2.0,1,300,-7.364092617582212,-2209.227785274664,0.006666666666666667,-32.29161041199952
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,20,2.0,2,5883,-10.434926867406247,-61388.674760950955,0.0,-694.5389575821583
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,20,2.0,3,9785,-10.311852460924877,-100901.47633014992,0.0,-897.4539458190225
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,20,2.5,1,80,-2.0872702384656896,-166.98161907725517,0.0125,-27.076859448482573
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,20,2.5,2,4950,-10.346788857379131,-51216.604844026704,0.0,-604.0203787158889
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,20,2.5,3,9659,-10.30371354611292,-99523.56914190469,0.0,-893.1313170993972
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,50,1.0,1,3169,-10.029835120741186,-31784.547497628817,0.0,-275.32446636726354
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,50,1.0,2,9041,-10.567774727304418,-95543.25130955924,0.00022121446742616967,-895.4091001104086
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,50,1.0,3,9897,-10.34661390509715,-102400.4378187465,0.0,-865.5285274722776
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,50,1.5,1,1080,-9.360251103038172,-10109.071191281226,0.0,-106.4323150848222
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,50,1.5,2,7028,-10.486420019462512,-73698.55989678254,0.0002845759817871372,-780.6071173293249
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,50,1.5,3,9804,-10.337444655521152,-101348.30740272938,0.0,-864.1904809983113
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,50,2.0,1,300,-7.360026351242417,-2208.007905372725,0.0,-32.61948734493198
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,50,2.0,2,5882,-10.422910395451632,-61307.5589460465,0.00034002040122407346,-685.1906644940789
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,50,2.0,3,9755,-10.333761847388399,-100805.84682127382,0.0,-864.1040555224391
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,50,2.5,1,80,-2.1183641842303182,-169.46913473842545,0.0,-30.273768501738562
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,50,2.5,2,4950,-10.339393590621441,-51179.99827357613,0.00040404040404040404,-599.5477442344777
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,50,2.5,3,9629,-10.3234828301986,-99404.81617198233,0.0,-861.3767180019723
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,100,1.0,1,3128,-9.968433991114987,-31181.26152420768,0.00031969309462915604,-273.7890055935554
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,100,1.0,2,8992,-10.560856820128947,-94963.22452659949,0.00011120996441281138,-863.7219177737242
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,100,1.0,3,9847,-10.385430457041554,-102265.3337104882,0.0,-815.5494287215606
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,100,1.5,1,1080,-9.319171154799355,-10064.704847183302,0.000925925925925926,-107.06961253347774
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,100,1.5,2,6998,-10.476751761598159,-73316.30882766392,0.00014289797084881395,-752.1782532048763
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,100,1.5,3,9754,-10.371796963716502,-101166.50758409075,0.0,-817.2406375193453
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,100,2.0,1,300,-7.295647544380393,-2188.694263314118,0.0,-32.903437363547965
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,100,2.0,2,5871,-10.408728730996275,-61109.646379679136,0.00017032873445750298,-666.1466863658536
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,100,2.0,3,9705,-10.365810539447004,-100600.19128533317,0.0,-816.3218810822447
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,100,2.5,1,80,-2.1158540866278925,-169.2683269302314,0.0,-29.390910725752118
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,100,2.5,2,4949,-10.311387213002252,-51031.055317148144,0.00020206102242877348,-589.438923227912
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,100,2.5,3,9579,-10.35401140110636,-99181.07521119782,0.0,-815.4044530060182
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,250,1.0,1,2993,-9.787193597077954,-29293.070436054317,0.001670564650851988,-259.0415035327376
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,250,1.0,2,8844,-10.567182044452755,-93456.15800114017,0.0002261420171867933,-765.6329076133918
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,250,1.0,3,9697,-10.487743488203185,-101699.64860510628,0.0,-718.6751920034908
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,250,1.5,1,1064,-9.142152367528986,-9727.250119050841,0.004699248120300752,-104.08369210705139
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,250,1.5,2,6858,-10.471924567365226,-71816.45868299072,0.00029163021289005544,-655.7264251215245
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,250,1.5,3,9604,-10.466335108943953,-100518.68238629773,0.0,-723.6293497014494
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,250,2.0,1,297,-7.253882293667427,-2154.403041219226,0.010101010101010102,-32.04754571301573
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,250,2.0,2,5752,-10.357844767817696,-59578.32310448738,0.0003477051460361613,-593.8318840329962
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,250,2.0,3,9555,-10.45537553834261,-99901.11326886363,0.0,-725.9430717448586
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,250,2.5,1,77,-1.9902935416423093,-153.25260270645782,0.012987012987012988,-18.412377378335517
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,250,2.5,2,4919,-10.191428504019147,-50131.63681127018,0.0004065867046147591,-549.1363411820884
pair_train_d1,VEV_4000,VEV_5100,0.8097110026639716,250,2.5,3,9429,-10.430718782476047,-98351.24739996665,0.0,-728.2619914633276
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,1,1.0,1,3623,-7.301974014704559,-26455.051855274618,0.0008280430582390284,-359.6386864285664
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,1,1.0,2,9411,-7.492172886140161,-70508.83903146506,0.00021251726702794602,-920.1552433211763
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,1,1.0,3,9999,-7.259714031186301,-72589.88059783183,0.00020002000200020003,-859.3374089871785
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,1,1.5,1,1423,-7.012397171779087,-9978.64117544164,0.0021082220660576245,-170.58467017943067
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,1,1.5,2,8204,-7.451045943073939,-61128.38091697859,0.00024378352023403217,-833.5139651200885
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,1,1.5,3,9998,-7.259607931360482,-72581.5600977421,0.00020004000800160032,-859.3066769314324
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,1,2.0,1,179,-5.198809696945777,-930.5869357532941,0.00558659217877095,-23.843207777875655
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,1,2.0,2,6840,-7.410845060148867,-50690.18021141825,0.00029239766081871346,-725.8888740262838
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,1,2.0,3,9943,-7.254302661913715,-72129.53136740807,0.0002011465352509303,-857.7673105226942
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,1,2.5,1,33,-1.3944060573434083,-46.015399892332475,0.0,-15.720671991316312
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,1,2.5,2,6381,-7.40857280096692,-47274.10304296992,0.0003134304967873374,-694.8141590550474
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,1,2.5,3,9875,-7.248860917531647,-71582.50156062501,0.00020253164556962027,-855.8705033343919
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,5,1.0,1,3619,-7.2937002857001305,-26395.901333948772,0.0,-356.64488546903607
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,5,1.0,2,9407,-7.491458093394334,-70472.1462845605,0.00021260763261401084,-903.1997032294005
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,5,1.0,3,9995,-7.264613353688613,-72609.81047011769,0.0,-857.1415856730993
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,5,1.5,1,1423,-7.0019919200944605,-9963.834502294418,0.0,-172.3329875121824
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,5,1.5,2,8200,-7.447090968840892,-61066.145944495314,0.00024390243902439024,-822.2416140580942
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,5,1.5,3,9994,-7.264565941568635,-72602.07202003694,0.0,-857.0636413270712
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,5,2.0,1,179,-5.1501562053507275,-921.8779607577802,0.0,-24.620629484521366
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,5,2.0,2,6838,-7.409566498128059,-50666.61571419967,0.0002924831822170225,-715.110416761045
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,5,2.0,3,9939,-7.259077906719675,-72147.97531488685,0.0,-856.0658149497175
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,5,2.5,1,33,-1.3704356026620097,-45.224374887846324,0.0,-15.149972603474781
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,5,2.5,2,6381,-7.408556283477832,-47273.99764487205,0.0003134304967873374,-686.2359561296093
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,5,2.5,3,9871,-7.253938170733932,-71603.62368331464,0.0,-853.5009804549456
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,10,1.0,1,3615,-7.286958039577191,-26342.353313071544,0.0005532503457814661,-352.9046952290009
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,10,1.0,2,9402,-7.489419292466771,-70415.52018777258,0.00010636034886194426,-888.7492121608627
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,10,1.0,3,9990,-7.270815241927105,-72635.44426685177,0.0001001001001001001,-839.2156047248894
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,10,1.5,1,1423,-6.995396700622703,-9954.449504986107,0.0014054813773717498,-170.11747064504746
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,10,1.5,2,8195,-7.4428617052216,-60994.25167429101,0.00012202562538133008,-809.8264940978692
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,10,1.5,3,9989,-7.270734799958852,-72627.36991678897,0.00010011012113324657,-839.1584828288405
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,10,2.0,1,179,-5.12462199185953,-917.3073365428559,0.0111731843575419,-23.59471351284353
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,10,2.0,2,6835,-7.40726971343272,-50628.68849131264,0.0001463057790782736,-707.2190723838859
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,10,2.0,3,9934,-7.26473262904655,-72167.85393694844,0.00010066438494060802,-838.7356255797516
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,10,2.5,1,33,-1.1897439369469502,-39.26154991924936,0.06060606060606061,-8.371780386488497
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,10,2.5,2,6381,-7.406427730232357,-47260.41534661267,0.0001567152483936687,-676.6543441883941
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,10,2.5,3,9866,-7.259371318710587,-71620.95743039864,0.00010135819987837016,-836.4573080370493
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,20,1.0,1,3607,-7.265435658963774,-26206.426421882334,0.0013861935126143609,-346.02992629245097
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,20,1.0,2,9392,-7.483592415857174,-70285.89996973058,0.0,-857.2175016265431
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,20,1.0,3,9980,-7.283931614254223,-72693.63751025715,0.0,-823.9420020944913
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,20,1.5,1,1423,-6.974019140754772,-9924.02923729404,0.0014054813773717498,-171.2077618857638
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,20,1.5,2,8185,-7.435503889036643,-60859.599331764926,0.0,-781.7671124636867
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,20,1.5,3,9979,-7.2837476986889245,-72684.51828521678,0.0,-824.0169778146904
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,20,2.0,1,179,-5.085070880906912,-910.2276876823372,0.0111731843575419,-24.01734210157754
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,20,2.0,2,6831,-7.403978172561527,-50576.574896767794,0.0,-684.2781555811043
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,20,2.0,3,9924,-7.276554862531442,-72212.53045576203,0.0,-825.2136042160744
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,20,2.5,1,33,-1.3240477303994358,-43.69357510318138,0.030303030303030304,-11.483272977922235
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,20,2.5,2,6381,-7.404427722957626,-47247.653300192615,0.0,-657.7392129912233
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,20,2.5,3,9856,-7.271428497831723,-71667.19927462946,0.0,-822.4460853274269
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,50,1.0,1,3584,-7.211629623841446,-25846.480571847744,0.00027901785714285713,-339.3949138239863
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,50,1.0,2,9362,-7.47950437486293,-70023.11995746676,0.00021362956633198035,-801.8132174011766
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,50,1.0,3,9950,-7.322301288123872,-72856.89781683253,0.0,-762.202546651958
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,50,1.5,1,1422,-6.889696121292571,-9797.147884478036,0.0007032348804500703,-168.91550126393136
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,50,1.5,2,8155,-7.425411716816999,-60554.23255064263,0.0002452483139178418,-732.4028697984876
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,50,1.5,3,9949,-7.322103406556243,-72847.60679182806,0.0,-762.2670693345334
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,50,2.0,1,179,-4.990560433740389,-893.3103176395296,0.00558659217877095,-23.560847390437292
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,50,2.0,2,6813,-7.400731873926173,-50421.18625705902,0.0002935564362248642,-644.5338541064751
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,50,2.0,3,9894,-7.313974627395389,-72364.46496344998,0.0,-763.3264976781822
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,50,2.5,1,33,-1.2816992591453353,-42.296075551796065,0.0,-11.61515919510255
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,50,2.5,2,6367,-7.4036173329434405,-47138.831558850885,0.00031411967959792684,-620.5798931291876
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,50,2.5,3,9826,-7.306608213786665,-71794.73230866776,0.0,-763.2810825785599
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,100,1.0,1,3535,-7.120237981316751,-25170.041263954714,0.0014144271570014145,-324.97881821741703
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,100,1.0,2,9312,-7.485791043227019,-69707.68619453,0.00010738831615120275,-723.4886068368043
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,100,1.0,3,9900,-7.385460607081918,-73116.06001011099,0.00030303030303030303,-690.6423491721239
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,100,1.5,1,1396,-6.7648601407757605,-9443.744756522961,0.0028653295128939827,-162.63549976530058
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,100,1.5,2,8105,-7.418271618643753,-60125.09146910762,0.00012338062924120913,-659.5496205526773
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,100,1.5,3,9899,-7.38504715478837,-73104.58178525008,0.000303060915243964,-691.0506311778078
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,100,2.0,1,179,-4.792304869453633,-857.8225716322003,0.0111731843575419,-23.51143464083153
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,100,2.0,2,6763,-7.397646930586455,-50030.286191556195,0.0001478633742422002,-579.6971810808807
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,100,2.0,3,9844,-7.3715019362716685,-72565.06506065831,0.000304754164973588,-698.069926231807
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,100,2.5,1,33,-1.156793973108013,-38.17420111256443,0.030303030303030304,-9.665053229759444
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,100,2.5,2,6320,-7.398061225140897,-46755.74694289047,0.00015822784810126583,-558.4622693016956
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,100,2.5,3,9776,-7.3574139868914905,-71926.0791358512,0.00030687397708674305,-703.3531265211415
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,250,1.0,1,3386,-6.910497459594008,-23398.94439818531,0.002362669816893089,-290.78307674157423
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,250,1.0,2,9162,-7.531531157462651,-69003.88846467281,0.0003274394237066143,-575.3964966570521
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,250,1.0,3,9750,-7.543517722319224,-73549.29779261243,0.00020512820512820512,-562.6906449270524
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,250,1.5,1,1275,-6.369321384935402,-8120.884765792637,0.00392156862745098,-143.99700734510643
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,250,1.5,2,7955,-7.456165812451053,-59313.79903804812,0.0003771213073538655,-513.9382964651996
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,250,1.5,3,9749,-7.543101101935066,-73537.69264276496,0.00020514924607652066,-562.8737247267867
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,250,2.0,1,154,-4.279091221772754,-658.9800481530041,0.01948051948051948,-20.560066043902317
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,250,2.0,2,6613,-7.443034242674275,-49220.785446804985,0.0004536518977771057,-448.2707462793068
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,250,2.0,3,9694,-7.519169973838645,-72890.83372639182,0.00020631318341242006,-575.17299770514
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,250,2.5,1,30,-0.9371750314030282,-28.115250942090846,0.1,-5.055979279793214
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,250,2.5,2,6170,-7.423530702393347,-45803.184433766946,0.00048622366288492705,-431.03395077393856
pair_train_d1,VEV_4000,VEV_5200,0.5820500089722938,250,2.5,3,9626,-7.493719245806702,-72134.54146013531,0.00020777062123415748,-586.0681014778428
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,1,1.0,1,3109,-4.655947898723018,-14475.342017129862,0.0009649404953361209,-276.74394836943185
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,1,1.0,2,9912,-4.8787545951910385,-48358.215547533575,0.00020177562550443906,-830.1142856101875
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,1,1.0,3,9999,-4.67828350011893,-46778.15671768918,0.00020002000200020003,-774.369416042182
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,1,1.5,1,1373,-4.469660646843764,-6136.8440681164875,0.0014566642388929353,-142.54506199155057
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,1,1.5,2,9778,-4.876785325449445,-47685.20691224467,0.00020454080589077522,-825.6194104069139
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,1,1.5,3,9999,-4.67828350011893,-46778.15671768918,0.00020002000200020003,-774.369416042182
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,1,2.0,1,473,-4.133231622528237,-1955.0185574558561,0.0021141649048625794,-60.78748304200309
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,1,2.0,2,9602,-4.874304016326379,-46803.06716476589,0.00020828993959591752,-816.4481583158283
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,1,2.0,3,9999,-4.67828350011893,-46778.15671768918,0.00020002000200020003,-774.369416042182
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,1,2.5,1,140,-3.4777641223965774,-486.88697713552085,0.007142857142857143,-23.672960106002375
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,1,2.5,2,9305,-4.865664245429634,-45275.00580372274,0.00021493820526598603,-800.380537842703
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,1,2.5,3,9999,-4.67828350011893,-46778.15671768918,0.00020002000200020003,-774.369416042182
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,5,1.0,1,3109,-4.637600897875912,-14418.301191496212,0.000321646831778707,-271.3177312129844
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,5,1.0,2,9908,-4.880190059624824,-48352.92311076276,0.00010092854259184497,-821.887197603321
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,5,1.0,3,9995,-4.681595038313824,-46792.54240794667,0.0,-758.0646058675602
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,5,1.5,1,1373,-4.455976578730394,-6118.055842596831,0.0,-141.92908596363426
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,5,1.5,2,9774,-4.878129951971665,-47678.84215057106,0.0001023122570083896,-816.9041484275706
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,5,1.5,3,9995,-4.681595038313824,-46792.54240794667,0.0,-758.0646058675602
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,5,2.0,1,473,-4.102596218799843,-1940.5280114923257,0.0,-59.57857029039383
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,5,2.0,2,9598,-4.8755151097257,-46795.19402314727,0.00010418837257762034,-809.1906349783608
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,5,2.0,3,9995,-4.681595038313824,-46792.54240794667,0.0,-758.0646058675602
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,5,2.5,1,140,-3.428984577625596,-480.0578408675834,0.0,-23.37600437139077
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,5,2.5,2,9301,-4.865843935172924,-45257.21444104337,0.00010751532093323298,-794.9144139823512
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,5,2.5,3,9995,-4.681595038313824,-46792.54240794667,0.0,-758.0646058675602
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,10,1.0,1,3106,-4.6278530416494394,-14374.111547363158,0.0009658725048293626,-270.74484732806985
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,10,1.0,2,9903,-4.882294807904852,-48349.36548268175,0.00010097950116126426,-808.066995206813
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,10,1.0,3,9990,-4.685959585919009,-46812.736263330895,0.0001001001001001001,-742.490462354095
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,10,1.5,1,1373,-4.446058616758367,-6104.438480809237,0.0014566642388929353,-140.94189903074027
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,10,1.5,2,9769,-4.879937610973312,-47672.11052159828,0.00010236462278636504,-803.8266833237151
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,10,1.5,3,9990,-4.685959585919009,-46812.736263330895,0.0001001001001001001,-742.490462354095
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,10,2.0,1,473,-4.089022589441836,-1934.1076848059881,0.004228329809725159,-59.33309749243917
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,10,2.0,2,9593,-4.87755802956037,-46790.41417757263,0.00010424267695194412,-794.9238429951139
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,10,2.0,3,9990,-4.685959585919009,-46812.736263330895,0.0001001001001001001,-742.490462354095
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,10,2.5,1,140,-3.420366798070411,-478.8513517298575,0.014285714285714285,-22.676606479889674
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,10,2.5,2,9296,-4.868127453486627,-45254.11280761169,0.00010757314974182444,-779.9701759319097
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,10,2.5,3,9990,-4.685959585919009,-46812.736263330895,0.0001001001001001001,-742.490462354095
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,20,1.0,1,3102,-4.608759056101177,-14296.37059202585,0.002256608639587363,-264.9170228859033
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,20,1.0,2,9893,-4.8856714145535545,-48333.94730417831,0.0,-781.8618837789792
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,20,1.0,3,9980,-4.69504420477214,-46856.54116362596,0.0,-721.4406404096029
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,20,1.5,1,1373,-4.425973801726092,-6076.862029769924,0.005098324836125273,-137.7394856532108
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,20,1.5,2,9759,-4.883329486111578,-47656.41245496289,0.0,-777.8644516286233
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,20,1.5,3,9980,-4.69504420477214,-46856.54116362596,0.0,-721.4406404096029
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,20,2.0,1,473,-4.06684611613934,-1923.6182129339077,0.010570824524312896,-58.1349682827511
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,20,2.0,2,9583,-4.880538932884535,-46770.2045938325,0.0,-769.6833777529116
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,20,2.0,3,9980,-4.69504420477214,-46856.54116362596,0.0,-721.4406404096029
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,20,2.5,1,140,-3.3697231100207645,-471.761235402907,0.02142857142857143,-22.945983580971312
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,20,2.5,2,9286,-4.868958038922908,-45213.144349438124,0.0,-757.0209467386325
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,20,2.5,3,9980,-4.69504420477214,-46856.54116362596,0.0,-721.4406404096029
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,50,1.0,1,3085,-4.548769488048526,-14032.953870629703,0.0006482982171799027,-262.03937997984434
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,50,1.0,2,9863,-4.901279692284601,-48341.32160500302,0.0002027780594139714,-729.8805184165759
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,50,1.0,3,9950,-4.721643744986292,-46980.3552626136,0.00010050251256281407,-673.3722339629197
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,50,1.5,1,1372,-4.378245973419984,-6006.953475532218,0.0014577259475218659,-139.55815566253239
pair_train_d1,VEV_4000,VEV_5300,0.3689729247686192,50,1.5,2,9729,-4.8988163670823015,-47660.58443534371,0.00020557097337855896,-726.9804597374421
