a,b,category_a,category_b,same_category,return_corr_mean,return_corr_min,return_corr_max,return_corr_std,price_corr_mean,price_corr_min
PANEL_4X4,UV_VISOR_MAGENTA,panel,visor,False,0.008413018403095733,-0.0038270232276165,0.01975033772672366,0.009646559596235737,0.23807280988802837,0.0393700074953295
OXYGEN_SHAKE_MINT,TRANSLATOR_GRAPHITE_MIST,oxygen,translator,False,0.008412494583624643,0.0016322850426538577,0.014432999960119843,0.005253407682174825,-0.4406864537428609,-0.4817321739776684
GALAXY_SOUNDS_SOLAR_FLAMES,SLEEP_POD_LAMB_WOOL,galaxy,sleep,False,0.00839853666099105,-0.0010365669679238457,0.016551343144784524,0.007237258228982725,-0.06643931174672824,-0.6144822406165475
TRANSLATOR_ECLIPSE_CHARCOAL,UV_VISOR_AMBER,translator,visor,False,0.008384121102397724,-0.006065492088350339,0.019668339474881516,0.010741580113366863,0.024479225319124175,-0.4194060881660908
GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE_MORNING_BREATH,galaxy,oxygen,False,0.008372015044941492,0.004706320541722103,0.010266129148332588,0.002592520108610775,0.13095430148096718,-0.43913223936345536
GALAXY_SOUNDS_SOLAR_WINDS,PANEL_2X4,galaxy,panel,False,0.008267150571931756,0.004560730088841704,0.013230255994321084,0.0036491654419369855,0.05347431443446334,-0.7254900818252881
SNACKPACK_STRAWBERRY,TRANSLATOR_SPACE_GRAY,snack,translator,False,0.008260484474896294,0.004358321011824999,0.015112380406511488,0.00486059938643358,-0.35171069608988753,-0.5778745614314214
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_MINT,galaxy,oxygen,False,0.008254105083261548,-0.01272703690844741,0.02280497440440417,0.01520180388303808,-0.23156338241144062,-0.5907149559698012
GALAXY_SOUNDS_DARK_MATTER,ROBOT_VACUUMING,galaxy,robot,False,0.008247760424647187,0.0013387240896924018,0.014436350316493034,0.005371296274475103,-0.02736973496381569,-0.506259911891375
MICROCHIP_OVAL,ROBOT_MOPPING,microchip,robot,False,0.008237323943726454,0.0006690100363526293,0.020304637526251966,0.008624392356886518,0.050097961175067186,-0.9334700756363309
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_STRAWBERRY,oxygen,snack,False,0.008210304120007804,-0.0060799470109814905,0.01846631107207909,0.010419086365621015,0.04024653149568356,-0.7670413423867277
SLEEP_POD_LAMB_WOOL,SNACKPACK_RASPBERRY,sleep,snack,False,0.008203108099778632,0.0023759171168631042,0.012923107019202297,0.004376468089536431,0.4062843942972245,0.26653091522593786
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_DISHES,oxygen,robot,False,0.008191145514749533,0.005911904431121625,0.009663626574423375,0.0016344216229445296,0.05729488885994177,-0.11008536814802578
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_COTTON,galaxy,sleep,False,0.008187157593633747,-0.006651577379924685,0.019599624533541984,0.01098744389304473,0.526080119348623,0.24814864674807313
PANEL_1X2,PEBBLES_XS,panel,pebbles,False,0.008170155868932825,0.0017291283955750318,0.018745222525851372,0.007536779809309276,-0.17294584719939465,-0.6754689934787191
MICROCHIP_CIRCLE,MICROCHIP_SQUARE,microchip,microchip,True,0.00813784217205665,-0.004091791429980449,0.015927526898665632,0.008755117973628445,-0.5225835354341032,-0.5891739794434936
SNACKPACK_VANILLA,TRANSLATOR_ECLIPSE_CHARCOAL,snack,translator,False,0.008129405278596107,-0.005021496769498423,0.018372138102638588,0.009769292854296358,-0.23460292742630642,-0.5331945574724133
SNACKPACK_VANILLA,UV_VISOR_RED,snack,visor,False,0.008083348774840134,0.003849440138572706,0.010642476818931254,0.0030155159159610907,-0.18690451716673587,-0.5037118762877844
PANEL_1X2,PANEL_4X4,panel,panel,True,0.008077014656355021,0.007297126644075917,0.009593929814989393,0.0010727637087846178,0.0588968702841061,-0.8647249038043414
PANEL_1X4,PEBBLES_M,panel,pebbles,False,0.008039225958938205,0.007701330239097988,0.008272289784495577,0.00024459625939406496,-0.3542499018055838,-0.7351413729647761
PEBBLES_XL,SLEEP_POD_SUEDE,pebbles,sleep,False,0.00802556635518753,-0.004956750558752861,0.02230685302967914,0.011168154487527187,-0.05642197034625662,-0.5290483618934259
TRANSLATOR_ASTRO_BLACK,TRANSLATOR_SPACE_GRAY,translator,translator,True,0.008011594787791058,-0.009281597261437248,0.019000115545561892,0.012376738393572324,-0.021537607247330448,-0.5418055863348752
TRANSLATOR_GRAPHITE_MIST,UV_VISOR_ORANGE,translator,visor,False,0.007988654870991804,-0.0019239518605135102,0.0174631981611007,0.007920829972259222,0.041038645195157174,-0.1176396901100267
SNACKPACK_PISTACHIO,TRANSLATOR_GRAPHITE_MIST,snack,translator,False,0.007978577842410328,0.0010790239491479245,0.019553664447950383,0.008235028435396436,0.08960518156319157,-0.3709038867367494
PEBBLES_L,SNACKPACK_STRAWBERRY,pebbles,snack,False,0.007978263361313192,0.005488004196147973,0.009983638508368472,0.0018670862059311203,0.016454339888547064,-0.487739067892383
GALAXY_SOUNDS_PLANETARY_RINGS,PANEL_2X4,galaxy,panel,False,0.007954111702100463,0.004316917186761054,0.010575708248027588,0.00265414089223528,0.20652958756972414,-0.21044897913113256
GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP_TRIANGLE,galaxy,microchip,False,0.007949904581323289,0.005545775907275794,0.009535910867712747,0.0017286386612043914,-0.31238738824998047,-0.717304849047021
SLEEP_POD_NYLON,TRANSLATOR_VOID_BLUE,sleep,translator,False,0.007949165009892725,-0.006809459095952597,0.015456854591938667,0.010436449585090796,-0.26082600967238384,-0.6798451802478942
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_MINT,galaxy,oxygen,False,0.007942326947633936,0.0024767705887602074,0.01649765079990662,0.006126786424996273,-0.05154814673472436,-0.7169885790619246
PANEL_4X4,SLEEP_POD_LAMB_WOOL,panel,sleep,False,0.007918853466600567,6.0000512748843494e-05,0.012940264735735034,0.005628120355211134,-0.011242852856432303,-0.7956138374574487
TRANSLATOR_ECLIPSE_CHARCOAL,UV_VISOR_RED,translator,visor,False,0.007915399922303534,0.001908257032507857,0.012738877877839406,0.00450010251596411,-0.30125085290488324,-0.636511963096387
SLEEP_POD_COTTON,SNACKPACK_STRAWBERRY,sleep,snack,False,0.00787231348984022,-5.162033263888743e-05,0.01609959758001589,0.0065971951643204055,0.29185299655619434,-0.2418572910530564
GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_MINT,galaxy,oxygen,False,0.007867620737184092,-0.0012141880162436008,0.01443304458486061,0.006631144534879021,0.08170013316597569,-0.2574407729175132
OXYGEN_SHAKE_EVENING_BREATH,TRANSLATOR_SPACE_GRAY,oxygen,translator,False,0.007858037523332962,0.0003287771377906791,0.021273464335045112,0.009509826386257372,0.3958764602571445,0.1174738157729135
PEBBLES_XS,UV_VISOR_YELLOW,pebbles,visor,False,0.007815836056847941,-0.013531996889123724,0.02586632820381293,0.016252412073100124,-0.004008214783186877,-0.8852418715620964
GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_ECLIPSE_CHARCOAL,galaxy,translator,False,0.00777889139578469,0.006518959670229395,0.008580365473064266,0.0009018447879900388,-0.0019008983295483867,-0.7264153612932943
GALAXY_SOUNDS_SOLAR_FLAMES,SLEEP_POD_SUEDE,galaxy,sleep,False,0.007768854519188322,0.002381845358236773,0.010981752699124126,0.003832724921540111,-0.22597065478439435,-0.4375463029447434
OXYGEN_SHAKE_GARLIC,SNACKPACK_PISTACHIO,oxygen,snack,False,0.007757963820280309,-0.009577092214722145,0.017550984139139067,0.012292134577930212,-0.45647910272486153,-0.6975592645090924
OXYGEN_SHAKE_GARLIC,SLEEP_POD_SUEDE,oxygen,sleep,False,0.007748991261271147,-0.004435447929951166,0.014364316887710749,0.00862627995229055,-0.07410320207893654,-0.3289298612811793
PANEL_1X4,SNACKPACK_RASPBERRY,panel,snack,False,0.007737395787107652,-0.0014643317980176898,0.015452613461716159,0.006985844879266285,-0.018347800576415607,-0.3968159535923139
OXYGEN_SHAKE_CHOCOLATE,UV_VISOR_YELLOW,oxygen,visor,False,0.00773300792623022,0.0036369483542883193,0.011994296998131688,0.0034138731356462087,-0.2516948073676026,-0.9380307045945798
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_MAGENTA,galaxy,visor,False,0.007728876506267812,0.006181544863909488,0.009601078320289164,0.0014147927377422362,-0.26745529592149087,-0.6954126739468534
PANEL_2X4,TRANSLATOR_SPACE_GRAY,panel,translator,False,0.007728299970832536,-0.0019211670272638447,0.021185200089194983,0.009809806676794288,-0.328793142606114,-0.8091451260224618
PANEL_1X2,TRANSLATOR_ECLIPSE_CHARCOAL,panel,translator,False,0.007724336420457205,0.0057191173930302135,0.01149125707355549,0.00266546976301155,-0.5705921308898203,-0.6963880829203465
ROBOT_VACUUMING,SNACKPACK_VANILLA,robot,snack,False,0.007723814345643409,0.0028537414095901365,0.017289579627559545,0.006764392124406196,-0.2746955117471274,-0.44876080168977717
PANEL_1X4,SNACKPACK_STRAWBERRY,panel,snack,False,0.007711152939609789,0.0010722255199851723,0.013224273314435379,0.0050245163963801775,0.11703200697262932,-0.29075219918285466
PANEL_2X2,SNACKPACK_STRAWBERRY,panel,snack,False,0.007711139717108961,-0.00514251948371842,0.015379106519191138,0.009145229637781156,-0.1184421039218152,-0.44170242977266694
MICROCHIP_SQUARE,SLEEP_POD_POLYESTER,microchip,sleep,False,0.007700851883342565,-0.0029876709890952055,0.022462312831797976,0.010781683157072055,0.5815405449957254,0.5294917272723685
GALAXY_SOUNDS_DARK_MATTER,PANEL_1X4,galaxy,panel,False,0.007687322976563295,-0.004811978826266766,0.016662718327436876,0.009114241309526799,-0.06575862792868366,-0.5544592515621614
UV_VISOR_RED,UV_VISOR_YELLOW,visor,visor,True,0.0076763196418334735,-0.00850213465222382,0.019675048120892123,0.011876896007903188,-0.2588960248900343,-0.6985789786615816
PANEL_1X2,SLEEP_POD_LAMB_WOOL,panel,sleep,False,0.007660544013300152,-0.0010726014627678332,0.01434974306262571,0.0064599001752622,0.5580849973044798,0.33710721314144654
GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_CIRCLE,galaxy,microchip,False,0.007624535502466335,-0.002681014471725002,0.020771163022704854,0.009782806295555847,-0.17849748658994824,-0.6765094031596253
TRANSLATOR_VOID_BLUE,UV_VISOR_ORANGE,translator,visor,False,0.007596085026558622,0.005068699304572939,0.011417441895707318,0.002748624397692864,0.12585023342190957,-0.014248501372336382
PEBBLES_M,ROBOT_LAUNDRY,pebbles,robot,False,0.0075428015841844465,-0.0001935385432158293,0.018484554936854247,0.007955031928329333,-0.007979606677196308,-0.7574396748266983
MICROCHIP_SQUARE,SNACKPACK_CHOCOLATE,microchip,snack,False,0.007527816660693835,-0.0015405238364298505,0.013010395463302009,0.006458873911873408,-0.2327441740315379,-0.5418346052563114
OXYGEN_SHAKE_MINT,SLEEP_POD_LAMB_WOOL,oxygen,sleep,False,0.007518086435966391,-0.0061390815059187065,0.017075102615141214,0.009910701941489302,-0.03282089769607377,-0.1399541602312341
PANEL_2X2,SNACKPACK_PISTACHIO,panel,snack,False,0.007494807421763806,-0.00672072985882865,0.015548877248555517,0.010081554478931583,-0.25246064049820643,-0.5778644317220308
OXYGEN_SHAKE_MINT,TRANSLATOR_ECLIPSE_CHARCOAL,oxygen,translator,False,0.007491889478766552,0.004142058232497402,0.013908940693031509,0.004539007013178568,0.07239741407931533,-0.6615738268821445
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_VOID_BLUE,galaxy,translator,False,0.007480580961642703,0.0038014722026744963,0.011660172780729176,0.0032277604376180343,-0.1631407692338883,-0.6235544153682018
ROBOT_DISHES,SLEEP_POD_SUEDE,robot,sleep,False,0.007479181792930069,0.0013733303091210069,0.017935109014332547,0.0074281221342588225,0.05933708987744176,-0.556948491595779
TRANSLATOR_VOID_BLUE,UV_VISOR_YELLOW,translator,visor,False,0.007472573172256233,-0.003965308486969167,0.017497076069894934,0.0088187949803987,-0.04725315894484402,-0.6420417192845924
OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD_NYLON,oxygen,sleep,False,0.007455885434697679,-0.004585700890734053,0.021364591890201713,0.010676111247052542,0.3459908085921842,-0.31655154480617564
ROBOT_DISHES,SNACKPACK_VANILLA,robot,snack,False,0.007419918449029338,-0.005970401343396683,0.020374093490984284,0.010759515748155334,-0.048849860314628867,-0.6375281223451371
PEBBLES_L,UV_VISOR_ORANGE,pebbles,visor,False,0.007419598711824024,-0.0032041959596355346,0.02646695362564011,0.01349843336083631,0.17241474622361386,-0.5880046000127598
ROBOT_MOPPING,TRANSLATOR_SPACE_GRAY,robot,translator,False,0.007414251867295034,-0.010690706042214003,0.019493917995937998,0.013038557892256209,0.26282271160595755,-0.5006575231855395
PANEL_2X4,SLEEP_POD_NYLON,panel,sleep,False,0.0073637798110958415,0.003063458697857516,0.01346947574475392,0.004435901364753195,0.24576696045238963,-0.7510433575886276
TRANSLATOR_SPACE_GRAY,UV_VISOR_RED,translator,visor,False,0.007360414793539659,-0.00468425164628487,0.013864340579400131,0.008525937822689579,-0.2462271726065641,-0.762680522545559
SLEEP_POD_LAMB_WOOL,SNACKPACK_VANILLA,sleep,snack,False,0.0073533591315883,-0.0005319528506750302,0.01586156723102918,0.0067071044346973824,0.28553119843637415,-0.22182607995683354
ROBOT_VACUUMING,SNACKPACK_STRAWBERRY,robot,snack,False,0.00734996387957922,0.0036701817132306423,0.010775522284069462,0.002906307903821397,-0.011934792771808775,-0.33638334335358866
MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,microchip,microchip,True,0.007326635503944611,0.004094035210997825,0.011337544803479808,0.0030079263606231127,0.13035021510128514,-0.1727074503567185
PEBBLES_XL,ROBOT_VACUUMING,pebbles,robot,False,0.007297480274027337,0.00011595777617996262,0.01347772279891941,0.005500673432644822,-0.013196793574213309,-0.3062218929839971
GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_OVAL,galaxy,microchip,False,0.007292273508163993,0.0028592149807644077,0.012442878780327606,0.003945276327792146,-0.36518676422895463,-0.7897655780221197
ROBOT_LAUNDRY,TRANSLATOR_VOID_BLUE,robot,translator,False,0.007276768933756724,0.00206496127911372,0.0126960026165418,0.004342582115699464,0.1327656813177139,-0.05272892931452494
PANEL_2X4,TRANSLATOR_ECLIPSE_CHARCOAL,panel,translator,False,0.007252129434436299,-0.003185110791951222,0.02381411186318902,0.011842687090339322,-0.19138866038185967,-0.7034074370096058
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_VANILLA,galaxy,snack,False,0.0072435230694659234,-3.7898461335178625e-05,0.015399441663353134,0.0063325311614623545,0.3061039991765301,0.18701997342584467
MICROCHIP_SQUARE,UV_VISOR_YELLOW,microchip,visor,False,0.007223681948720156,-0.002925826918103793,0.026537331272628275,0.013662735826105023,0.4584784923848142,0.08255132272744614
PANEL_1X2,SNACKPACK_CHOCOLATE,panel,snack,False,0.007197318086272208,-0.006886393214754574,0.02352692042374486,0.012517332823705558,-0.4104034012930038,-0.618957378497249
OXYGEN_SHAKE_MORNING_BREATH,TRANSLATOR_GRAPHITE_MIST,oxygen,translator,False,0.007196115911347522,-0.0039733641153972404,0.02198542741976983,0.010902357526650624,-0.2133527376608814,-0.6063880240129004
PANEL_2X4,SNACKPACK_STRAWBERRY,panel,snack,False,0.007189140904700241,0.004890684449037464,0.010245149387264714,0.00225062769004166,0.3096268246354088,-0.2150607511949808
ROBOT_VACUUMING,TRANSLATOR_GRAPHITE_MIST,robot,translator,False,0.007188308321102764,-0.011563067289616131,0.01715127451459595,0.01326789260774211,-0.118055559442598,-0.6070531437003915
GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT_VACUUMING,galaxy,robot,False,0.00712438950296167,0.001051535858358251,0.01611496218025001,0.006486473947327326,0.294894893483443,-0.16326841572694178
ROBOT_LAUNDRY,TRANSLATOR_SPACE_GRAY,robot,translator,False,0.007103454283991696,-0.0021153758781870353,0.021266538377963256,0.010165717347274866,-0.46093491672390646,-0.7070506715803474
ROBOT_DISHES,SNACKPACK_CHOCOLATE,robot,snack,False,0.0071011092897843185,-0.002964763853669435,0.018134644259788724,0.008640930997004451,0.09314594628471494,-0.23207216077841022
GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_EVENING_BREATH,galaxy,oxygen,False,0.007097987409048888,0.006249744110380744,0.007958751102486537,0.0006977553510987979,0.4201145235215211,0.11218196869741523
OXYGEN_SHAKE_CHOCOLATE,ROBOT_IRONING,oxygen,robot,False,0.007090493327439422,-0.005821661324828193,0.026386742860778887,0.013902345740527717,-0.06774001866307544,-0.7507092435875444
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,oxygen,oxygen,True,0.0070650677078796485,0.002536425473849661,0.013533586265166176,0.004694445404210228,-0.43893138435948,-0.8716716378787494
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_VANILLA,oxygen,snack,False,0.007057771754081771,0.002445111511221433,0.012047509625534915,0.00392921985810005,-0.12135058518446236,-0.6243697966682858
PEBBLES_XL,UV_VISOR_ORANGE,pebbles,visor,False,0.007043765039995019,-0.021017273873111628,0.021538969512344668,0.019845778070344832,-0.08638776494916774,-0.33188387804505565
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,oxygen,oxygen,True,0.007030213760135465,0.003951792021130079,0.012638472016237233,0.003971956439571015,0.014655605346926911,-0.43020430341849153
SLEEP_POD_NYLON,TRANSLATOR_ASTRO_BLACK,sleep,translator,False,0.007028055448849413,-0.00803580089024461,0.022891537191507196,0.012638686925343213,-0.352961200769305,-0.7440514460713213
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_LAUNDRY,galaxy,robot,False,0.0070198067714001555,-0.00826093614885834,0.018163336858629676,0.011177296885887323,-0.31838420987906485,-0.5233429748368504
TRANSLATOR_ASTRO_BLACK,UV_VISOR_ORANGE,translator,visor,False,0.0070175810465172815,-0.003459245502750339,0.0197377659985744,0.009602077148224156,0.05412691733212375,-0.5153222739667038
PEBBLES_XS,TRANSLATOR_ECLIPSE_CHARCOAL,pebbles,translator,False,0.006985242170067525,-0.00041805396078430535,0.011249192926667474,0.005255015351535828,0.22771908495619395,-0.47573237970069393
GALAXY_SOUNDS_DARK_MATTER,PEBBLES_L,galaxy,pebbles,False,0.006975510780778194,0.00085476069723529,0.012865203890213183,0.004905964187727708,0.1768754035818693,-0.6750040394159198
PEBBLES_S,TRANSLATOR_GRAPHITE_MIST,pebbles,translator,False,0.006962007276069386,-0.011114461560127372,0.016520412247048,0.01278904796022957,0.26360053849354176,-0.5326332966773234
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,translator,translator,True,0.0069147866541101844,-0.012910662971632467,0.02327132801586673,0.014973512421669397,-0.1399293545779349,-0.6101941216838898
SLEEP_POD_COTTON,UV_VISOR_RED,sleep,visor,False,0.006914000985963921,-0.00025100647957619605,0.020311253672872738,0.009480938632108181,-0.14962248759623584,-0.25063295461709834
PANEL_4X4,SNACKPACK_PISTACHIO,panel,snack,False,0.006900655852054678,-0.008754271926100265,0.037074667497527136,0.02134128658154232,0.10724689187437787,-0.3552873830589505
GALAXY_SOUNDS_DARK_MATTER,ROBOT_MOPPING,galaxy,robot,False,0.006855969612298837,0.0033876505618510707,0.00936437117752627,0.002532637428095203,0.42228157233751246,0.13286204501496648
SLEEP_POD_NYLON,SLEEP_POD_SUEDE,sleep,sleep,True,0.006853203263450544,0.0023320666249344517,0.014639545684774371,0.00552959834618274,-0.08198720225426288,-0.5268422991031471
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_DISHES,galaxy,robot,False,0.0068485380264972405,-0.010667379631885297,0.023839571253303674,0.014092292044426136,0.27133937226989097,-0.3978471330681076
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_MINT,oxygen,oxygen,True,0.006824375492505416,0.0034621582365518357,0.010434767895707105,0.0028519600911794045,0.13532204892646651,-0.5070433928593131
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC,oxygen,oxygen,True,0.00681566352012401,0.006128457254893064,0.007661660099057322,0.000635918502709592,0.28122939079284676,-0.6280936567122081
SNACKPACK_RASPBERRY,UV_VISOR_ORANGE,snack,visor,False,0.006790434047205285,-0.012461385149603123,0.022431816598519994,0.014472049420340078,-0.1193336615353568,-0.6767477709833712
TRANSLATOR_ECLIPSE_CHARCOAL,UV_VISOR_YELLOW,translator,visor,False,0.006785910441505043,-0.013490035706427043,0.02349725833121151,0.015308924425828483,0.2900473883304233,-0.16520380919786506
ROBOT_VACUUMING,SNACKPACK_RASPBERRY,robot,snack,False,0.0067638173688392604,0.003168009113510863,0.009368800421444137,0.0026266270066252003,-0.19365452388568072,-0.5319960467626926
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,galaxy,galaxy,True,0.006761110433465253,-0.002324675981021011,0.01543938572956082,0.007257870261449469,0.2364829178258457,-0.013601208662307162
SLEEP_POD_POLYESTER,UV_VISOR_AMBER,sleep,visor,False,0.006757423647224586,-0.0025662316710774297,0.024547988188361514,0.012584690262041771,-0.5285361662964544,-0.8362622594147298
PEBBLES_L,PEBBLES_S,pebbles,pebbles,True,0.0067344692911732035,-0.006745132819067276,0.01442793867565125,0.009563271339530206,0.23521161970108237,-0.21952105312251896
MICROCHIP_OVAL,OXYGEN_SHAKE_GARLIC,microchip,oxygen,False,0.006732276652971603,-0.0026550689228209408,0.016717486985847466,0.007920103631874292,-0.43216655596517217,-0.9275586462198476
OXYGEN_SHAKE_MINT,PANEL_2X4,oxygen,panel,False,0.006729354782986863,0.0011315579746824112,0.012428246464298383,0.0046124077470714245,0.106085495915358,-0.1597520682019108
MICROCHIP_CIRCLE,UV_VISOR_AMBER,microchip,visor,False,0.0067254989237042545,-0.004312010137547509,0.022570642900219484,0.011489249284906477,0.23754790229519915,-0.1806018804911408
MICROCHIP_RECTANGLE,UV_VISOR_AMBER,microchip,visor,False,0.006723220189004234,-1.980825348786094e-06,0.017347136266420215,0.007600348690386661,0.3995929435246741,-0.2122266416786101
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_NYLON,galaxy,sleep,False,0.0067010504650756334,-0.005105201567430229,0.013397180673153498,0.008373352412645666,-0.0037652093998291427,-0.4319662808725731
OXYGEN_SHAKE_CHOCOLATE,SLEEP_POD_POLYESTER,oxygen,sleep,False,0.006679417221472063,0.00019496451749817856,0.016615970440883827,0.0071344286087712955,-0.19596873702112294,-0.6339826001318593
SLEEP_POD_SUEDE,UV_VISOR_YELLOW,sleep,visor,False,0.0066732334719316645,-0.006481455097104449,0.013333774667470885,0.009302017531598563,0.24363075960630506,-0.053560282692548734
ROBOT_DISHES,UV_VISOR_MAGENTA,robot,visor,False,0.006669974783229827,0.0038761664703476453,0.011889264375322115,0.003693657093408067,0.16073012149428245,-0.2869764905240073
PANEL_1X2,UV_VISOR_AMBER,panel,visor,False,0.006660551745331857,-0.002347791523725274,0.01308694923271042,0.006560367803166735,-0.0005985554624048373,-0.5875876407037437
OXYGEN_SHAKE_GARLIC,UV_VISOR_MAGENTA,oxygen,visor,False,0.006656340245123338,0.0006683791723408912,0.010378579111793578,0.004275676831605278,0.11414629013474482,-0.11917125641958506
UV_VISOR_AMBER,UV_VISOR_MAGENTA,visor,visor,True,0.006646059123239682,0.00017606527519589696,0.012986585807876472,0.005230674296197903,-0.3303818599204104,-0.7501475919753636
ROBOT_VACUUMING,SNACKPACK_CHOCOLATE,robot,snack,False,0.006637266648446209,-0.003830723271674584,0.01202589677687819,0.007403063409207037,0.22582401751345316,0.053173230995344115
OXYGEN_SHAKE_EVENING_BREATH,PANEL_4X4,oxygen,panel,False,0.00661088737203656,-0.002457860850605322,0.01335530462896928,0.006661628251897496,0.2684193451061545,0.19351248614710131
UV_VISOR_MAGENTA,UV_VISOR_ORANGE,visor,visor,True,0.006597775494307779,0.0005674289774416753,0.012031608812521107,0.004699200344731409,-0.10213693807465511,-0.1932930603007439
PEBBLES_S,TRANSLATOR_ASTRO_BLACK,pebbles,translator,False,0.006597147099404317,0.0033664577756002344,0.010065124821646754,0.002739861844019692,0.23595171023994155,-0.04567602484357753
MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,microchip,microchip,True,0.006593714350812997,-0.009720711553305448,0.02107542986707228,0.0126390849384044,-0.4732649743256585,-0.851132716030483
PANEL_2X4,PEBBLES_M,panel,pebbles,False,0.006573907732278516,-0.013721490664875734,0.020615576874996197,0.014698988604668882,-0.01766073982646395,-0.47981468172865765
GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_MINT,galaxy,oxygen,False,0.006516473175448339,0.004044150024818932,0.00790144006835231,0.001752413448817836,-0.09252002695776383,-0.32695414795769945
OXYGEN_SHAKE_CHOCOLATE,UV_VISOR_RED,oxygen,visor,False,0.006481847008419713,-0.0036308401605097676,0.013740787221750393,0.007373432635345396,0.024206663178788612,-0.6008387747176677
ROBOT_LAUNDRY,UV_VISOR_AMBER,robot,visor,False,0.006479878351771277,-0.005712667929718409,0.01684414308718605,0.00929908206480167,0.2657826512649413,-0.3503459960704379
PANEL_4X4,PEBBLES_L,panel,pebbles,False,0.0064774379458566395,0.0038470602102873047,0.010346679855658078,0.0027943218873600646,0.36481509320890404,-0.24046640676880632
PANEL_4X4,ROBOT_DISHES,panel,robot,False,0.006463668109369075,-0.011447018449155879,0.017346609932351653,0.012762187792956887,-0.2625091318581399,-0.5591300145574252
PANEL_4X4,SNACKPACK_STRAWBERRY,panel,snack,False,0.006446040784569419,-0.0075993175678317265,0.030342371456353087,0.016983799795293495,-0.11053279427416052,-0.20266339451026183
GALAXY_SOUNDS_SOLAR_FLAMES,SLEEP_POD_NYLON,galaxy,sleep,False,0.00644139085495872,0.003124800827979793,0.008115498947288417,0.0023452188396472324,-0.21532332994226946,-0.6591120204761788
GALAXY_SOUNDS_DARK_MATTER,ROBOT_LAUNDRY,galaxy,robot,False,0.0064312979798413945,-0.0022704549813229048,0.01716991289068075,0.008066125906168072,-0.07286572016596658,-0.6812034374006022
ROBOT_LAUNDRY,SNACKPACK_CHOCOLATE,robot,snack,False,0.0064235032460188,0.0025910541923746307,0.009606457416691555,0.002900615256825537,0.20256092077291923,-0.017738884216118626
OXYGEN_SHAKE_CHOCOLATE,UV_VISOR_MAGENTA,oxygen,visor,False,0.006401166428773306,0.00013595820193097708,0.01370534717178794,0.005588182600860498,-0.010736332176042418,-0.30392137048239254
SLEEP_POD_LAMB_WOOL,UV_VISOR_MAGENTA,sleep,visor,False,0.0063832064759819715,0.000730071179154405,0.01067327460561274,0.004172152735435319,-0.136165389594638,-0.6118070422120017
GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_SPACE_GRAY,galaxy,translator,False,0.0063682748599210885,-0.0015417821188193298,0.011400761661047018,0.005662017748044801,0.48345373023128785,0.355155715366939
SLEEP_POD_SUEDE,TRANSLATOR_GRAPHITE_MIST,sleep,translator,False,0.0063553315448561425,-0.0010524240405313948,0.018326600920004158,0.008544233754888558,0.02263353908190252,-0.8002700519671846
OXYGEN_SHAKE_GARLIC,PANEL_4X4,oxygen,panel,False,0.0063509403440434944,-0.002725946022595758,0.013902407381371796,0.006873655617863828,-0.25346024355717905,-0.8769451911435414
PANEL_1X4,SLEEP_POD_POLYESTER,panel,sleep,False,0.006332772587301527,0.0012109942035573066,0.010227475720410068,0.0037818443462574215,-0.1591140518389004,-0.6279670902311107
