category,target,test_day,features,intercept,betas,resid_std,resid_mae,resid_ac1,resid_diff_ac1
pebbles,PEBBLES_L,4,"PEBBLES_XS,PEBBLES_S,PEBBLES_M,PEBBLES_XL",49910.522288698245,"{""PEBBLES_XS"":-0.9977337576584497,""PEBBLES_S"":-0.9983330631819514,""PEBBLES_M"":-0.9970212139975169,""PEBBLES_XL"":-0.997942328442265}",3.2849791506055386,1.9333533471816438,0.27443593334468697,-0.4940971418521845
pebbles,PEBBLES_XL,2,"PEBBLES_XS,PEBBLES_S,PEBBLES_M,PEBBLES_L",49992.28114536412,"{""PEBBLES_XS"":-0.9996336736021582,""PEBBLES_S"":-0.9999471447946892,""PEBBLES_M"":-0.9995764637611825,""PEBBLES_L"":-0.9999632721393936}",2.8313329900818283,1.1792265162149058,0.0330082121400403,-0.48026036891202856
pebbles,PEBBLES_XL,3,"PEBBLES_XS,PEBBLES_S,PEBBLES_M,PEBBLES_L",49991.09945407687,"{""PEBBLES_XS"":-0.9993136233393692,""PEBBLES_S"":-1.000630452123392,""PEBBLES_M"":-0.9992852189525349,""PEBBLES_L"":-0.9998256415855071}",2.788702949960479,1.3374817450115588,0.026071677490022274,-0.49337284581811935
pebbles,PEBBLES_XL,4,"PEBBLES_XS,PEBBLES_S,PEBBLES_M,PEBBLES_L",49996.76354866976,"{""PEBBLES_XS"":-0.9997678463397951,""PEBBLES_S"":-1.0002991034897037,""PEBBLES_M"":-0.9997253917380358,""PEBBLES_L"":-0.9998620593578202}",2.8215335972342337,0.8858418282341568,0.013119398994630304,-0.4941564880580967
robot,ROBOT_VACUUMING,2,"ROBOT_MOPPING,ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT_IRONING",13192.049330042395,"{""ROBOT_MOPPING"":-0.27579130468349555,""ROBOT_DISHES"":-0.22489677793854615,""ROBOT_LAUNDRY"":-0.009136140071419465,""ROBOT_IRONING"":0.14630789365462404}",308.8345027558325,389.4040200648438,0.9994154261942466,-0.01607807324873607
robot,ROBOT_VACUUMING,3,"ROBOT_MOPPING,ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT_IRONING",790.183552053144,"{""ROBOT_MOPPING"":0.0509663438398602,""ROBOT_DISHES"":-0.030920487923181375,""ROBOT_LAUNDRY"":0.665615019611477,""ROBOT_IRONING"":0.19939147166288054}",294.0412982173691,475.46932175331517,0.9992047475732333,0.006612645762624846
robot,ROBOT_VACUUMING,4,"ROBOT_MOPPING,ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT_IRONING",11166.288864270713,"{""ROBOT_MOPPING"":-0.29970560771905025,""ROBOT_DISHES"":-0.3168303401496397,""ROBOT_LAUNDRY"":0.3768014849229183,""ROBOT_IRONING"":0.0794172918416266}",155.05861041619877,329.5691758657433,0.9963703155697107,-0.1368381584843801
robot,ROBOT_MOPPING,2,"ROBOT_VACUUMING,ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT_IRONING",36447.36172628719,"{""ROBOT_VACUUMING"":-0.8193187337465324,""ROBOT_DISHES"":-0.9097784760076925,""ROBOT_LAUNDRY"":-0.4332628401412289,""ROBOT_IRONING"":-0.5102094141807143}",472.8983575434722,423.5403406518069,0.999298507241851,-0.03489207520867685
robot,ROBOT_MOPPING,3,"ROBOT_VACUUMING,ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT_IRONING",23490.315172315433,"{""ROBOT_VACUUMING"":0.10745686377035243,""ROBOT_DISHES"":-0.23310646271276583,""ROBOT_LAUNDRY"":-0.7694751812093719,""ROBOT_IRONING"":-0.41390446064045544}",586.2426960501225,559.0849925974585,0.9996994633829626,-0.008702212847602343
robot,ROBOT_MOPPING,4,"ROBOT_VACUUMING,ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT_IRONING",30986.9851848362,"{""ROBOT_VACUUMING"":-0.40378048192700583,""ROBOT_DISHES"":-0.21860462842225123,""ROBOT_LAUNDRY"":-0.7100956177109818,""ROBOT_IRONING"":-0.7697471649945388}",334.61657109825796,966.7431633102409,0.9988124305393478,-0.06364463263662427
robot,ROBOT_DISHES,2,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_LAUNDRY,ROBOT_IRONING",26213.98855474595,"{""ROBOT_VACUUMING"":-0.36928902368363875,""ROBOT_MOPPING"":-0.5028593249767755,""ROBOT_LAUNDRY"":-0.4887745340205604,""ROBOT_IRONING"":-0.2663829741884228}",389.5075990590815,379.30296204792694,0.9994410141215239,-0.022667885633611627
robot,ROBOT_DISHES,3,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_LAUNDRY,ROBOT_IRONING",24201.02138321745,"{""ROBOT_VACUUMING"":-0.09117140731018085,""ROBOT_MOPPING"":-0.32599876366446584,""ROBOT_LAUNDRY"":-0.6164329891604876,""ROBOT_IRONING"":-0.43284701523798486}",314.15159084056324,359.0153482145868,0.9991307682838426,-0.013536034606476245
robot,ROBOT_DISHES,4,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_LAUNDRY,ROBOT_IRONING",17329.463997031136,"{""ROBOT_VACUUMING"":-0.4237624901587839,""ROBOT_MOPPING"":-0.2170224430978424,""ROBOT_LAUNDRY"":-0.06818557879803774,""ROBOT_IRONING"":-0.06435293875377415}",252.520717524701,636.3730223657848,0.9939142554194977,-0.2856694801564631
robot,ROBOT_LAUNDRY,2,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_DISHES,ROBOT_IRONING",20263.156228741067,"{""ROBOT_VACUUMING"":-0.02265683969407503,""ROBOT_MOPPING"":-0.36167268392381324,""ROBOT_DISHES"":-0.7381795113001237,""ROBOT_IRONING"":0.14902208384729138}",390.6084358502692,402.2345840502777,0.9994293513816337,-0.008314294165681382
robot,ROBOT_LAUNDRY,3,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_DISHES,ROBOT_IRONING",11572.776468427672,"{""ROBOT_VACUUMING"":0.7113924686004526,""ROBOT_MOPPING"":-0.39005880427791967,""ROBOT_DISHES"":-0.2234393720445746,""ROBOT_IRONING"":-0.21648923583397364}",361.71580846047607,559.6956523693088,0.9993278504912915,0.007985129814451285
robot,ROBOT_LAUNDRY,4,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_DISHES,ROBOT_IRONING",13985.135394400548,"{""ROBOT_VACUUMING"":0.19805946054684395,""ROBOT_MOPPING"":-0.2770443933553236,""ROBOT_DISHES"":-0.026796604673793602,""ROBOT_IRONING"":-0.26191274969977}",148.4151471083435,1065.538501609644,0.9977760219839169,0.0056305835165794465
robot,ROBOT_IRONING,2,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_DISHES,ROBOT_LAUNDRY",12905.645210000705,"{""ROBOT_VACUUMING"":0.3790682560460507,""ROBOT_MOPPING"":-0.44496495863790236,""ROBOT_DISHES"":-0.42031312987649616,""ROBOT_LAUNDRY"":0.15569107195419538}",513.6600373744017,464.16391926158855,0.9996081102175958,-0.12247251645324897
robot,ROBOT_IRONING,3,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_DISHES,ROBOT_LAUNDRY",22549.71001813851,"{""ROBOT_VACUUMING"":0.73413738477395,""ROBOT_MOPPING"":-0.7228034005348952,""ROBOT_DISHES"":-0.5404964782979828,""ROBOT_LAUNDRY"":-0.7457974931429265}",406.4412900099906,579.7288433573669,0.9990976407491832,-0.023348521296924322
robot,ROBOT_IRONING,4,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_DISHES,ROBOT_LAUNDRY",22563.72544619599,"{""ROBOT_VACUUMING"":0.09733557341711586,""ROBOT_MOPPING"":-0.7002516863048845,""ROBOT_DISHES"":-0.058969732023584215,""ROBOT_LAUNDRY"":-0.6107031669746248}",320.39069203478044,1175.6894945784436,0.9991635967135041,-0.05595158033881652
visor,UV_VISOR_YELLOW,2,"UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_MAGENTA",16786.37319361772,"{""UV_VISOR_AMBER"":0.040420273278611765,""UV_VISOR_ORANGE"":0.07640514417443942,""UV_VISOR_RED"":-0.6755125049277703,""UV_VISOR_MAGENTA"":0.06214304002112701}",674.8627943898282,612.392850088797,0.9998110258319033,0.0015141421288221474
visor,UV_VISOR_YELLOW,3,"UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_MAGENTA",35678.56430161235,"{""UV_VISOR_AMBER"":-0.7267120871285958,""UV_VISOR_ORANGE"":-0.2707434746896436,""UV_VISOR_RED"":-1.5134159371571025,""UV_VISOR_MAGENTA"":0.06989594551755796}",535.0289840625544,637.533187378377,0.9992430830523781,-0.014436977004024906
visor,UV_VISOR_YELLOW,4,"UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_MAGENTA",17692.385845150315,"{""UV_VISOR_AMBER"":-0.5601501663225738,""UV_VISOR_ORANGE"":-0.7174226878480703,""UV_VISOR_RED"":0.12448426769773241,""UV_VISOR_MAGENTA"":0.37968744248736735}",896.1122870927467,1302.6412647543204,0.9998675554761592,-0.003927592228584854
visor,UV_VISOR_AMBER,2,"UV_VISOR_YELLOW,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_MAGENTA",18109.983899262716,"{""UV_VISOR_YELLOW"":0.0073000904943502564,""UV_VISOR_ORANGE"":-0.1549377527953336,""UV_VISOR_RED"":-0.5223912624627601,""UV_VISOR_MAGENTA"":-0.2964365625750833}",356.439087028186,1231.4727951203142,0.9994897355511302,-0.011206604751551141
visor,UV_VISOR_AMBER,3,"UV_VISOR_YELLOW,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_MAGENTA",33177.09801834586,"{""UV_VISOR_YELLOW"":-0.20225193257848637,""UV_VISOR_ORANGE"":-0.2783655516613052,""UV_VISOR_RED"":-1.0506878956318648,""UV_VISOR_MAGENTA"":-0.7497768829296417}",310.90728297215946,586.0930694874579,0.9985642647102569,-0.022652417810571025
visor,UV_VISOR_AMBER,4,"UV_VISOR_YELLOW,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_MAGENTA",31477.363739989152,"{""UV_VISOR_YELLOW"":-0.3939431827270378,""UV_VISOR_ORANGE"":-0.584454545615759,""UV_VISOR_RED"":-0.3893238997988079,""UV_VISOR_MAGENTA"":-0.7847668302110119}",493.4617881094598,528.2602392141276,0.999567696062611,-0.00976821158058478
visor,UV_VISOR_ORANGE,2,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_RED,UV_VISOR_MAGENTA",16943.63536523069,"{""UV_VISOR_YELLOW"":0.05112136844020843,""UV_VISOR_AMBER"":-0.5739950213106244,""UV_VISOR_RED"":-0.08180261040175556,""UV_VISOR_MAGENTA"":-0.1492808258010443}",372.23699114182244,308.26197686021754,0.9995228420150749,-0.005102386220137825
visor,UV_VISOR_ORANGE,3,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_RED,UV_VISOR_MAGENTA",21027.237217587346,"{""UV_VISOR_YELLOW"":-0.15560746817482118,""UV_VISOR_AMBER"":-0.5748540973765736,""UV_VISOR_RED"":-0.2550858780314416,""UV_VISOR_MAGENTA"":-0.13740263228782879}",325.83508066701256,266.5652383979583,0.9993066810240145,-0.00715510990673663
visor,UV_VISOR_ORANGE,4,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_RED,UV_VISOR_MAGENTA",18715.74147985237,"{""UV_VISOR_YELLOW"":-0.48288818642125164,""UV_VISOR_AMBER"":-0.5593621742137589,""UV_VISOR_RED"":0.045582586162553944,""UV_VISOR_MAGENTA"":0.10061728623034344}",654.2759571827123,612.4265249200607,0.9998112500600506,-0.006867690830246868
visor,UV_VISOR_RED,2,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_MAGENTA",24502.25154156202,"{""UV_VISOR_YELLOW"":-0.25108237348667733,""UV_VISOR_AMBER"":-1.0751021696757743,""UV_VISOR_ORANGE"":-0.045443327466443986,""UV_VISOR_MAGENTA"":-0.19287895156074056}",324.34924226030734,1305.585597918262,0.9989141697176607,-0.011941369331589076
visor,UV_VISOR_RED,3,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_MAGENTA",22104.90426707791,"{""UV_VISOR_YELLOW"":-0.23522469973193857,""UV_VISOR_AMBER"":-0.5867702040166244,""UV_VISOR_ORANGE"":-0.06898244725856101,""UV_VISOR_MAGENTA"":-0.26128466180312515}",279.44692052364945,601.1664935655433,0.9990392571925072,-0.02006185695179641
visor,UV_VISOR_RED,4,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_MAGENTA",19080.28414787484,"{""UV_VISOR_YELLOW"":0.06520703927086036,""UV_VISOR_AMBER"":-0.28997593509323066,""UV_VISOR_ORANGE"":0.03547378260451333,""UV_VISOR_MAGENTA"":-0.6455634043197255}",337.35482977760984,1098.6198541704096,0.9991407672900563,-0.00493811346152867
visor,UV_VISOR_MAGENTA,2,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_RED",17186.766983113175,"{""UV_VISOR_YELLOW"":0.01825771121744305,""UV_VISOR_AMBER"":-0.4822326471537605,""UV_VISOR_ORANGE"":-0.06555079999447758,""UV_VISOR_RED"":-0.1524599745031154}",277.42746963871303,307.6039740068397,0.9991301307851103,-0.013540120935261801
visor,UV_VISOR_MAGENTA,3,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_RED",22605.190312587543,"{""UV_VISOR_YELLOW"":0.019182465385192495,""UV_VISOR_AMBER"":-0.739356999588426,""UV_VISOR_ORANGE"":-0.06561075775336604,""UV_VISOR_RED"":-0.4613619088836349}",216.45021695830079,238.13396349192857,0.9979364337030734,-0.013084471592216805
visor,UV_VISOR_MAGENTA,4,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_RED",18266.370050214966,"{""UV_VISOR_YELLOW"":0.16650745770642916,""UV_VISOR_AMBER"":-0.4893493033953117,""UV_VISOR_ORANGE"":0.06555541661383785,""UV_VISOR_RED"":-0.540463471610737}",366.8870565990927,604.4789714133659,0.9993085170265843,-0.010377623052955995
translator,TRANSLATOR_SPACE_GRAY,2,"TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",14710.995812721103,"{""TRANSLATOR_ASTRO_BLACK"":-0.4639174530885145,""TRANSLATOR_ECLIPSE_CHARCOAL"":0.3238072073738706,""TRANSLATOR_GRAPHITE_MIST"":0.1715493810165479,""TRANSLATOR_VOID_BLUE"":-0.549669154829341}",305.16287815830725,428.4622995260765,0.9991416173379938,0.01780954748847814
translator,TRANSLATOR_SPACE_GRAY,3,"TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",5223.407668674472,"{""TRANSLATOR_ASTRO_BLACK"":0.4605835439038423,""TRANSLATOR_ECLIPSE_CHARCOAL"":0.32742068217808024,""TRANSLATOR_GRAPHITE_MIST"":0.18667794502702476,""TRANSLATOR_VOID_BLUE"":-0.5003458776812005}",530.240444777946,720.0366242909951,0.9997278426355632,-0.01332636174946347
translator,TRANSLATOR_SPACE_GRAY,4,"TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",13628.117769847031,"{""TRANSLATOR_ASTRO_BLACK"":-0.17869625289759372,""TRANSLATOR_ECLIPSE_CHARCOAL"":-0.33301540860619455,""TRANSLATOR_GRAPHITE_MIST"":0.21719797633419802,""TRANSLATOR_VOID_BLUE"":-0.10770114944309954}",423.73593481781154,828.4320635100149,0.9997173405267725,0.006466005050394212
translator,TRANSLATOR_ASTRO_BLACK,2,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",-546.5619873442756,"{""TRANSLATOR_SPACE_GRAY"":-0.16199253926066218,""TRANSLATOR_ECLIPSE_CHARCOAL"":0.561264634226015,""TRANSLATOR_GRAPHITE_MIST"":0.27061261995348573,""TRANSLATOR_VOID_BLUE"":0.25319559058646407}",392.5212935365286,1419.592405154678,0.9995198892053375,-0.0018921623620787424
translator,TRANSLATOR_ASTRO_BLACK,3,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",11310.335944311944,"{""TRANSLATOR_SPACE_GRAY"":0.2791444017578618,""TRANSLATOR_ECLIPSE_CHARCOAL"":0.0985994151963971,""TRANSLATOR_GRAPHITE_MIST"":-0.18589939054561663,""TRANSLATOR_VOID_BLUE"":-0.3198374398813058}",428.934331978186,613.8310960828906,0.9997126294132179,-0.0161515631832196
translator,TRANSLATOR_ASTRO_BLACK,4,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",22339.21611453489,"{""TRANSLATOR_SPACE_GRAY"":-0.30101981195319416,""TRANSLATOR_ECLIPSE_CHARCOAL"":0.12918408723618557,""TRANSLATOR_GRAPHITE_MIST"":-0.2956873662870713,""TRANSLATOR_VOID_BLUE"":-0.7776388798097942}",403.17391636473195,376.71172979329276,0.999446233952692,-0.01648568392093695
translator,TRANSLATOR_ECLIPSE_CHARCOAL,2,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",9903.67828979209,"{""TRANSLATOR_SPACE_GRAY"":0.09334344068407414,""TRANSLATOR_ASTRO_BLACK"":0.46335160335184894,""TRANSLATOR_GRAPHITE_MIST"":-0.21679442821441733,""TRANSLATOR_VOID_BLUE"":-0.25650120726885317}",503.00430583253706,1043.9990010418928,0.9997472462687994,-0.005681089247743608
translator,TRANSLATOR_ECLIPSE_CHARCOAL,3,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",1219.9026027976724,"{""TRANSLATOR_SPACE_GRAY"":0.2415464056727164,""TRANSLATOR_ASTRO_BLACK"":0.12001853023698496,""TRANSLATOR_GRAPHITE_MIST"":0.03759842549502892,""TRANSLATOR_VOID_BLUE"":0.4395816690691243}",375.27727263176394,315.8038692457414,0.9995291586746359,-0.006427718141118708
translator,TRANSLATOR_ECLIPSE_CHARCOAL,4,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",9028.505188967283,"{""TRANSLATOR_SPACE_GRAY"":-0.338470337095505,""TRANSLATOR_ASTRO_BLACK"":0.07794453525482718,""TRANSLATOR_GRAPHITE_MIST"":-0.14979486621377164,""TRANSLATOR_VOID_BLUE"":0.45050989211751613}",466.0964805572003,549.0816166028584,0.9996886235797044,-0.00835431491055562
translator,TRANSLATOR_GRAPHITE_MIST,2,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_VOID_BLUE",18984.857237579214,"{""TRANSLATOR_SPACE_GRAY"":0.14139693809492526,""TRANSLATOR_ASTRO_BLACK"":0.6387701217803712,""TRANSLATOR_ECLIPSE_CHARCOAL"":-0.6198715040672799,""TRANSLATOR_VOID_BLUE"":-0.8707197760202393}",479.7230104439282,2072.4554526606635,0.9994405840998736,-0.011987525493264777
translator,TRANSLATOR_GRAPHITE_MIST,3,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_VOID_BLUE",10622.763960097564,"{""TRANSLATOR_SPACE_GRAY"":0.4217677741762584,""TRANSLATOR_ASTRO_BLACK"":-0.6930073533161344,""TRANSLATOR_ECLIPSE_CHARCOAL"":0.11514778025115847,""TRANSLATOR_VOID_BLUE"":0.10129613510925817}",420.38334905102084,772.8569493304411,0.9995579115341396,-0.006808355500041281
translator,TRANSLATOR_GRAPHITE_MIST,4,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_VOID_BLUE",11741.080068707935,"{""TRANSLATOR_SPACE_GRAY"":0.2578429210119809,""TRANSLATOR_ASTRO_BLACK"":-0.20837833936532896,""TRANSLATOR_ECLIPSE_CHARCOAL"":-0.17496052862261827,""TRANSLATOR_VOID_BLUE"":-0.06133484980237655}",475.8731969102296,751.3180238577077,0.9997219012369922,-0.014230008500868245
translator,TRANSLATOR_VOID_BLUE,2,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST",15715.669266391964,"{""TRANSLATOR_SPACE_GRAY"":-0.13713802817071014,""TRANSLATOR_ASTRO_BLACK"":0.1809082491003895,""TRANSLATOR_ECLIPSE_CHARCOAL"":-0.22199779120834745,""TRANSLATOR_GRAPHITE_MIST"":-0.2635627877906154}",438.336960831496,1274.7489100551684,0.9996872897003617,-0.015769851493004965
translator,TRANSLATOR_VOID_BLUE,3,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST",14278.54113295969,"{""TRANSLATOR_SPACE_GRAY"":-0.5128282303859416,""TRANSLATOR_ASTRO_BLACK"":-0.5408917949647731,""TRANSLATOR_ECLIPSE_CHARCOAL"":0.6107264112218214,""TRANSLATOR_GRAPHITE_MIST"":0.045953023533054166}",353.6124098337994,282.1800150501534,0.9991504862055082,-0.011107647429564356
translator,TRANSLATOR_VOID_BLUE,4,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST",12832.508508862356,"{""TRANSLATOR_SPACE_GRAY"":-0.14808960100581467,""TRANSLATOR_ASTRO_BLACK"":-0.6347497761525034,""TRANSLATOR_ECLIPSE_CHARCOAL"":0.6094699127357853,""TRANSLATOR_GRAPHITE_MIST"":-0.07104149510641829}",329.69026259431575,379.2953095041769,0.9990916773356006,-0.006075829413984058
panel,PANEL_1X2,2,"PANEL_2X2,PANEL_1X4,PANEL_2X4,PANEL_4X4",7872.042390527902,"{""PANEL_2X2"":-0.3863478971290485,""PANEL_1X4"":-0.0672719370162297,""PANEL_2X4"":0.5870604892417848,""PANEL_4X4"":-0.16458366228124205}",597.2563847981419,1185.597492975579,0.999794618051926,-0.011836965691151283
panel,PANEL_1X2,3,"PANEL_2X2,PANEL_1X4,PANEL_2X4,PANEL_4X4",20228.28844572293,"{""PANEL_2X2"":-0.2725631227744701,""PANEL_1X4"":-0.013449965193753964,""PANEL_2X4"":-0.22435380834987986,""PANEL_4X4"":-0.5770672041773268}",409.82768027222437,1022.4614488483829,0.9996494687263773,-0.0279482424432297
panel,PANEL_1X2,4,"PANEL_2X2,PANEL_1X4,PANEL_2X4,PANEL_4X4",2098.7040274674564,"{""PANEL_2X2"":0.2639697708640581,""PANEL_1X4"":-0.19034184341605107,""PANEL_2X4"":-0.5437364522267149,""PANEL_4X4"":1.2100533306550048}",1242.5554688237985,1295.6424513838422,0.9999076348557323,0.008523172393105785
panel,PANEL_2X2,2,"PANEL_1X2,PANEL_1X4,PANEL_2X4,PANEL_4X4",28219.49012029761,"{""PANEL_1X2"":-0.8610340076669131,""PANEL_1X4"":-0.1245421192706056,""PANEL_2X4"":-0.1611715903601956,""PANEL_4X4"":-0.8386004984417145}",395.60419945280995,931.4151927627014,0.9992304684831278,0.0020024808211255483
panel,PANEL_2X2,3,"PANEL_1X2,PANEL_1X4,PANEL_2X4,PANEL_4X4",11515.099157816892,"{""PANEL_1X2"":-0.07115735376978595,""PANEL_1X4"":0.45940744594440197,""PANEL_2X4"":-0.28486409143782326,""PANEL_4X4"":-0.2610388314667237}",609.243559870847,602.5957808911535,0.9998155210963203,-0.013260392189786956
panel,PANEL_2X2,4,"PANEL_1X2,PANEL_1X4,PANEL_2X4,PANEL_4X4",14492.214704377151,"{""PANEL_1X2"":0.1537324610262381,""PANEL_1X4"":0.050447860984144874,""PANEL_2X4"":0.22188456039132115,""PANEL_4X4"":-0.8963621003166419}",622.1090553701513,1219.7190222325746,0.9997813579963758,0.007239907645170189
panel,PANEL_1X4,2,"PANEL_1X2,PANEL_2X2,PANEL_2X4,PANEL_4X4",33944.444590978164,"{""PANEL_1X2"":-0.23178055806764164,""PANEL_2X2"":-0.19253849415848537,""PANEL_2X4"":-1.008932988123474,""PANEL_4X4"":-0.9553821955697671}",789.7826893338748,681.0508005577258,0.9997418707086421,-0.015484985499256641
panel,PANEL_1X4,3,"PANEL_1X2,PANEL_2X2,PANEL_2X4,PANEL_4X4",-8729.18910437263,"{""PANEL_1X2"":-0.011589721721225112,""PANEL_2X2"":1.5163420723233598,""PANEL_2X4"":0.19072630054287598,""PANEL_4X4"":0.18802056293842995}",1044.3453581430251,1048.6644829935708,0.9998484041886919,-0.0054805994927961425
panel,PANEL_1X4,4,"PANEL_1X2,PANEL_2X2,PANEL_2X4,PANEL_4X4",13917.567551457125,"{""PANEL_1X2"":-0.649267311903627,""PANEL_2X2"":0.2954749309189813,""PANEL_2X4"":-0.7736404846420657,""PANEL_4X4"":0.727321443161828}",1032.9150312763413,883.743419436875,0.9998799076417844,0.003045351183506783
panel,PANEL_2X4,2,"PANEL_1X2,PANEL_2X2,PANEL_1X4,PANEL_4X4",13978.214683639984,"{""PANEL_1X2"":0.497169313051158,""PANEL_2X2"":-0.0612446563028192,""PANEL_1X4"":-0.24799373709499103,""PANEL_4X4"":-0.40454281335544756}",675.8947738816736,836.0426057867943,0.999825801247874,-0.03408437892948875
panel,PANEL_2X4,3,"PANEL_1X2,PANEL_2X2,PANEL_1X4,PANEL_4X4",31888.507107101796,"{""PANEL_1X2"":-0.2820513003789301,""PANEL_2X2"":-1.3717648659870827,""PANEL_1X4"":0.2782616765773685,""PANEL_4X4"":-0.7802788674741536}",800.6019337850599,694.4990365548434,0.9996972720367959,-0.017195204717335214
panel,PANEL_2X4,4,"PANEL_1X2,PANEL_2X2,PANEL_1X4,PANEL_4X4",8154.355010221545,"{""PANEL_1X2"":-0.5897248567509955,""PANEL_2X2"":0.4132155758128279,""PANEL_1X4"":-0.2459862916423769,""PANEL_4X4"":0.6391937688332929}",967.0334564366968,1371.2780309247892,0.9998752981451166,0.009782531079841813
panel,PANEL_4X4,2,"PANEL_1X2,PANEL_2X2,PANEL_1X4,PANEL_2X4",27040.733675502415,"{""PANEL_1X2"":-0.21770076914218836,""PANEL_2X2"":-0.49772173415267473,""PANEL_1X4"":-0.3667814082971273,""PANEL_2X4"":-0.631853316484011}",455.48701038737136,427.98859043478984,0.9995413738694303,-0.011105224122101522
panel,PANEL_4X4,3,"PANEL_1X2,PANEL_2X2,PANEL_1X4,PANEL_2X4",24316.673513847425,"{""PANEL_1X2"":-0.4202221838840088,""PANEL_2X2"":-0.7281234299511636,""PANEL_1X4"":0.1588934822549766,""PANEL_2X4"":-0.45196808281065304}",488.10440476256144,479.00791021362187,0.9996016828219135,-0.02834782138204157
